MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
1:Del:C:0	3.014677598542903e-05	0.0003172184497316266	1.6400631466240157e-07	0.5802339464426041	7.024966635071905e-07	0.0005228097909366625	2.322410409760778e-07	0.005144028371992704	0.006626946377218701	0.017075838333767024	0.04384119978899861	0.04351683463901283	0.05251020938158035
1:Del:C:1	0.0008089912997093051	0.0	0.003669496363727376	0.10855655042523722	0.0	0.006126734951106982	0.019366644547426405	0.02453241724899726	0.031875510886311534	0.07010595667353528	0.002639904245734215	0.0278347447514534	0.004686276461870875
1:Del:C:2	2.4897435478976605e-05	0.00012274877309650378	0.00022877520333253187	0.000331733315101701	0.0003505510912248155	1.3075024583031336e-07	2.580639204552426e-08	0.004041144443453959	0.0038773102045524866	0.0031129666371271015	0.0007762454521866857	0.0008087832239539239	0.0005225829859227815
1:Del:C:3	0.0007556336238053518	0.0018648565048351884	0.0005481496569700539	0.009627881087362766	0.00029603587463498113	0.0012059328844770789	0.0	0.006486108875833452	0.0008474940434098244	0.006696480303071439	0.01617326799314469	0.014090258069336415	0.007113363521420979
1:Del:C:4	0.0011070272410208305	0.006405784189701081	2.0333085615220625e-08	1.5227153937757975e-08	0.7052363693714142	0.10327450435581013	1.0152885693059942e-06	1.1141458685415272e-06	4.731140393232636e-07	0.03994737335291454	0.0	0.0031688924189438696	0.0028171237928972916
1:Del:C:5	2.2192451467617503e-07	0.001041384710742932	0.08976624123752117	0.0	0.0011930495537213256	0.0003124357134112188	0.8637202441692352	6.248661748031736e-08	9.809089250273719e-46	0.004100823805447362	0.023953956365585328	0.04378548042600414	0.014038224062255722
1:Del:T:0	0.0005168572068214416	0.003877099440433085	1.4012984643248171e-46	0.08552788384258747	0.0001075785025022924	0.0016849294514486245	0.01068404046818614	0.08324302993714809	0.005313110398128628	0.00956600031349808	0.04975778814405203	0.09624589532613755	0.043638151185587046
1:Del:T:1	0.00010784573387354613	0.00022299392148852348	0.001319465747110371	0.055096395593136546	0.00034258485538885	0.00012704300461336971	0.004118312709033489	0.01211951591540128	0.006200760649517178	0.023120259586721658	0.01400794181972742	0.013647636119276284	0.015778736351057886
1:Del:T:2	0.0	0.008310277909436082	0.0	0.05390534419566393	0.01106915520504117	0.0005604693200439214	0.006231734831817448	0.0013363122008740902	0.0	0.1403353001922369	0.039166935812681915	0.048397987987846135	0.012415223793175301
1:Del:T:3	0.0005946939112618565	0.00371737047098577	0.00034839800082409056	0.04106937268770707	0.001715176715515554	1.4012984643248171e-46	0.0031138039194047503	0.0012833400978706777	0.007240251070209069	0.06402209433726966	0.2492862177081406	0.13020222596824169	0.009495449345558881
