Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V1	96	20	40	49	4	42	0	4	0	0
V2	15	0	1	46	26	49	0	18	0	0
V3	17	0	22	43	36	23	3	20	38	0
V4	1	11	0	1	23	0	0	12	0	0
V5	138	60	1	24	62	19	0	0	5	15
V6	13	0	55	110	9	147	0	10	0	32
V7	108	4	0	10	0	60	0	0	52	0
V8	20	65	6	4	0	5	15	3	0	4
V9	2	4	12	36	4	0	0	16	20	0
V10	29	1	113	46	0	5	0	2	0	0
V11	42	0	27	13	100	12	0	35	0	0
V12	1	36	25	45	0	5	0	5	0	0
V13	0	101	9	9	0	0	0	15	0	5
V14	124	81	3	3	8	0	8	0	0	8
V15	52	18	17	9	0	26	16	0	5	0
V16	77	52	5	14	45	0	0	0	0	6
V17	28	1	28	6	15	7	0	0	0	0
V18	5	17	0	38	19	8	28	0	0	0
V19	133	99	0	52	0	0	0	0	0	0
V20	26	54	1	111	0	10	0	0	15	4
V21	23	7	2	25	35	0	0	51	0	0
V22	31	0	84	25	105	0	1	8	2	0
V23	4	95	125	48	57	87	131	0	20	23
V24	18	120	2	3	2	9	14	0	0	12
V25	18	54	22	10	51	8	0	41	21	0
V26	4	440	2	114	0	0	7	0	0	18
V27	0	3	0	0	219	5	13	27	0	38
V28	178	0	120	314	19	47	0	32	17	0
V29	72	59	0	58	9	0	0	6	40	0
V30	77	97	6	38	42	0	0	12	0	0
V31	62	0	18	59	0	73	2	0	68	0
V32	28	6	2	6	7	42	2	18	0	7
V33	88	94	19	10	1	0	0	6	2	0
V34	3	23	0	5	117	35	0	58	0	0
V35	1	4	4	1	9	138	5	0	0	1
V36	104	328	0	1	0	0	0	17	56	0
V37	92	132	131	0	1	0	79	1	0	0
V38	55	0	10	30	0	5	0	0	3	5
V39	24	21	2	0	28	138	0	25	3	12
V40	51	177	16	2	27	3	147	29	0	0
V41	4	0	70	2	29	0	0	0	0	23
V42	1	12	42	91	0	39	0	0	41	0
V43	5	170	106	50	1	0	0	0	23	0
V44	132	0	6	0	16	14	2	19	5	0
V45	0	0	264	0	0	122	5	4	8	8
V46	0	37	69	25	4	11	0	0	11	15
V47	141	0	27	6	0	12	1	0	0	4
V48	39	34	31	2	102	5	33	0	0	0
V49	77	23	20	2	3	2	0	13	0	0
V50	5	1	28	38	41	0	0	0	7	0
V51	76	36	0	9	11	4	0	3	0	22
V52	7	0	62	2	0	98	7	8	3	0
V53	202	8	12	0	57	198	0	0	6	34
V54	23	9	12	3	16	52	0	0	0	12
V55	0	0	3	52	110	158	0	42	24	6
V56	90	186	4	42	48	63	0	82	16	0
V57	24	33	38	24	4	0	0	31	3	0
V58	43	41	86	101	0	0	125	0	0	0
V59	15	13	5	0	129	16	0	38	6	6
V60	123	19	6	6	13	15	0	3	0	24
V61	24	0	10	18	65	21	4	21	17	0
V62	305	0	22	0	13	62	9	10	4	3
V63	215	186	4	0	16	8	0	1	15	0
V64	45	0	57	111	0	51	29	0	0	17
V65	14	0	21	12	19	4	6	10	7	4
V66	32	12	10	2	7	0	0	12	0	0
V67	274	84	5	20	87	5	11	0	0	0
V68	9	0	16	50	74	80	1	37	0	0
V69	7	78	0	39	31	14	0	55	35	18
V70	261	15	0	62	0	11	3	0	0	0
V71	0	0	42	23	38	0	49	0	0	0
V72	40	57	21	19	21	8	42	0	0	10
V73	52	79	55	0	28	37	33	7	10	0
V74	0	8	33	15	9	0	0	19	0	0
V75	64	27	35	0	4	4	0	0	12	0
V76	40	10	35	216	0	5	0	0	4	4
V77	34	9	9	41	45	0	36	21	20	16
V78	13	3	77	1	66	19	0	22	1	0
V79	2	67	0	0	67	1	0	0	9	0
V80	3	15	1	55	0	9	0	3	0	0
V81	1	0	7	12	0	0	2	0	0	0
V82	1	38	90	100	132	8	11	29	60	0
V83	6	5	81	28	22	10	0	12	25	3
V84	140	31	6	12	114	0	0	27	0	3
V85	26	11	254	52	23	45	105	3	0	0
V86	22	0	210	2	118	0	13	18	0	5
V87	171	0	12	54	145	0	5	7	5	0
V88	2	146	17	18	19	19	0	8	13	0
V89	1	0	16	177	5	0	0	6	0	0
V90	138	0	86	6	11	0	7	11	0	8
V91	63	38	60	8	47	139	87	29	0	0
V92	10	68	130	44	0	141	24	43	0	18
V93	7	3	20	51	14	0	5	0	1	11
V94	1	0	12	68	19	9	0	9	11	5
V95	56	51	111	36	8	8	0	0	0	4
V96	44	182	3	42	0	83	4	0	24	50
V97	34	0	144	120	68	0	28	43	0	0
V98	0	2	29	0	53	146	41	28	64	14
V99	18	33	46	5	17	1	28	9	0	0
V100	4	48	22	4	20	36	0	5	0	27
