Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
V1	53	4	18	66	15	0	10	0	0	8	3	64	6	0	12	0	29	0	0
V2	4	39	31	0	3	0	55	0	3	1	0	2	40	31	37	6	0	0	1
V3	21	46	0	28	1	2	53	0	0	0	28	41	14	10	11	0	0	0	0
V4	1	0	67	10	65	0	84	24	36	25	6	7	1	4	14	10	0	16	0
V5	28	0	15	111	18	2	1	16	0	11	43	20	0	0	0	0	7	0	0
V6	1	17	0	17	0	0	0	0	0	0	11	4	2	1	1	10	0	0	0
V7	16	79	9	0	14	41	7	16	3	41	0	1	0	0	7	0	12	2	1
V8	149	42	7	13	1	0	0	3	1	6	3	0	0	0	1	49	0	0	7
V9	10	123	0	10	5	5	0	0	1	0	29	19	0	1	5	0	14	0	5
V10	11	1	3	121	1	0	32	0	0	7	12	42	1	7	2	0	0	0	0
V11	11	6	53	18	7	0	4	57	46	13	23	12	11	4	10	4	0	13	0
V12	2	83	72	109	32	41	15	31	23	7	1	34	4	8	18	0	9	10	0
V13	98	15	8	3	17	11	13	22	6	0	0	0	9	1	0	0	0	0	15
V14	70	3	138	64	192	0	0	69	3	0	28	0	0	0	0	0	10	0	0
V15	17	46	0	0	0	52	6	0	0	13	1	0	7	3	5	36	0	20	0
V16	99	33	46	11	43	31	13	4	7	26	0	16	10	6	0	0	23	0	25
V17	32	0	58	31	30	0	11	12	0	0	30	5	57	62	50	7	1	1	3
V18	17	39	84	2	2	0	0	100	0	0	3	0	0	0	0	0	3	0	0
V19	29	17	52	1	31	0	2	48	22	6	7	1	16	4	2	15	2	0	0
V20	58	145	6	0	11	69	0	1	22	14	0	0	0	0	1	28	1	4	9
V21	1	0	17	61	32	12	67	0	0	2	28	10	54	32	21	0	0	5	5
V22	138	6	12	23	10	11	1	0	10	0	17	25	0	2	0	0	2	11	22
V23	7	5	53	0	59	11	1	42	0	4	7	0	0	3	0	0	0	7	0
V24	18	0	3	5	0	0	18	0	0	0	0	7	5	4	9	5	0	1	0
V25	37	72	3	8	10	1	0	0	4	8	1	5	7	2	8	22	1	8	0
V26	166	0	11	93	0	0	4	10	0	0	13	42	0	0	0	0	17	0	8
V27	0	0	1	1	0	77	4	0	6	2	0	0	9	0	10	17	0	21	0
V28	9	3	31	45	63	0	10	49	15	31	11	79	10	3	0	0	0	0	0
V29	16	1	98	0	22	0	13	74	3	11	0	0	10	30	21	0	0	21	0
V30	0	7	4	0	3	0	15	0	0	2	1	0	4	7	2	0	4	0	0
V31	13	167	11	23	1	330	8	0	0	52	13	2	19	0	0	23	14	0	0
V32	6	7	268	2	95	0	20	51	18	5	0	0	0	10	0	0	0	0	0
V33	57	0	5	4	0	0	19	0	0	3	9	9	43	35	0	4	0	6	6
V34	192	3	8	12	9	1	0	1	0	7	19	4	0	0	0	1	1	0	12
V35	34	212	6	4	34	0	66	10	0	5	0	6	5	32	12	55	4	36	0
V36	17	138	3	1	1	49	4	0	56	14	4	0	2	3	0	12	8	0	0
V37	0	4	0	2	0	135	30	0	83	33	1	1	31	5	5	10	0	0	5
V38	31	39	29	6	19	8	10	28	0	3	0	2	0	7	0	8	5	0	0
V39	32	58	27	15	24	3	56	35	0	0	0	1	37	42	52	23	4	0	0
V40	11	28	9	5	13	3	8	13	0	4	0	0	0	2	14	0	0	0	0
V41	45	60	14	0	0	10	68	0	10	0	2	0	20	37	13	0	6	7	23
V42	70	156	3	8	9	0	61	0	104	76	13	29	32	16	10	6	4	12	0
V43	57	0	44	67	10	0	42	16	0	1	10	13	9	29	17	2	3	11	0
V44	134	70	0	80	9	0	26	1	0	4	47	0	10	15	30	44	0	0	22
V45	5	68	27	0	45	52	0	15	24	0	0	0	6	21	9	15	17	16	0
V46	14	0	0	87	1	3	2	0	4	2	18	19	3	0	2	0	0	0	0
V47	79	12	102	0	163	0	1	56	0	0	5	0	3	7	0	0	16	0	0
V48	56	177	28	9	2	4	9	15	18	0	15	0	5	28	0	7	1	0	4
V49	24	6	15	105	10	5	41	0	24	0	6	67	29	21	50	0	1	0	0
V50	0	26	8	34	0	38	6	16	20	0	21	20	10	1	2	0	2	0	5
V51	3	19	156	0	53	0	1	46	0	2	0	2	1	4	0	0	3	0	0
V52	34	0	54	0	120	0	3	81	9	17	0	0	2	0	0	0	6	2	0
V53	17	381	4	10	2	0	12	0	0	0	6	13	0	23	23	171	0	0	43
V54	3	41	30	56	54	0	4	66	0	0	3	36	5	2	0	0	0	11	0
V55	284	38	23	2	9	0	2	27	0	1	1	7	5	9	2	0	11	0	0
V56	9	6	0	173	23	37	31	0	58	81	175	153	12	12	4	0	0	0	0
V57	9	0	0	0	7	43	6	0	50	84	0	0	18	0	0	18	0	35	6
V58	18	2	0	6	8	39	0	0	16	0	0	0	0	0	0	0	0	53	0
V59	17	0	4	219	12	5	3	0	4	0	224	73	0	0	0	0	0	0	0
V60	33	0	0	18	0	4	6	0	0	6	3	0	5	0	0	8	0	0	18
V61	13	47	0	4	10	0	4	11	46	35	3	5	25	5	0	0	0	0	0
V62	65	0	7	39	0	0	8	0	0	0	20	0	0	9	14	2	5	0	6
V63	204	23	16	0	33	0	29	23	0	1	0	0	0	0	11	14	16	0	0
V64	35	45	0	78	9	120	5	0	89	115	47	2	4	0	0	0	0	0	0
V65	3	0	0	23	0	19	5	0	8	0	4	0	9	2	5	0	2	0	0
V66	0	0	2	18	0	0	36	0	0	0	6	0	37	14	56	2	0	0	0
V67	3	2	33	0	35	0	0	22	0	0	2	1	3	5	3	9	0	0	0
V68	177	176	8	42	18	0	10	0	0	10	28	10	2	13	9	0	15	33	10
V69	13	12	11	20	14	55	1	0	41	16	11	31	0	1	2	0	0	0	0
V70	89	2	1	0	3	0	4	1	8	24	1	0	0	1	2	0	5	0	13
V71	100	15	65	0	9	0	10	45	0	0	1	0	12	0	0	0	16	0	0
V72	19	0	10	0	27	21	15	0	97	31	4	0	52	5	5	4	1	21	0
V73	3	19	10	0	0	17	45	0	3	0	13	0	35	16	36	4	0	0	0
V74	14	38	0	91	0	0	57	0	8	1	33	54	23	20	2	22	0	0	2
V75	0	0	0	0	0	0	4	0	0	2	0	0	13	4	17	0	1	7	12
V76	40	74	8	7	3	0	11	6	8	46	8	0	0	0	5	42	1	11	0
V77	10	91	64	11	49	0	32	27	2	3	3	3	3	3	13	0	0	4	9
V78	6	14	11	4	9	1	4	2	44	59	4	0	1	0	2	0	4	0	0
V79	81	85	23	0	38	40	1	0	5	19	0	0	3	5	4	21	15	0	8
V80	14	0	29	2	14	0	11	17	0	0	1	0	3	9	1	0	3	0	0
V81	1	0	0	0	1	0	0	0	0	0	0	2	3	0	1	0	0	0	0
V82	8	0	11	5	6	0	1	5	0	0	10	3	0	0	0	0	0	0	0
V83	3	5	6	18	0	0	45	0	9	8	7	1	14	18	11	0	0	0	15
V84	74	0	10	8	10	0	12	1	0	0	1	1	14	4	0	9	13	0	3
V85	0	99	0	1	0	2	1	0	2	0	3	0	0	8	0	0	1	8	4
V86	23	2	53	8	9	21	22	0	4	15	2	13	13	5	14	0	0	5	0
V87	374	0	0	36	0	0	3	0	0	4	15	0	0	0	1	0	35	0	44
V88	30	13	36	15	0	11	11	17	19	18	0	3	0	1	12	0	7	23	0
V89	73	24	8	8	1	0	8	6	32	57	4	4	0	7	0	0	33	0	7
V90	125	62	6	0	0	5	2	0	18	14	0	0	0	9	0	0	26	0	15
V91	23	67	66	0	27	0	69	6	18	24	1	0	25	2	13	0	1	0	0
V92	1	1	21	6	14	29	18	38	1	0	10	3	11	0	0	0	0	4	0
V93	0	2	20	10	9	17	3	0	0	4	0	16	23	4	6	0	0	6	0
V94	6	9	10	1	13	0	68	0	8	23	6	2	16	40	34	0	0	0	0
V95	42	56	1	1	3	13	1	0	8	7	5	0	1	5	8	0	11	0	0
V96	0	60	25	1	162	28	2	7	4	3	0	4	0	3	0	0	15	0	0
V97	51	27	4	5	0	66	11	0	20	26	0	0	8	0	2	0	0	20	50
V98	40	0	58	40	47	4	5	33	11	0	9	23	10	13	5	20	4	7	0
V99	12	4	24	21	28	34	4	9	28	0	5	28	4	0	0	0	8	0	11
V100	34	3	1	20	2	55	9	3	13	7	6	0	0	0	7	0	0	0	0
