Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
V1	238	0	39	4	1	0	14	0	2	25	18	7	0	2	0	16	0	0	21	17
V2	84	692	2	146	44	2	40	6	13	79	40	15	18	44	0	0	12	8	0	0
V3	53	18	0	18	42	0	0	0	35	0	4	5	0	0	0	0	0	6	0	0
V4	86	22	29	2	23	42	5	15	52	8	9	15	4	0	0	27	0	0	0	0
V5	20	42	1	39	2	1	10	0	3	17	19	0	0	7	0	0	0	1	0	7
V6	22	5	80	17	20	20	56	29	15	3	17	33	4	14	84	0	32	5	0	0
V7	0	4	34	2	0	0	37	0	0	11	0	2	0	16	3	6	2	0	1	0
V8	6	66	11	35	22	63	14	29	25	40	5	16	1	12	68	0	3	1	0	0
V9	6	2	120	1	1	0	0	0	0	0	0	2	0	0	0	4	0	4	0	0
V10	14	7	19	0	1	35	34	21	0	8	10	11	0	8	10	0	0	0	0	0
V11	94	40	6	25	7	49	1	59	3	6	1	0	21	3	0	0	7	0	0	3
V12	81	0	0	1	7	0	1	0	15	0	1	0	0	0	0	5	0	0	0	3
V13	7	40	2	5	36	97	17	140	27	37	0	3	62	41	0	0	0	7	0	0
V14	69	8	37	1	3	16	165	7	0	0	36	64	0	69	0	0	14	0	0	12
V15	93	32	2	24	25	47	0	23	42	4	5	0	17	12	16	0	5	3	0	14
V16	153	28	21	12	9	3	2	3	5	5	4	0	0	1	0	38	2	4	1	1
V17	1	121	0	211	5	4	9	2	0	0	0	15	3	4	0	0	4	0	0	0
V18	43	7	3	4	34	51	11	32	53	8	0	8	0	8	0	0	0	8	4	0
V19	30	0	65	2	0	14	2	9	0	0	0	9	4	0	0	28	14	4	15	4
V20	256	0	0	0	1	0	2	0	0	7	3	16	0	0	0	0	3	0	25	4
V21	86	63	84	24	7	12	2	24	3	0	2	0	8	0	18	0	0	3	4	0
