Samples	ID83A	ID83B
V1	237	509
V2	22	57
V3	444	0
V4	0	419
V5	35	205
V6	259	151
V7	165	26
V8	323	158
V9	669	61
V10	401	0
V11	104	70
V12	0	120
V13	22	116
V14	3	78
V15	69	222
V16	86	0
V17	110	87
V18	133	0
V19	252	50
V20	126	339
V21	0	545
V22	0	194
V23	107	195
V24	76	135
V25	12	77
V26	198	37
V27	0	184
V28	48	77
V29	0	324
V30	58	328
V31	188	0
V32	105	92
V33	324	367
V34	56	189
V35	49	123
V36	0	249
V37	263	0
V38	341	0
V39	19	112
V40	0	190
V41	99	63
V42	346	0
V43	304	209
V44	152	236
V45	41	44
V46	34	99
V47	347	49
V48	70	123
V49	737	0
V50	84	0
V51	72	119
V52	86	163
V53	243	0
V54	0	383
V55	436	0
V56	0	265
V57	186	143
V58	86	198
V59	151	120
V60	161	164
V61	56	213
V62	217	44
V63	141	82
V64	224	0
V65	0	430
V66	0	313
V67	11	283
V68	112	55
V69	289	105
V70	89	154
V71	225	172
V72	213	0
V73	35	206
V74	212	16
V75	197	48
V76	198	6
V77	175	0
V78	37	32
V79	254	129
V80	19	79
V81	275	0
V82	48	22
V83	102	32
V84	255	59
V85	434	0
V86	163	414
V87	217	221
V88	44	301
V89	116	32
V90	292	48
V91	106	20
V92	321	0
V93	214	156
V94	155	0
V95	45	359
V96	162	125
V97	197	43
V98	113	225
V99	0	256
V100	49	219
