Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
V1	7	53	0	29	25	3	0	0
V2	8	181	4	5	11	47	0	0
V3	0	88	128	106	47	58	1	87
V4	48	46	3	48	0	13	17	10
V5	9	25	45	11	2	13	29	0
V6	9	2	0	0	2	0	38	0
V7	33	33	295	24	36	3	2	1
V8	106	46	0	11	41	6	78	29
V9	84	9	3	0	13	130	0	6
V10	105	13	10	0	204	10	174	33
V11	5	4	0	40	16	26	2	11
V12	18	137	319	0	11	5	6	0
V13	0	97	0	0	0	108	0	20
V14	71	41	109	69	334	9	70	27
V15	0	0	57	76	11	20	0	7
V16	13	1	94	25	1	2	15	2
V17	93	172	1	0	4	1	12	5
V18	0	143	231	0	78	0	12	0
V19	0	5	17	38	1	113	12	0
V20	30	93	8	211	220	0	0	85
V21	96	15	1	3	0	36	36	28
V22	0	220	66	47	180	63	6	0
V23	165	11	0	5	0	88	166	0
V24	10	7	4	0	65	22	5	0
V25	61	17	1	0	63	53	0	21
V26	15	245	42	5	125	123	15	12
V27	43	86	29	109	228	13	9	0
V28	418	1	115	20	0	10	23	0
V29	17	21	5	0	50	1	10	11
V30	21	198	0	28	18	137	12	0
V31	10	147	6	23	11	0	18	5
V32	293	75	3	46	2	142	7	0
V33	2	19	39	14	46	0	6	0
V34	0	0	50	15	0	69	5	0
V35	1	36	219	9	26	8	0	26
V36	0	10	0	42	168	162	30	23
V37	29	14	6	0	0	17	13	0
V38	11	194	26	5	3	153	0	0
V39	71	22	41	13	200	15	0	57
V40	14	24	47	188	22	179	0	4
V41	155	65	0	18	30	1	24	0
V42	14	63	84	77	3	29	0	15
V43	23	14	1	55	13	4	16	0
V44	13	49	2	45	113	161	3	12
V45	26	18	4	43	2	43	31	0
V46	16	2	0	27	0	1	0	4
V47	10	76	44	18	48	0	0	47
V48	90	5	83	47	5	32	16	43
V49	193	125	11	13	45	2	88	0
V50	30	0	61	154	57	2	69	0
V51	140	28	108	89	2	71	7	0
V52	20	3	34	265	0	179	56	1
V53	371	3	36	21	17	36	60	0
V54	162	15	6	15	34	14	24	42
V55	6	7	8	37	2	101	8	0
V56	22	2	4	30	0	16	24	0
V57	7	82	136	69	148	0	26	13
V58	112	14	2	68	0	64	26	0
V59	0	138	2	163	17	61	4	0
V60	10	0	413	13	74	7	0	0
V61	0	0	23	9	2	110	0	14
V62	1	53	52	0	94	88	16	34
V63	10	24	47	15	181	11	11	45
V64	0	3	13	27	3	6	0	25
V65	0	28	172	63	23	46	9	0
V66	51	163	13	11	21	46	37	0
V67	1	2	1	36	44	17	8	0
V68	223	71	25	216	0	80	0	21
V69	67	1	39	64	12	9	0	0
V70	17	0	95	16	4	156	14	12
V71	0	24	5	0	2	5	0	8
V72	26	22	8	70	14	7	1	1
V73	57	80	58	41	116	23	128	0
V74	0	99	17	23	6	13	31	0
V75	8	89	0	14	15	32	1	148
V76	429	4	155	8	0	68	136	0
V77	5	0	5	4	75	0	7	9
V78	0	18	16	5	14	0	1	3
V79	20	26	4	34	0	7	4	0
V80	11	111	54	42	40	43	24	0
V81	55	11	135	321	0	26	24	0
V82	31	168	107	115	146	0	0	17
V83	0	26	30	17	0	7	4	10
V84	9	10	105	83	63	5	21	0
V85	0	36	9	195	0	7	1	0
V86	178	1	17	28	0	0	67	0
V87	25	25	8	23	148	0	6	56
V88	0	4	118	13	54	2	9	0
V89	13	0	50	2	113	2	0	23
V90	94	12	137	6	8	3	47	29
V91	12	2	27	85	32	0	8	17
V92	0	401	0	0	21	16	0	15
V93	9	45	0	36	10	194	21	0
V94	40	113	0	32	33	0	0	15
V95	178	12	2	169	0	27	13	65
V96	127	1	29	6	48	18	0	0
V97	0	3	98	2	4	53	2	0
V98	0	41	12	1	0	8	6	0
V99	4	10	2	6	51	10	0	0
V100	0	9	65	11	0	19	9	0
