Samples	ID83A	ID83B	ID83C	ID83D
V1	0	225	152	9
V2	2	0	247	84
V3	172	0	0	8
V4	19	3	10	0
V5	68	23	248	1
V6	275	90	215	82
V7	140	117	18	0
V8	89	0	15	502
V9	154	11	98	12
V10	44	81	17	65
V11	16	21	0	1
V12	20	0	140	24
V13	112	54	0	3
V14	84	359	407	5
V15	39	46	62	122
V16	24	26	8	4
V17	203	0	109	17
V18	128	38	44	5
V19	34	20	51	103
V20	194	0	305	29
V21	0	11	190	44
V22	158	0	1	0
V23	43	0	29	108
V24	108	0	9	15
V25	26	9	505	2
V26	208	405	9	87
V27	69	14	134	11
V28	134	31	35	132
V29	26	45	126	44
V30	0	0	338	0
V31	0	188	0	99
V32	66	83	177	11
V33	0	38	83	44
V34	105	3	131	11
V35	223	65	141	52
V36	27	4	56	0
V37	14	70	28	2
V38	0	206	15	27
V39	128	0	167	36
V40	0	74	118	4
V41	444	83	81	105
V42	64	138	44	117
V43	50	0	5	99
V44	0	133	3	1
V45	330	185	37	44
V46	52	0	45	374
V47	102	66	17	4
V48	140	26	19	85
V49	220	0	2	23
V50	0	323	119	239
V51	20	0	27	108
V52	96	122	32	47
V53	308	69	84	7
V54	4	0	6	10
V55	53	5	27	22
V56	17	69	6	0
V57	0	435	49	1
V58	4	81	185	38
V59	201	0	4	94
V60	125	23	75	58
V61	67	0	33	0
V62	86	0	173	319
V63	0	149	98	46
V64	49	57	9	60
V65	4	16	24	56
V66	382	66	4	10
V67	28	4	36	49
V68	202	1	99	113
V69	96	208	215	59
V70	14	0	6	31
V71	75	1	11	1
V72	5	2	6	42
V73	0	186	23	18
V74	236	110	43	0
V75	162	408	65	7
V76	60	0	46	173
V77	8	0	13	496
V78	0	0	8	279
V79	302	0	12	239
V80	185	99	15	114
V81	10	0	0	23
V82	7	0	0	62
V83	14	127	6	69
V84	54	11	1	0
V85	18	37	53	117
V86	107	2	11	36
V87	0	51	72	38
V88	0	88	33	7
V89	0	226	121	0
V90	15	2	52	15
V91	30	219	67	0
V92	0	419	1	8
V93	9	15	42	13
V94	179	77	58	55
V95	59	39	35	7
V96	82	109	11	1
V97	0	629	88	6
V98	0	117	15	296
V99	53	41	16	89
V100	393	47	2	48
