Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V1	33	5	36	0	62	37	0	19	0	0	15	14	63	0
V2	15	0	6	1	44	51	0	2	106	30	20	15	0	0
V3	13	3	20	2	7	19	11	0	7	29	0	0	0	0
V4	175	0	38	21	40	0	11	69	56	0	40	0	37	2
V5	137	43	210	18	0	11	2	31	0	55	0	6	0	0
V6	46	4	17	34	0	11	35	7	0	14	0	0	0	0
V7	0	0	0	41	6	35	6	2	0	20	0	16	0	0
V8	14	52	26	106	0	19	42	0	0	0	0	0	0	0
V9	60	24	11	4	57	0	10	39	15	0	42	0	0	0
V10	16	0	5	14	0	19	0	10	0	39	0	35	0	0
V11	22	46	191	43	0	0	25	3	0	0	17	0	2	0
V12	44	79	19	6	48	9	0	23	31	0	8	0	0	6
V13	10	94	4	0	1	0	1	4	0	0	3	0	0	13
V14	6	0	9	7	0	6	20	0	0	4	0	4	9	0
V15	4	69	160	0	0	0	0	5	1	0	27	0	0	7
V16	123	50	1	5	55	0	2	49	0	10	5	0	0	0
V17	32	10	125	8	124	0	8	0	20	0	0	12	42	5
V18	3	24	0	123	7	75	40	0	0	0	0	45	0	0
V19	3	100	5	26	22	76	5	0	0	61	0	0	0	0
V20	2	0	46	69	28	1	36	0	13	0	6	1	2	27
V21	10	106	17	13	0	262	3	0	35	0	15	82	14	28
V22	0	35	20	14	1	45	7	5	0	0	2	22	36	5
V23	50	8	169	7	7	35	0	14	24	37	2	26	0	0
V24	1	25	0	41	27	63	12	0	0	31	0	38	0	0
V25	78	0	126	100	7	2	78	30	0	11	0	0	0	0
V26	40	34	0	93	105	0	9	28	121	0	39	0	0	0
V27	144	23	4	23	9	103	37	39	0	0	0	17	0	0
V28	4	25	0	35	16	0	41	0	60	0	2	0	0	0
V29	122	58	0	75	0	0	82	31	0	0	0	0	0	0
V30	3	42	118	14	5	4	17	4	33	8	25	0	0	0
V31	192	3	4	0	89	0	0	115	2	39	23	0	2	0
V32	53	6	172	8	0	0	0	0	0	0	13	1	0	0
V33	17	0	0	12	41	31	3	11	61	18	39	0	1	1
V34	154	10	32	70	3	21	7	69	0	0	3	50	0	0
V35	23	4	2	0	3	9	0	11	0	0	10	0	0	0
V36	5	0	30	33	8	0	23	4	30	10	6	0	0	10
V37	18	163	6	47	88	0	27	0	21	0	9	0	0	0
V38	0	68	29	0	51	106	0	1	0	10	4	43	73	0
V39	30	15	21	0	1	16	0	38	0	0	0	0	0	0
V40	19	9	18	52	10	0	8	18	13	15	7	0	9	0
V41	13	18	451	0	0	63	6	7	14	44	36	36	73	0
V42	29	0	71	26	35	0	19	15	0	0	12	0	0	0
V43	20	25	37	17	77	0	1	13	0	0	28	0	0	40
V44	0	40	52	147	6	31	91	0	0	45	0	94	0	0
V45	16	62	0	37	140	0	8	47	2	12	33	0	6	66
V46	7	98	28	9	12	6	8	0	5	0	9	0	0	0
V47	20	80	23	0	71	0	13	17	72	0	25	0	0	0
V48	84	27	7	26	22	78	12	12	0	0	0	0	0	0
V49	0	3	0	5	0	0	0	0	0	22	0	4	0	0
V50	7	364	0	185	1	0	116	0	0	0	0	0	0	1
V51	73	1	89	20	11	0	26	33	0	0	7	0	0	0
V52	206	0	34	17	0	0	25	58	0	2	0	10	0	0
V53	16	87	0	158	121	0	73	13	52	0	44	0	17	114
V54	55	58	0	0	9	0	0	42	8	11	11	32	1	1
V55	0	6	0	64	21	57	33	16	0	24	0	0	0	0
V56	4	8	2	11	44	0	22	8	0	0	8	11	0	0
V57	94	55	16	4	7	30	0	14	6	0	2	0	0	12
V58	221	5	32	56	0	0	71	57	0	0	0	0	0	0
V59	42	144	0	0	82	16	0	41	64	19	11	0	22	17
V60	4	46	11	23	0	8	5	0	0	0	0	0	3	13
V61	0	10	143	129	0	26	96	0	0	18	7	18	0	0
V62	31	3	0	5	0	0	4	6	46	0	0	0	0	0
V63	71	64	189	149	15	24	90	0	0	0	20	8	0	0
