Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	1.24E+01	3.79E-01	3.42E-01	3.85E+00	0.00E+00	8.27E-01	1.49E+01
V2	2.39E+00	3.13E+00	4.83E+00	1.18E+00	2.91E+00	1.92E+00	3.70E+00
V3	4.01E-01	0.00E+00	8.59E-01	1.38E+00	8.79E-01	1.20E+00	9.32E-01
V4	4.16E+00	5.54E-01	2.83E+00	4.52E+00	1.48E+00	3.97E+00	5.16E+00
V5	1.31E+00	1.41E+00	4.82E-01	1.98E+00	2.00E+00	2.42E+00	3.00E+00
V6	6.92E+00	2.44E+00	2.26E+00	1.36E+00	1.88E+00	3.42E-01	5.04E+00
V7	4.56E+00	2.37E+00	2.10E+00	1.93E+00	2.22E+00	4.02E+00	5.50E+00
V8	0.00E+00	9.50E+00	9.50E+00	5.53E+01	2.32E+00	0.00E+00	6.22E+01
V9	9.20E-01	0.00E+00	2.93E+00	6.96E-01	0.00E+00	7.75E-01	2.90E+00
V10	2.85E+00	6.11E-01	7.63E+00	2.41E+00	1.83E+00	4.07E-01	7.42E+00
V11	1.82E+00	2.15E+00	1.21E+01	8.20E-01	1.18E+00	0.00E+00	1.11E+01
V12	1.10E+00	0.00E+00	4.09E+00	3.13E+00	0.00E+00	5.59E-01	4.91E+00
V13	7.67E-01	2.11E+00	3.00E-01	2.66E+00	3.07E+00	3.17E+00	3.55E+00
V14	3.35E+00	8.69E-01	1.73E+00	7.42E-01	8.72E-01	1.69E+00	3.39E+00
V15	7.80E+00	4.18E+00	1.62E+01	8.06E-01	1.90E+00	1.48E+00	1.63E+01
V16	1.69E+00	1.97E+00	6.87E-01	2.44E+00	1.97E+00	3.25E+00	1.89E+00
V17	1.74E+00	1.13E+00	5.63E+00	5.54E-01	4.07E-01	1.60E+00	5.45E+00
V18	5.36E+00	1.48E+00	2.30E+00	7.45E-01	6.71E-01	2.48E+00	6.03E+00
V19	5.10E+00	3.35E-01	1.49E+01	3.38E+00	9.21E-01	1.19E+00	1.47E+01
V20	3.22E+00	2.85E+00	9.00E-01	3.67E+00	3.70E+00	9.52E-01	3.08E+00
V21	0.00E+00	1.77E+00	8.88E-01	4.96E-01	1.26E+00	1.64E+00	1.97E+00
V22	8.68E+00	2.13E+00	8.49E-01	1.82E+00	4.58E-01	1.34E+00	1.12E+01
V23	7.75E-01	1.64E+00	9.32E+00	6.96E-01	2.39E+00	2.20E+00	9.33E+00
V24	6.46E-01	2.65E+00	3.83E+00	2.28E+00	1.26E+00	1.54E+00	5.23E+00
V25	1.41E+00	5.33E-01	2.68E+00	8.15E+00	8.17E-01	3.43E+00	8.14E+00
V26	1.72E+00	3.96E-01	1.99E+00	0.00E+00	3.10E+00	1.83E+00	4.27E+00
V27	9.66E-01	1.00E+00	6.11E-01	1.35E+00	3.06E+00	3.67E+00	3.82E+00
V28	2.72E+00	1.86E+00	3.26E+00	4.34E+00	3.13E+00	2.02E+00	2.93E+00
V29	3.89E+00	3.71E+00	6.85E+00	1.07E+00	1.12E+00	7.69E+00	1.09E+01
V30	0.00E+00	1.27E+00	8.27E-01	7.39E+00	8.72E-01	1.52E+00	8.10E+00
V31	4.78E+00	6.21E+00	1.62E+01	1.67E+00	1.91E+00	1.14E+00	2.22E+01
V32	4.51E+00	9.09E-01	1.00E-01	2.59E+00	9.00E-01	4.07E-01	4.33E+00
V33	4.20E+00	2.54E+00	7.33E+00	1.49E+00	2.01E+00	4.79E+00	6.40E+00
V34	1.75E+00	1.13E+00	0.00E+00	5.58E-01	1.08E+00	2.33E-01	1.19E+00
V35	5.78E-01	5.54E-01	3.41E+00	1.39E+00	1.38E+00	1.57E+00	4.26E+00
V36	3.07E+00	4.70E+00	5.03E+00	1.95E+00	4.13E+00	9.48E-01	1.15E+01
V37	1.55E+00	6.32E-01	1.93E+00	5.26E-01	5.78E-01	0.00E+00	2.17E+00
V38	9.12E-01	1.78E+00	1.28E+01	2.73E+00	1.19E+00	3.81E+00	1.23E+01
V39	3.23E+00	2.32E+00	3.74E+00	0.00E+00	3.91E+00	1.42E+00	5.05E+00
V40	5.88E+00	1.37E+00	9.38E+00	9.40E-01	5.33E-01	1.00E+00	1.05E+01
V41	1.29E+00	3.88E+00	1.58E+01	2.28E+00	1.64E+00	1.83E+00	1.49E+01
V42	6.47E+00	2.21E-01	4.13E+01	1.75E+00	1.90E+00	6.72E+00	4.06E+01
V43	2.12E+00	2.94E+00	5.45E+00	5.42E-01	7.81E-01	1.13E+00	6.85E+00
V44	2.98E+00	3.63E+00	8.33E+00	3.14E+00	2.55E+00	1.29E+00	1.02E+01
V45	4.48E-01	1.48E+00	4.92E+00	1.29E+00	2.87E+00	3.22E+00	4.90E+00
V46	1.79E+00	1.67E-01	3.14E+00	5.43E-01	0.00E+00	1.33E+00	3.40E+00
V47	1.22E+01	1.16E+00	4.01E-01	1.53E+00	1.85E+00	2.86E+00	1.34E+01
V48	1.06E+00	2.26E+00	0.00E+00	2.97E+00	0.00E+00	6.96E-01	1.40E+00
V49	1.86E+00	2.58E+00	2.83E+00	0.00E+00	1.43E+00	7.37E-01	4.65E+00
