Samples	ID83A	ID83B	ID83C	ID83D
V1	3.86E+00	1.86E+00	1.59E+00	3.01E+00
V2	9.07E+00	4.11E+00	9.33E+00	1.47E+01
V3	3.32E+00	2.78E+00	3.00E+00	3.22E+00
V4	8.94E-01	1.42E+00	3.15E+00	4.33E+00
V5	8.82E-01	2.40E+00	4.10E+00	3.64E+00
V6	3.73E+00	4.62E+00	3.98E+00	2.42E+00
V7	4.31E+00	5.79E+00	5.85E+00	7.75E+00
V8	2.77E+00	3.22E+00	3.76E+00	6.48E+00
V9	2.05E+00	3.02E+00	1.85E+00	2.07E+00
V10	2.30E+00	2.67E+00	2.61E+00	2.64E+00
V11	3.26E+00	2.26E+00	8.17E+00	6.22E+00
V12	1.30E+01	6.60E+00	1.88E+00	1.23E+01
V13	5.66E+00	5.20E+00	2.18E+00	4.41E+00
V14	5.34E+00	2.72E+00	7.14E+00	8.57E+00
V15	1.37E+01	2.67E-01	1.18E+00	1.42E+01
V16	5.90E+00	2.12E+00	6.75E+00	7.63E+00
V17	5.59E+00	3.92E+00	2.65E+00	3.40E+00
V18	3.06E+00	6.14E+00	6.10E+00	1.06E+01
V19	5.74E+00	1.78E+00	3.46E+00	6.94E+00
V20	4.29E+00	3.08E+00	4.67E+00	4.63E+00
V21	1.51E+01	1.29E+01	4.95E+00	9.41E+00
V22	9.14E+00	6.26E+00	0.00E+00	9.18E+00
V23	1.25E+00	1.28E+00	7.03E-01	1.46E+00
V24	5.03E+00	5.90E+00	3.93E+00	2.98E+00
V25	1.71E+01	1.87E+01	9.76E+00	2.03E+01
V26	1.43E+01	1.24E+01	1.12E+00	1.08E+01
V27	6.30E+00	1.93E+00	3.73E+00	5.29E+00
V28	1.82E+00	2.22E+00	4.61E+00	3.50E+00
V29	5.89E+00	2.68E+00	3.90E+00	6.22E+00
V30	5.41E+00	5.43E+00	6.44E+00	1.07E+01
V31	7.67E+00	2.18E+00	5.31E+00	5.84E+00
V32	4.25E+00	6.38E+00	8.13E+00	7.97E+00
V33	2.25E+01	4.15E+00	2.40E+00	2.32E+01
V34	8.56E+00	4.38E+00	5.65E+00	1.03E+01
V35	2.40E+00	3.63E+00	7.99E+00	1.31E+01
V36	4.78E+00	6.40E-01	6.19E+00	8.03E+00
V37	1.95E+00	1.01E+00	1.24E+00	1.72E+00
V38	3.24E+00	2.45E+00	1.99E+00	1.98E+00
V39	2.50E+00	2.24E+00	2.62E+00	1.35E+00
V40	1.16E+01	1.80E+00	1.33E+00	1.17E+01
V41	1.24E+00	5.59E-01	4.82E+00	6.30E+00
V42	2.96E+00	0.00E+00	1.12E+00	3.08E+00
V43	4.16E+00	3.77E+00	0.00E+00	2.89E+00
V44	9.72E+00	9.28E+00	2.44E+00	8.69E+00
V45	3.00E-01	8.88E+00	3.45E+01	4.10E+01
V46	8.89E+00	4.60E+00	1.91E+00	1.11E+01
V47	7.19E+00	1.35E+00	1.10E+00	6.82E+00
V48	6.40E+00	4.63E+00	9.40E-01	6.13E+00
V49	3.33E+00	1.32E+00	1.16E+01	1.40E+01
V50	4.42E-01	3.07E+00	1.56E+00	2.19E+00
V51	1.19E+00	1.16E+00	1.38E+00	1.03E+00
V52	2.43E+00	1.83E+00	2.86E+00	1.35E+00
V53	2.91E+00	0.00E+00	1.61E+00	2.02E+00
V54	1.12E+01	4.10E+00	7.92E-01	1.26E+01
V55	1.23E+00	1.09E+00	7.05E+00	7.19E+00
V56	2.23E+01	2.06E+01	6.16E+00	1.64E+01
V57	1.06E+01	3.35E+00	1.75E+00	1.12E+01
V58	3.03E+00	5.93E-01	2.74E+00	4.37E+00
V59	8.28E+00	2.60E+00	7.12E+00	1.02E+01
V60	2.97E+00	2.57E+00	1.42E+00	1.82E+00
V61	2.44E+01	8.23E-01	1.51E+01	2.76E+01
