Samples	ID83A	ID83B	ID83C	ID83D
V1	61	7	54	0
V2	67	63	0	133
V3	123	31	0	27
V4	0	34	8	30
V5	19	56	203	10
V6	64	287	254	0
V7	82	266	122	0
V8	62	77	103	0
V9	31	46	22	0
V10	29	54	42	7
V11	35	7	51	95
V12	227	159	41	91
V13	90	118	17	0
V14	126	17	390	25
V15	110	2	12	72
V16	91	30	132	62
V17	72	68	3	44
V18	0	154	0	85
V19	110	56	23	63
V20	83	12	59	10
V21	79	28	35	62
V22	162	21	5	9
V23	19	62	7	7
V24	119	229	189	36
V25	98	239	480	0
V26	130	21	5	21
V27	88	7	41	20
V28	16	20	200	0
V29	193	22	75	0
V30	149	137	212	0
V31	282	16	50	37
V32	0	276	110	82
V33	263	51	47	36
V34	167	85	124	34
V35	0	185	34	113
V36	266	0	145	45
V37	21	4	10	1
V38	39	56	102	14
V39	101	28	91	1
V40	337	12	9	35
V41	7	1	4	52
V42	35	2	6	2
V43	54	14	2	13
V44	111	41	75	4
V45	0	160	282	330
V46	131	109	16	6
V47	115	22	10	2
V48	145	22	0	15
V49	1	20	0	135
V50	0	281	24	25
V51	42	13	20	9
V52	201	22	140	0
V53	271	0	29	0
V54	173	19	17	1
V55	0	5	59	67
V56	84	192	24	95
V57	422	31	34	29
V58	34	2	15	1
V59	296	24	46	108
V60	44	78	43	7
V61	337	0	0	292
V62	49	325	26	0
V63	65	27	176	51
V64	433	0	3	75
V65	1	24	185	350
V66	135	0	11	61
V67	69	58	59	0
V68	6	266	20	2
V69	0	20	176	114
V70	165	68	34	14
V71	183	135	0	53
V72	0	8	56	180
V73	232	63	26	89
V74	0	0	82	60
V75	0	232	145	112
V76	24	110	4	61
V77	54	13	15	36
V78	494	0	0	0
V79	0	198	45	0
V80	58	179	94	37
V81	68	282	53	74
V82	85	185	2	148
V83	0	18	365	21
V84	483	23	0	0
V85	142	101	44	17
V86	9	152	6	3
V87	159	0	24	42
V88	43	142	34	0
V89	0	98	105	373
V90	81	45	26	0
V91	71	51	42	2
V92	123	103	79	23
V93	32	32	46	244
V94	31	159	7	225
V95	0	63	9	240
V96	0	19	216	179
V97	17	67	16	0
V98	54	232	7	81
V99	0	1	646	53
V100	14	40	0	8
