Samples	ID83A	ID83B	ID83C
V1	2.38E+01	2.35E+01	6.90E-01
V2	1.52E+01	1.62E+01	2.99E+00
V3	3.90E+00	1.38E+01	1.39E+01
V4	2.86E+01	2.15E+01	2.11E+01
V5	2.19E+01	2.16E+01	4.06E+00
V6	5.26E+00	4.84E+00	2.67E+00
V7	3.15E+01	2.23E+01	2.41E+01
V8	1.31E+01	5.04E+00	1.18E+01
V9	1.23E+01	1.23E+01	5.26E-01
V10	5.05E+00	4.68E+00	6.50E+00
V11	2.17E+01	1.66E+01	7.64E+00
V12	1.33E+01	1.18E+01	1.07E+01
V13	7.46E+00	7.57E+00	2.95E+00
V14	4.54E+00	6.58E+00	5.26E+00
V15	3.16E+00	3.52E+00	5.47E+00
V16	2.18E+01	2.18E+01	1.75E+00
V17	1.82E+01	1.61E+01	5.60E+00
V18	8.00E-01	3.29E+00	2.80E+00
V19	2.03E+01	1.50E+01	1.66E+01
V20	3.22E+01	3.50E+01	5.45E+00
V21	7.88E+00	9.15E+00	4.50E+00
V22	3.86E+00	4.27E+00	2.43E+00
V23	5.42E+00	1.00E+01	8.24E+00
V24	4.82E+01	3.73E+01	3.62E+01
V25	8.59E+00	8.48E+00	3.05E+00
V26	1.01E+01	7.29E+00	1.01E+01
V27	3.52E+00	3.49E+00	4.07E+00
V28	1.63E+01	1.44E+01	8.72E+00
V29	4.49E+00	2.49E+00	3.65E+00
V30	1.04E+01	8.94E+00	2.62E+00
V31	1.72E+00	1.81E+00	8.23E-01
V32	6.58E+00	6.42E+00	2.39E+00
V33	6.43E+00	5.93E+00	4.99E+00
V34	1.38E+01	1.32E+01	1.78E+00
V35	2.91E+00	3.05E+00	2.47E+00
V36	2.38E+01	1.69E+01	1.79E+01
V37	9.44E+00	7.69E+00	3.90E+00
V38	2.92E+01	2.60E+01	1.53E+01
V39	4.49E+00	8.41E-01	4.54E+00
V40	5.07E+00	2.25E+00	5.24E+00
V41	1.62E+01	1.47E+01	1.46E+01
V42	2.76E+00	7.02E+00	6.88E+00
V43	5.74E+00	9.14E+00	6.97E+00
V44	5.53E+00	6.67E+00	3.72E+00
V45	1.51E+01	1.51E+01	0.00E+00
V46	1.09E+01	1.05E+01	6.03E+00
V47	2.90E+01	1.40E+01	2.31E+01
V48	1.86E+00	2.21E+00	9.46E-01
V49	1.25E+01	1.25E+01	0.00E+00
V50	2.25E+01	1.26E+01	1.64E+01
V51	4.73E+00	3.54E+00	5.21E+00
V52	6.72E+00	5.70E+00	3.50E+00
V53	2.69E+01	2.58E+01	1.54E+00
V54	8.46E+00	1.28E+01	7.86E+00
V55	3.62E+00	3.33E+00	3.09E+00
V56	8.62E+00	7.33E+00	3.31E+00
V57	9.39E+00	8.23E+00	7.96E+00
V58	6.28E+00	6.53E+00	3.81E+00
V59	1.00E+01	1.07E+01	4.30E+00
V60	1.64E+01	1.87E+01	5.20E+00
V61	8.47E+00	8.47E+00	0.00E+00
V62	5.29E+00	6.73E+00	6.54E+00
V63	6.35E+00	6.45E+00	2.74E+00
V64	8.09E+00	8.56E+00	2.32E+00
V65	2.49E+01	1.94E+01	2.22E+01
V66	6.55E+00	5.30E+00	3.53E+00
V67	3.89E+00	4.51E+00	7.24E+00
V68	3.19E+01	3.19E+01	0.00E+00
V69	3.03E+00	2.89E+00	2.63E+00
V70	3.31E+01	3.28E+01	1.14E+00
V71	1.29E+01	1.22E+01	3.44E+00
V72	8.21E+00	7.14E+00	2.53E+00
V73	1.23E+01	1.28E+01	2.55E+00
V74	7.58E+00	8.15E+00	1.09E+00
V75	6.12E+00	7.18E+00	3.22E+00
V76	5.73E+00	3.68E+00	5.82E+00
V77	1.95E+01	1.43E+01	1.35E+01
V78	1.06E+01	1.19E+01	7.77E+00
V79	9.63E+00	1.47E+01	9.51E+00
V80	5.00E+00	5.25E+00	8.17E-01
V81	2.14E+01	2.11E+01	1.05E+00
V82	7.32E+00	3.78E+00	7.43E+00
V83	3.78E+00	4.34E+00	2.86E+00
V84	3.49E+01	1.38E+01	2.69E+01
V85	1.47E+01	1.39E+01	1.34E+00
V86	1.12E+01	1.17E+01	6.11E+00
V87	1.72E+01	1.65E+01	6.78E+00
V88	1.32E+01	1.36E+01	1.99E+00
V89	9.47E+00	4.65E+00	6.78E+00
V90	4.05E+01	3.89E+01	3.74E+00
V91	1.31E+01	1.00E+01	9.82E+00
V92	6.52E+00	4.99E+00	4.90E+00
V93	1.06E+01	1.21E+01	7.68E+00
V94	2.01E+00	1.06E+01	1.10E+01
V95	1.95E+01	1.95E+01	0.00E+00
V96	2.80E+01	2.00E+01	2.50E+01
V97	3.58E+00	3.16E+00	2.03E+00
V98	3.09E+01	3.14E+01	4.00E+00
V99	1.66E+01	1.47E+01	5.29E+00
V100	2.12E+01	2.79E+01	2.12E+01
