Samples	ID83A	ID83B	ID83C
V1	111	274	0
V2	321	30	26
V3	0	221	383
V4	335	0	9
V5	474	97	52
V6	65	9	25
V7	321	0	107
V8	11	71	153
V9	107	37	0
V10	101	69	131
V11	187	112	263
V12	0	359	38
V13	140	74	38
V14	83	48	40
V15	16	33	294
V16	83	116	9
V17	30	47	210
V18	0	34	0
V19	131	143	54
V20	212	716	43
V21	117	77	0
V22	144	24	45
V23	0	452	66
V24	543	0	0
V25	28	40	51
V26	102	54	18
V27	86	18	95
V28	313	2	13
V29	13	24	116
V30	115	41	13
V31	0	39	3
V32	107	65	40
V33	84	6	94
V34	149	21	0
V35	0	141	5
V36	216	0	42
V37	99	26	164
V38	544	17	100
V39	45	4	211
V40	57	13	398
V41	264	70	13
V42	0	82	10
V43	0	290	92
V44	51	35	79
V45	181	306	11
V46	0	213	145
V47	194	0	101
V48	8	1	48
V49	33	74	0
V50	260	0	95
V51	69	36	200
V52	31	62	112
V53	179	274	43
V54	0	224	195
V55	41	40	12
V56	51	228	30
V57	171	26	38
V58	111	67	20
V59	189	81	0
V60	53	412	10
V61	127	164	33
V62	126	14	133
V63	101	5	0
V64	137	28	0
V65	258	162	10
V66	32	33	122
V67	140	54	158
V68	154	359	0
V69	3	34	47
V70	158	168	0
V71	78	21	129
V72	109	29	69
V73	134	71	13
V74	121	21	0
V75	0	330	13
V76	52	49	58
V77	144	27	162
V78	219	87	3
V79	23	115	325
V80	3	168	9
V81	50	146	6
V82	112	49	97
V83	0	84	40
V84	276	0	452
V85	270	43	7
V86	218	116	144
V87	292	74	44
V88	126	41	5
V89	67	0	11
V90	197	99	126
V91	77	49	15
V92	57	13	0
V93	165	145	230
V94	0	120	6
V95	418	39	25
V96	305	201	86
V97	59	4	17
V98	524	387	36
V99	39	220	76
V100	93	205	77
