NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	66.993	21.562	15.422	12.915	0.114	0.987	30000.0
2	64.751	20.125	14.821	11.807	0.105	0.99	50000.0
3	65.755	20.32	14.832	11.765	0.106	0.99	60000.0
4	65.176	20.226	14.894	11.658	0.106	0.991	70000.0
5	66.684	20.458	15.304	12.076	0.105	0.99	50000.0
6	64.775	20.253	14.967	11.875	0.104	0.99	60000.0
7	67.347	21.107	15.114	12.365	0.109	0.989	30000.0
8	65.151	20.71	15.254	12.438	0.106	0.989	50000.0
9	64.452	20.117	14.787	11.898	0.106	0.99	30000.0
10	65.261	21.146	15.22	12.892	0.111	0.988	50000.0
