Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V1	47	7	79	72	0	57	0	20	2	0
V2	15	0	124	8	3	65	48	23	0	4
V3	13	2	3	21	8	19	45	0	0	0
V4	193	0	83	54	20	5	0	105	21	8
V5	143	35	0	205	11	51	10	0	26	32
V6	51	4	0	18	52	18	9	0	16	0
V7	0	2	0	0	45	43	34	0	0	2
V8	14	36	0	6	118	22	0	0	0	63
V9	65	24	83	9	5	0	0	56	20	0
V10	17	0	0	0	11	47	30	0	15	18
V11	24	47	0	203	56	0	0	16	3	0
V12	48	73	84	3	0	10	4	0	14	37
V13	10	104	0	3	0	0	0	7	6	0
V14	7	0	0	13	18	12	0	3	12	0
V15	4	72	2	165	0	0	0	30	0	0
V16	134	49	69	0	3	0	22	0	23	0
V17	38	15	155	151	14	13	0	0	0	0
V18	4	25	11	0	147	106	0	0	0	24
V19	1	87	5	0	24	84	78	0	0	19
V20	4	17	39	53	93	2	0	23	0	0
V21	8	119	14	15	12	317	0	54	0	46
V22	5	38	0	36	17	60	0	16	8	12
V23	51	3	20	164	3	54	46	0	9	29
V24	1	25	23	0	47	88	41	0	0	13
V25	86	0	9	134	139	0	19	8	37	0
V26	47	31	220	0	98	0	12	48	0	13
V27	151	25	17	1	38	123	0	0	44	0
V28	5	27	64	0	60	0	0	23	4	0
V29	138	62	0	0	122	0	0	0	46	0
V30	3	42	30	125	21	7	0	37	8	0
V31	212	1	116	0	0	0	66	16	58	0
V32	52	0	4	171	4	0	0	0	0	22
V33	17	0	69	1	11	25	35	77	0	0
V34	169	0	16	0	58	40	7	0	55	74
V35	25	4	9	2	0	10	0	5	7	0
V36	6	6	28	33	46	3	8	23	6	0
V37	18	165	123	9	62	2	0	0	0	0
V38	10	74	56	71	0	136	32	6	0	0
V39	35	14	5	16	0	9	12	0	30	0
V40	24	0	15	11	48	0	27	17	3	33
V41	23	22	0	511	0	99	38	64	4	0
V42	33	0	50	76	35	0	0	0	13	0
V43	24	44	107	27	15	0	0	0	15	26
V44	3	56	0	73	207	77	71	15	4	0
V45	26	102	174	0	43	0	23	29	32	0
V46	7	97	19	30	13	6	0	8	0	2
V47	23	82	152	21	5	0	0	16	22	0
V48	85	22	25	4	30	88	0	0	0	14
V49	0	3	0	0	5	10	16	0	0	0
V50	9	384	2	0	261	0	0	5	13	0
V51	81	1	23	91	30	0	0	0	34	0
V52	225	2	8	32	26	0	12	0	47	0
V53	23	157	163	16	210	0	0	126	0	0
V54	61	63	10	0	0	0	39	32	23	0
V55	0	3	14	0	80	51	58	0	15	0
V56	5	10	57	0	21	2	0	0	23	0
V57	97	58	13	11	2	36	0	6	0	17
V58	245	5	9	29	90	0	0	0	64	0
V59	52	153	139	8	0	23	26	40	17	0
V60	4	49	0	3	23	9	0	0	0	25
V61	0	13	0	159	184	38	20	13	20	0
V62	36	3	39	0	9	0	0	6	2	0
V63	74	66	15	209	197	31	0	38	0	0
V64	10	3	9	0	107	45	0	1	26	0
V65	1	259	0	12	0	43	0	0	19	26
V66	84	13	0	50	33	37	13	6	0	51
V67	38	9	0	0	42	0	0	0	22	0
V68	5	98	78	0	8	0	8	0	11	0
V69	44	13	0	41	0	0	0	0	8	3
V70	39	0	175	0	68	0	0	61	0	6
V71	7	33	12	15	12	113	119	20	0	7
V72	15	206	3	0	222	0	0	0	23	0
V73	60	86	85	71	0	15	0	79	0	0
V74	22	51	0	2	24	18	0	7	2	0
V75	14	19	29	92	0	4	1	0	0	9
V76	32	242	220	73	0	30	0	0	16	1
V77	14	77	100	7	7	61	2	23	0	1
V78	5	22	43	0	1	0	27	0	14	0
V79	0	27	0	17	3	186	115	0	15	0
V80	49	0	156	31	2	11	15	22	2	7
V81	7	27	8	8	0	7	7	3	0	0
V82	120	17	1	2	2	16	0	0	0	0
V83	34	40	34	0	71	25	0	0	8	0
V84	0	43	6	54	120	0	0	6	6	57
V85	26	11	139	0	32	14	0	102	1	0
V86	102	0	0	10	16	10	0	0	0	0
V87	1	54	17	0	14	18	12	11	0	23
V88	22	40	6	0	17	156	79	0	0	12
V89	5	53	60	6	6	11	0	28	4	1
V90	120	1	0	74	0	71	54	0	12	0
V91	53	70	66	12	0	119	5	0	34	0
V92	4	28	6	64	0	70	28	0	0	0
V93	65	2	89	9	20	9	152	0	11	0
V94	20	29	15	35	5	11	21	0	0	5
V95	251	2	11	30	9	0	0	0	40	2
V96	25	49	39	2	87	0	0	25	6	0
V97	65	0	66	14	20	0	0	34	5	0
V98	121	0	3	72	3	28	0	7	29	13
V99	11	12	7	9	0	35	0	34	12	0
V100	21	6	87	69	11	69	27	59	0	0
