NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	50.651	17.317	11.44	10.355	0.1	0.992	50000.0
2	45.655	15.887	10.266	9.396	0.096	0.994	40000.0
3	49.764	17.591	11.074	10.385	0.099	0.992	70000.0
4	51.349	18.03	12.168	11.238	0.101	0.991	40000.0
5	47.836	17.138	10.678	10.176	0.099	0.993	50000.0
6	50.153	17.716	11.284	10.587	0.103	0.992	50000.0
7	45.059	15.656	9.848	9.157	0.096	0.994	60000.0
8	52.226	17.693	12.272	10.594	0.101	0.993	40000.0
9	48.591	17.078	10.487	9.722	0.101	0.993	40000.0
10	53.167	18.395	12.177	10.949	0.099	0.992	50000.0
