Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	1	0	47	0	111	67	54
V2	32	0	117	0	2	62	25
V3	31	10	26	2	4	33	0
V4	15	92	179	22	33	32	51
V5	29	2	66	5	0	25	9
V6	1	72	14	39	0	29	0
V7	3	39	1	0	74	93	0
V8	181	22	0	16	6	10	2
V9	47	2	48	46	16	14	47
V10	57	9	187	20	35	29	0
V11	127	167	2	79	31	3	5
V12	80	0	7	3	30	39	0
V13	111	40	0	52	48	42	10
V14	12	15	146	1	15	7	0
V15	48	0	91	113	31	30	82
V16	57	32	6	8	97	88	0
V17	26	281	8	7	154	68	16
V18	46	66	27	91	0	23	44
V19	65	177	79	27	4	41	51
V20	127	3	2	14	0	90	0
V21	3	143	243	271	68	21	0
V22	33	5	55	4	17	32	64
V23	19	1	1	58	0	39	0
V24	371	102	82	0	0	137	48
V25	5	87	0	234	0	19	0
V26	138	94	2	3	43	11	0
V27	73	55	9	10	19	10	8
V28	45	16	1	206	145	143	0
V29	1	36	0	14	11	1	0
V30	219	97	42	55	11	55	27
V31	38	48	135	33	23	225	13
V32	175	1	21	126	60	65	73
V33	63	58	4	4	0	151	0
V34	19	40	0	7	56	37	0
V35	52	293	166	0	279	165	84
V36	0	0	8	2	90	6	6
V37	4	82	222	3	22	3	0
V38	0	24	373	220	63	1	105
V39	156	252	0	43	11	20	4
V40	0	38	12	23	209	10	9
V41	356	0	47	22	181	3	174
V42	0	33	0	23	10	125	0
V43	22	0	15	63	0	7	14
V44	151	0	0	138	114	28	22
V45	56	53	34	12	11	15	0
V46	67	0	0	9	42	2	0
V47	158	58	28	49	0	52	0
V48	3	18	13	3	50	2	15
V49	134	31	60	15	256	18	15
V50	25	57	1	5	24	2	0
V51	16	152	33	129	26	3	56
V52	54	9	69	133	5	32	0
V53	19	71	124	36	24	28	0
V54	91	0	50	7	11	5	0
V55	210	23	3	22	15	5	20
V56	12	3	0	10	223	12	18
V57	22	0	0	74	0	97	0
V58	1	87	97	4	58	64	9
V59	32	130	68	15	58	264	0
V60	243	39	13	42	191	5	45
V61	8	0	1	2	0	3	8
V62	85	226	11	14	29	0	23
V63	89	96	189	35	33	9	0
V64	3	24	1	26	0	1	0
V65	4	21	0	1	0	102	14
V66	50	265	1	357	27	170	0
V67	1	111	61	292	4	29	0
V68	67	5	1	89	90	126	31
V69	22	0	2	1	6	17	0
V70	2	378	16	240	41	61	0
V71	2	36	55	0	9	6	10
V72	2	70	1	158	13	0	0
V73	92	39	8	0	0	79	4
V74	142	20	122	9	2	0	14
V75	0	24	90	21	73	126	21
V76	19	0	23	1	25	17	0
V77	8	107	126	45	93	4	0
V78	5	19	1	1	20	135	43
V79	0	19	23	114	20	7	28
V80	51	2	0	0	12	4	0
V81	6	8	1	114	4	0	44
V82	27	104	1	0	183	55	0
V83	23	0	108	51	2	3	23
V84	38	48	11	7	60	47	7
V85	186	0	0	0	20	3	12
V86	4	4	97	0	19	200	0
V87	34	24	8	3	103	1	0
V88	85	3	0	27	36	37	47
V89	16	8	193	16	80	50	0
V90	45	138	0	70	166	1	0
V91	10	17	50	17	0	32	0
V92	1	0	130	25	71	16	0
V93	163	24	3	2	13	3	0
V94	0	159	267	8	49	17	8
V95	19	77	2	6	66	72	28
V96	11	86	109	0	75	10	11
V97	35	0	316	0	29	3	0
V98	0	18	92	40	4	11	6
V99	22	95	68	41	0	52	23
V100	205	40	130	130	0	48	0
