Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V36	2.30E+01	1.19E+00	2.58E-01	2.34E+01	1.85E+00
V37	2.88E+00	4.16E-01	5.21E-01	2.87E+00	7.12E-01
V38	1.33E+01	3.33E+00	1.69E+00	5.95E+00	8.92E+00
V39	3.64E+00	3.35E-01	3.33E-01	2.10E+00	2.39E+00
V40	1.04E+01	3.85E+00	4.00E-01	1.08E+01	1.88E+01
V41	2.21E+00	7.49E-01	8.57E-01	3.13E+00	3.63E+00
V42	2.00E+00	6.99E-01	0.00E+00	1.29E+00	1.56E+00
V43	1.13E+01	2.39E+00	1.95E+00	8.16E+00	4.11E+00
V44	2.95E+00	4.28E-01	1.42E+00	8.19E+00	7.73E+00
V45	1.62E+01	2.69E+00	4.15E+00	7.71E+00	8.64E+00
V46	2.56E+00	0.00E+00	1.79E+00	2.67E+00	4.62E+00
V47	1.65E+00	1.38E+00	3.31E+00	9.24E-01	2.29E+00
V48	2.39E+01	8.14E-01	1.82E+00	2.16E+01	2.71E+00
V49	3.29E+00	3.62E+00	1.02E+00	5.49E+00	3.63E+00
V50	6.85E+00	2.29E+00	1.43E+00	4.83E+00	4.08E+00
V51	1.30E+00	1.03E+00	2.24E+00	3.79E+00	2.53E+00
V52	1.61E+00	0.00E+00	1.12E+00	2.32E+00	2.54E+00
V53	1.44E+00	5.37E-01	3.69E+00	1.85E+01	1.85E+01
V54	6.40E-01	6.96E-01	0.00E+00	6.58E+00	6.55E+00
V55	6.24E+00	2.16E+00	1.74E+00	1.59E+01	2.08E+01
V56	1.47E+00	0.00E+00	1.03E+00	1.10E+00	2.04E+00
V57	2.41E+00	2.25E+00	3.18E+00	8.00E-01	1.34E+00
V58	2.89E+01	7.92E-01	4.23E-01	1.61E+01	1.36E+01
V59	1.32E+01	3.51E+00	1.46E+00	1.23E+01	2.17E+00
V60	1.44E+01	1.23E+00	8.85E-01	1.12E+01	4.76E+00
V61	2.03E+00	2.76E+00	4.16E-01	9.94E-01	4.23E-01
V62	3.71E+00	9.92E-01	9.55E-01	7.30E+00	9.32E+00
V63	3.49E+01	4.76E+00	2.02E+00	3.31E+01	2.57E+00
V64	1.37E+01	4.77E+00	6.32E-01	1.40E+01	2.25E+00
V65	1.40E+00	2.88E+00	0.00E+00	1.81E+00	2.74E+00
V66	1.53E+00	8.83E-01	2.38E+00	2.09E+00	1.75E+00
V67	3.39E+00	1.11E+00	5.86E-01	4.76E-01	3.69E+00
V68	2.09E+01	3.74E+00	3.39E+00	1.94E+01	4.71E+00
V69	2.03E+00	1.96E+00	0.00E+00	1.26E+00	2.11E+00
V70	2.91E+00	3.09E+00	2.65E+00	3.34E+00	4.82E+00
V71	1.60E+01	2.18E+00	3.14E-01	5.61E+00	1.99E+01
V72	9.60E-01	2.08E+00	1.74E+00	2.67E-01	6.00E-01
V73	1.21E+00	2.42E+00	1.47E+00	3.86E+00	3.02E+00
V74	7.97E+00	3.95E+00	1.87E+00	2.80E+01	3.38E+01
V75	1.31E+00	1.16E+00	5.42E-01	6.83E-01	0.00E+00
V76	6.37E+00	8.59E-01	1.80E+00	9.82E+00	1.39E+01
V77	1.16E+00	7.03E-01	1.50E+00	2.23E+00	2.07E+00
V78	1.67E+01	1.68E+00	2.41E+00	1.50E+01	1.89E+00
V79	1.68E+00	3.16E+00	1.29E+00	9.87E+00	8.65E+00
V80	3.27E+00	5.66E+00	3.62E+00	3.04E+00	3.70E+00
V81	1.50E+00	2.73E+00	2.01E+00	2.65E+00	3.00E-01
V82	1.25E+00	6.71E-01	3.59E-01	3.35E+00	3.49E+00
V83	3.54E+00	2.42E+00	2.17E+00	7.74E+00	1.13E+01
V84	3.63E+00	0.00E+00	0.00E+00	1.56E+00	4.22E+00
V85	1.74E+01	6.15E-01	2.30E+00	1.24E+01	7.00E+00
V86	5.82E+00	1.62E+00	2.05E+00	1.07E+01	1.56E+01
V87	3.06E+01	2.90E+00	3.09E+00	2.97E+01	1.80E+00
V88	3.83E+00	1.84E+00	2.60E-01	1.93E+00	1.51E+00
V89	8.45E+00	2.56E+00	2.54E+00	3.15E+00	5.34E+00
V90	2.23E+01	3.34E+00	4.55E+00	1.89E+01	1.94E+00
V91	1.03E+01	8.27E-01	6.16E-01	8.36E+00	2.56E+00
V92	2.13E-01	2.02E+00	3.99E+00	0.00E+00	2.16E+00
V93	7.57E-01	1.68E+00	2.74E+00	6.71E+00	4.82E+00
V94	6.40E+00	3.77E+00	9.40E-01	3.96E+00	6.56E+00
V95	2.90E+00	1.28E+00	1.33E+00	4.76E+00	3.51E+00
V96	1.78E+01	3.02E+00	4.90E-01	1.59E+01	1.87E+00
V97	3.40E+00	3.92E+00	2.53E+00	1.54E+00	2.99E+00
V98	0.00E+00	4.10E+00	2.09E+00	8.31E+00	6.61E+00
V99	1.10E+00	3.00E-01	3.09E+00	7.71E+00	8.86E+00
V100	3.34E+00	5.37E+00	9.68E-01	2.12E+01	1.65E+01
