NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	51.467	18.763	12.314	11.484	0.1	0.99	30000.0
2	55.431	19.861	13.455	12.19	0.104	0.989	60000.0
3	56.097	20.12	13.493	12.348	0.106	0.989	50000.0
4	51.186	18.589	12.296	11.316	0.099	0.991	50000.0
5	55.306	19.799	13.515	12.261	0.103	0.99	60000.0
6	51.37	18.685	12.268	11.36	0.101	0.991	40000.0
7	52.009	18.976	12.502	11.616	0.097	0.99	30000.0
8	53.441	19.103	12.846	11.625	0.1	0.991	60000.0
9	55.01	20.019	13.431	12.366	0.101	0.99	100000.0
10	56.311	19.818	13.598	12.187	0.102	0.99	40000.0
