NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	70.676	25.348	16.337	16.076	0.136	0.984	30000.0
2	68.944	25.7	16.035	16.831	0.14	0.98	30000.0
3	69.789	24.972	16.006	15.736	0.133	0.984	30000.0
4	72.437	25.898	17.038	16.845	0.136	0.981	20000.0
5	69.423	25.408	16.089	16.387	0.133	0.981	30000.0
6	71.89	26.051	16.538	16.563	0.141	0.982	80000.0
7	71.851	26.156	16.698	16.736	0.14	0.982	50000.0
8	71.81	26.318	16.711	16.965	0.143	0.98	50000.0
9	69.479	25.068	16.306	15.94	0.13	0.984	40000.0
10	70.888	25.592	16.374	16.144	0.135	0.983	50000.0
