NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	101.46	40.13	27.308	27.536	0.237	0.943	20000.0
2	101.999	40.984	27.354	28.197	0.248	0.939	30000.0
3	109.247	44.595	32.143	32.936	0.266	0.931	30000.0
4	104.435	41.579	27.782	28.476	0.255	0.938	20000.0
5	105.457	42.426	28.669	29.882	0.257	0.933	40000.0
6	102.329	41.099	27.555	28.535	0.244	0.939	20000.0
7	105.135	42.007	27.681	28.818	0.255	0.938	30000.0
8	103.12	40.812	27.961	28.484	0.244	0.939	30000.0
9	106.984	44.528	31.909	33.37	0.27	0.921	30000.0
10	110.073	45.237	32.281	33.213	0.275	0.926	60000.0
