MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	4.10E-02	3.33E-02	1.87E-03	1.13E-02
1:Del:C:1	3.33E-03	4.38E-03	1.67E-03	1.99E-03
1:Del:C:2	2.67E-02	2.09E-02	3.59E-03	1.05E-02
1:Del:C:3	5.84E-04	7.59E-04	3.47E-04	3.40E-04
1:Del:C:4	2.23E-02	1.69E-02	3.35E-03	9.13E-03
1:Del:C:5	3.48E-04	9.60E-04	3.66E-04	4.74E-04
1:Del:T:0	1.34E-03	4.56E-03	1.43E-03	1.31E-03
1:Del:T:1	1.07E-03	1.36E-03	5.38E-04	3.24E-04
1:Del:T:2	5.90E-03	4.94E-03	3.43E-04	8.93E-04
1:Del:T:3	4.53E-03	3.74E-03	8.02E-04	1.24E-03
1:Del:T:4	5.05E-03	3.25E-03	1.72E-03	1.57E-03
1:Del:T:5	3.78E-03	7.65E-02	5.22E-04	3.98E-02
1:Ins:C:0	4.60E-04	1.31E-04	1.33E-04	3.88E-05
1:Ins:C:1	1.12E-04	8.65E-05	8.70E-05	9.47E-09
1:Ins:C:2	1.49E-04	7.27E-05	5.11E-05	2.20E-08
1:Ins:C:3	7.80E-09	1.16E-08	1.26E-04	6.16E-09
1:Ins:C:4	8.77E-05	2.03E-04	3.49E-04	2.64E-04
1:Ins:C:5	1.23E-04	1.03E-03	1.25E-03	3.81E-04
1:Ins:T:0	3.56E-04	4.96E-04	2.69E-04	2.82E-04
1:Ins:T:1	4.45E-04	2.76E-04	2.76E-04	3.65E-04
1:Ins:T:2	1.14E-03	9.53E-04	2.33E-04	4.13E-04
1:Ins:T:3	2.24E-04	1.52E-04	5.49E-04	2.48E-04
1:Ins:T:4	1.15E-04	4.56E-04	9.80E-04	4.16E-04
1:Ins:T:5	1.02E-03	4.09E-07	4.62E-02	1.35E-07
2:Del:R:0	3.36E-04	5.64E-04	5.21E-04	2.93E-04
2:Del:R:1	1.23E-03	5.86E-04	6.87E-04	4.12E-04
2:Del:R:2	9.92E-05	1.54E-04	1.44E-05	1.47E-04
2:Del:R:3	2.54E-05	9.44E-05	1.53E-04	3.31E-05
2:Del:R:4	7.20E-05	1.12E-04	1.44E-05	7.20E-05
2:Del:R:5	4.36E-03	3.64E-03	6.03E-04	1.89E-03
3:Del:R:0	1.59E-03	5.84E-04	9.63E-04	2.82E-04
3:Del:R:1	3.51E-04	4.92E-04	3.44E-04	3.69E-04
3:Del:R:2	1.28E-04	2.47E-04	8.64E-05	1.29E-04
3:Del:R:3	9.84E-05	1.16E-04	1.99E-05	4.48E-05
3:Del:R:4	9.95E-09	5.70E-09	3.75E-09	2.93E-09
3:Del:R:5	4.74E-08	6.42E-08	4.03E-05	4.65E-08
4:Del:R:0	8.18E-04	1.97E-04	4.24E-04	1.92E-04
4:Del:R:1	3.45E-04	2.32E-04	2.33E-04	1.11E-04
