NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	65.715	26.503	15.86	16.342	0.149	0.983	30000.0
2	66.428	26.441	15.92	16.684	0.149	0.981	30000.0
3	65.852	26.601	15.848	16.665	0.154	0.982	20000.0
4	66.841	26.558	15.717	16.229	0.152	0.983	50000.0
5	64.648	26.462	15.245	16.567	0.152	0.981	30000.0
6	65.269	25.767	15.406	15.817	0.141	0.984	20000.0
7	65.283	26.41	15.55	16.537	0.149	0.982	20000.0
8	66.198	26.154	16.019	16.638	0.148	0.981	20000.0
9	66.758	27.268	16.015	17.13	0.154	0.979	30000.0
10	67.426	27.425	15.999	17.186	0.162	0.98	20000.0
