Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
V1	0	25	3	42	0	13	8	3	4	11	0	0	0	0	0	0	8	0	0
V2	3	0	41	143	4	40	0	0	4	7	0	0	2	0	0	6	6	0	0
V3	105	100	62	54	0	48	41	0	0	7	0	39	0	14	0	12	0	13	20
V4	3	39	2	25	48	23	0	0	0	0	11	0	0	0	11	7	0	16	0
V5	39	9	11	16	17	10	0	0	1	3	6	13	9	0	0	0	0	0	0
V6	0	0	0	0	12	2	0	0	2	2	15	1	14	0	0	0	3	0	0
V7	237	20	1	21	0	11	11	21	17	0	0	53	0	24	11	0	0	0	0
V8	0	5	0	35	47	11	0	28	13	19	32	0	31	0	62	0	0	8	26
V9	2	0	114	5	68	4	0	0	17	0	0	0	34	0	0	0	1	0	0
V10	0	4	0	3	0	9	40	90	15	140	110	11	21	56	29	0	0	21	0
V11	0	32	24	0	0	3	7	4	10	0	0	0	0	0	2	13	9	0	0
V12	239	0	2	98	0	33	0	10	0	0	0	50	0	59	5	0	0	0	0
V13	0	0	108	47	0	68	0	0	0	0	0	0	0	0	0	0	2	0	0
V14	92	62	2	21	35	19	118	36	85	128	55	17	4	25	5	6	3	17	0
V15	47	55	17	0	0	1	11	0	0	0	0	9	0	0	0	31	0	0	0
V16	82	22	1	0	18	1	1	0	0	2	3	17	4	0	0	0	0	0	2
V17	0	0	1	111	82	67	3	0	0	0	0	1	20	3	0	0	0	0	0
V18	180	0	0	110	0	29	25	1	29	10	0	52	0	19	9	0	0	0	0
V19	14	34	102	2	0	0	1	2	0	0	5	1	0	2	0	0	23	0	0
V20	1	203	0	57	20	46	65	11	105	69	0	0	0	25	0	11	4	29	1
V21	3	8	38	11	18	9	1	53	0	6	44	0	11	0	13	0	0	0	0
V22	56	32	54	156	0	66	62	0	116	0	0	9	0	0	19	12	0	0	0
