MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	2.44E-02	2.19E-02	4.73E-03	1.76E-03
1:Del:C:1	6.60E-03	6.01E-03	8.93E-04	1.32E-03
1:Del:C:2	2.34E-04	3.70E-04	1.06E-04	6.91E-05
1:Del:C:3	6.80E-04	7.59E-04	3.51E-04	1.06E-05
1:Del:C:4	1.71E-03	2.07E-03	1.97E-03	1.19E-04
1:Del:C:5	1.34E-04	4.21E-04	1.28E-03	2.06E-04
1:Del:T:0	7.30E-03	6.18E-03	1.20E-03	1.48E-03
1:Del:T:1	3.44E-03	2.90E-03	6.33E-04	4.64E-04
1:Del:T:2	6.08E-03	5.56E-03	9.59E-04	4.07E-04
1:Del:T:3	9.38E-03	7.89E-03	1.91E-03	7.56E-04
1:Del:T:4	7.72E-03	5.07E-03	1.90E-03	1.34E-03
1:Del:T:5	8.09E-08	9.05E-03	6.45E-02	9.90E-04
1:Ins:C:0	3.09E-04	2.83E-04	8.45E-09	1.75E-08
1:Ins:C:1	2.62E-04	2.03E-04	9.33E-09	5.15E-08
1:Ins:C:2	1.79E-04	1.07E-04	3.62E-05	6.73E-08
1:Ins:C:3	8.40E-06	4.83E-05	1.06E-04	1.29E-04
1:Ins:C:4	1.17E-04	2.86E-04	2.10E-04	2.74E-04
1:Ins:C:5	8.42E-06	2.37E-04	7.39E-04	1.55E-03
1:Ins:T:0	6.44E-04	9.84E-04	2.22E-04	2.58E-04
1:Ins:T:1	3.51E-04	6.80E-04	1.42E-04	1.89E-08
1:Ins:T:2	2.68E-04	2.93E-04	1.98E-04	5.08E-05
1:Ins:T:3	3.39E-04	2.69E-04	1.04E-04	2.78E-04
1:Ins:T:4	1.98E-04	8.23E-04	3.37E-04	9.39E-04
1:Ins:T:5	3.56E-03	7.59E-04	1.20E-03	5.38E-02
2:Del:R:0	1.02E-03	9.73E-04	3.85E-04	1.59E-04
2:Del:R:1	6.06E-04	3.44E-03	4.15E-04	1.80E-03
2:Del:R:2	1.58E-04	1.41E-04	2.06E-04	1.72E-05
2:Del:R:3	3.81E-09	7.97E-09	1.34E-04	1.30E-04
2:Del:R:4	2.65E-09	8.01E-05	1.03E-04	8.60E-05
2:Del:R:5	1.27E-04	1.37E-04	3.37E-05	2.13E-08
3:Del:R:0	8.32E-04	9.87E-04	1.04E-04	8.42E-05
3:Del:R:1	3.40E-04	4.00E-04	4.89E-04	6.80E-04
3:Del:R:2	1.12E-04	2.10E-04	3.36E-04	1.56E-08
3:Del:R:3	6.35E-04	7.13E-02	7.65E-05	3.75E-02
3:Del:R:4	1.01E-08	2.46E-08	2.20E-09	2.36E-09
3:Del:R:5	5.02E-05	1.12E-05	2.95E-08	5.29E-08
4:Del:R:0	5.73E-04	4.44E-04	2.14E-09	1.14E-04
4:Del:R:1	3.18E-04	3.46E-04	3.17E-04	7.32E-05
4:Del:R:2	1.16E-04	9.49E-05	1.05E-04	3.68E-09
4:Del:R:3	4.69E-08	3.57E-08	3.64E-05	5.04E-08
4:Del:R:4	1.01E-08	2.46E-08	2.20E-09	2.36E-09
4:Del:R:5	3.26E-05	1.12E-05	3.87E-08	6.13E-08
5:Del:R:0	2.49E-02	2.12E-02	8.02E-04	3.93E-04
5:Del:R:1	1.29E-04	6.93E-05	3.16E-04	3.49E-05
5:Del:R:2	6.34E-05	1.09E-05	8.92E-05	1.46E-08
5:Del:R:3	1.01E-08	2.46E-08	2.20E-09	2.36E-09
5:Del:R:4	5.81E-08	6.67E-05	7.01E-05	1.51E-07
5:Del:R:5	1.01E-08	2.46E-08	2.20E-09	2.36E-09
2:Ins:R:0	1.97E-04	2.52E-04	6.82E-05	9.29E-05
2:Ins:R:1	2.47E-04	2.11E-04	1.12E-04	6.35E-09
2:Ins:R:2	1.12E-04	9.87E-05	1.92E-04	5.87E-05
2:Ins:R:3	8.91E-05	1.95E-04	9.84E-05	1.33E-04
2:Ins:R:4	5.01E-03	7.48E-03	6.28E-03	2.24E-04
2:Ins:R:5	2.15E-04	2.46E-04	1.09E-03	1.42E-03
3:Ins:R:0	3.01E-04	4.22E-02	6.44E-04	2.27E-02
3:Ins:R:1	2.09E-04	1.08E-04	6.25E-05	5.37E-06
3:Ins:R:2	5.01E-05	3.21E-05	4.15E-08	6.08E-08
3:Ins:R:3	4.72E-06	4.03E-08	2.69E-08	6.65E-05
3:Ins:R:4	4.30E-05	2.60E-05	4.07E-08	5.86E-08
3:Ins:R:5	7.03E-05	7.91E-05	1.78E-04	2.40E-04
4:Ins:R:0	1.06E-04	1.06E-04	1.25E-08	4.77E-05
4:Ins:R:1	1.29E-04	1.61E-04	2.45E-09	1.66E-04
4:Ins:R:2	1.92E-05	1.80E-05	3.66E-08	6.57E-08
4:Ins:R:3	1.01E-08	2.46E-08	2.20E-09	2.36E-09
4:Ins:R:4	4.39E-05	3.73E-05	3.84E-05	5.95E-05
4:Ins:R:5	1.46E-04	9.28E-05	1.58E-04	2.36E-04
5:Ins:R:0	4.13E-02	6.66E-02	5.80E-02	2.76E-03
5:Ins:R:1	1.44E-03	1.13E-03	2.71E-04	3.56E-05
5:Ins:R:2	6.40E-05	1.26E-05	3.60E-08	6.04E-08
5:Ins:R:3	1.31E-05	5.27E-07	5.49E-05	1.64E-08
5:Ins:R:4	1.01E-08	2.46E-08	2.20E-09	2.36E-09
5:Ins:R:5	5.42E-05	2.94E-05	1.03E-04	4.55E-08
2:Del:M:1	3.75E-04	4.80E-04	2.55E-04	3.10E-04
3:Del:M:1	1.18E-03	9.75E-04	1.19E-04	1.67E-04
3:Del:M:2	2.05E-04	1.85E-04	3.90E-04	1.41E-04
4:Del:M:1	5.12E-04	3.94E-04	1.14E-04	4.19E-05
4:Del:M:2	3.11E-04	1.32E-04	1.95E-04	1.54E-04
4:Del:M:3	3.27E-04	2.32E-04	7.11E-05	1.19E-04
5:Del:M:1	2.79E-02	2.48E-02	1.28E-03	8.76E-04
5:Del:M:2	1.14E-02	1.01E-02	4.80E-05	9.33E-05
5:Del:M:3	5.36E-03	4.99E-03	2.99E-04	1.17E-04
5:Del:M:4	1.56E-03	1.26E-03	9.43E-09	3.64E-04
5:Del:M:5	1.46E-03	1.15E-03	3.96E-05	3.87E-05
