Samples	ID83A	ID83B	ID83C
V1	109	228	95
V2	243	34	57
V3	0	332	0
V4	173	106	91
V5	58	16	204
V6	387	588	144
V7	67	23	2
V8	289	43	69
V9	4	69	134
V10	134	107	7
V11	61	36	45
V12	467	9	45
V13	36	540	58
V14	7	173	204
V15	144	12	151
V16	0	239	158
V17	163	133	0
V18	429	17	73
V19	193	0	233
V20	0	234	260
V21	156	21	24
V22	137	48	1
V23	46	158	24
V24	164	289	0
V25	360	48	0
V26	449	3	3
V27	98	0	219
V28	39	34	27
V29	0	219	58
V30	70	250	136
V31	74	41	108
V32	76	74	303
V33	140	19	38
V34	63	6	9
V35	102	166	8
V36	319	21	0
V37	81	4	1
V38	494	196	18
V39	165	0	4
V40	282	271	0
V41	244	1	42
V42	74	5	0
V43	321	81	73
V44	179	6	13
V45	152	142	333
V46	206	0	94
V47	19	45	284
V48	200	19	87
V49	231	111	0
V50	273	67	25
V51	0	14	200
V52	87	1	27
V53	53	16	370
V54	55	14	3
V55	253	101	72
V56	200	0	20
V57	102	39	128
V58	498	19	15
V59	229	321	24
V60	310	16	1
V61	8	394	0
V62	193	18	9
V63	296	303	6
V64	418	317	0
V65	72	161	0
V66	110	8	207
V67	109	12	8
V68	364	125	173
V69	160	37	4
V70	199	70	89
V71	309	77	0
V72	11	81	68
V73	1	79	29
V74	326	207	31
V75	39	39	0
V76	776	6	54
V77	17	7	202
V78	149	59	71
V79	117	124	10
V80	56	370	69
V81	50	160	37
V82	131	3	3
V83	59	86	98
V84	429	0	0
V85	403	6	39
V86	107	101	79
V87	262	202	120
V88	25	139	0
V89	132	123	95
V90	117	283	253
V91	230	10	5
V92	0	43	250
V93	0	86	129
V94	206	323	0
V95	234	12	31
V96	171	155	0
V97	132	202	188
V98	0	283	56
V99	26	6	220
V100	47	454	0
