Samples	ID83A	ID83B	ID83C
V1	6.81E+00	6.14E+00	3.50E+00
V2	1.44E+01	4.93E+00	9.67E+00
V3	3.54E+00	1.41E+01	1.44E+01
V4	2.94E+01	2.06E+01	2.44E+01
V5	1.17E+01	1.59E+01	5.52E+00
V6	6.25E+01	4.92E+01	5.93E+01
V7	1.39E+00	1.44E+00	1.11E+00
V8	2.45E+01	4.09E+00	2.13E+01
V9	2.85E+00	1.09E+01	9.70E+00
V10	8.75E+00	5.43E+00	1.09E+01
V11	6.54E+00	3.48E+00	3.36E+00
V12	3.84E+01	3.00E+00	3.56E+01
V13	7.12E+00	6.25E+00	5.04E+00
V14	2.68E+00	1.89E+01	1.78E+01
V15	8.45E+00	9.60E+00	4.05E+00
V16	1.30E+00	1.66E+01	1.79E+01
V17	3.50E+00	4.17E+00	4.65E+00
V18	7.14E+00	8.05E+00	2.35E+00
V19	7.42E+00	2.16E+01	1.61E+01
V20	2.04E+00	2.31E+01	2.38E+01
V21	4.77E+00	3.29E+00	2.93E+00
V22	2.08E+01	1.99E+01	1.46E+01
V23	2.92E+00	2.94E+00	3.32E+00
V24	1.66E+01	1.61E+01	2.29E+01
V25	1.43E+01	4.05E+00	1.49E+01
V26	4.33E+00	1.52E+00	3.06E+00
V27	4.00E+00	2.10E+01	1.72E+01
V28	2.18E+00	2.66E+00	1.59E+00
V29	2.37E+00	7.43E+00	7.78E+00
V30	3.92E+00	1.38E+01	1.30E+01
V31	2.34E+00	1.02E+01	1.06E+01
V32	3.75E+00	2.65E+01	2.56E+01
V33	1.97E+00	2.75E+00	1.80E+00
V34	5.83E+00	1.18E+00	5.71E+00
V35	3.98E+00	3.75E+00	1.28E+00
V36	3.85E+00	1.35E+00	4.02E+00
V37	1.77E+00	4.42E-01	1.69E+00
V38	2.76E+01	5.64E+00	2.97E+01
V39	8.90E+00	4.07E-01	8.99E+00
V40	1.07E+01	1.51E+01	1.96E+01
V41	2.36E+01	2.38E+00	2.15E+01
V42	3.76E+00	7.81E-01	3.80E+00
V43	1.17E+01	7.84E+00	4.40E+00
V44	6.24E+00	1.33E+00	5.04E+00
V45	5.71E+00	2.30E+01	2.00E+01
V46	1.74E+01	6.30E+00	1.11E+01
V47	3.01E+00	2.59E+01	2.41E+01
V48	4.98E+00	6.18E+00	2.49E+00
V49	3.86E+00	4.74E+00	2.44E+00
V50	1.99E+01	2.64E+00	1.99E+01
V51	2.72E+00	1.86E+01	1.78E+01
V52	2.79E+00	3.70E+00	1.71E+00
V53	1.55E+01	2.73E+01	1.54E+01
V54	6.74E+00	4.31E+00	6.10E+00
V55	2.18E+01	1.19E+01	2.10E+01
V56	1.64E+01	1.50E+00	1.50E+01
V57	2.68E+00	1.41E+01	1.37E+01
V58	2.87E+01	7.86E-01	2.87E+01
V59	1.03E+01	3.77E+00	9.75E+00
V60	4.96E+00	1.78E+00	3.93E+00
V61	4.67E+00	4.55E+00	4.16E-01
V62	1.04E+01	2.38E+00	1.03E+01
V63	6.34E+00	6.48E+00	3.29E+00
V64	7.80E+00	9.05E+00	1.63E+00
V65	6.19E+00	3.83E+00	7.60E+00
V66	2.74E+00	2.18E+01	2.03E+01
V67	8.08E+00	1.55E+00	7.05E+00
V68	2.41E+01	1.25E+01	1.23E+01
V69	1.13E+01	2.08E+00	1.20E+01
V70	1.38E+01	4.40E+00	9.72E+00
V71	2.13E+01	1.47E+01	1.95E+01
V72	1.72E+00	6.94E+00	7.49E+00
V73	1.19E+00	2.02E+00	1.61E+00
V74	2.81E+01	2.49E+01	2.60E+01
V75	1.64E+00	1.69E+00	5.62E-01
V76	3.90E+01	4.74E+00	3.45E+01
V77	2.20E+00	1.86E+01	1.79E+01
V78	5.21E+00	6.40E+00	2.75E+00
V79	4.97E+00	4.73E+00	2.47E+00
V80	4.11E+00	6.48E+00	4.59E+00
V81	3.16E+00	3.11E+00	4.64E+00
V82	7.85E+00	9.33E-01	7.88E+00
V83	9.39E+00	8.30E+00	3.80E+00
V84	3.00E+00	0.00E+00	3.00E+00
V85	1.70E+01	3.83E+00	1.32E+01
V86	1.17E+01	9.43E+00	8.87E+00
V87	5.34E+00	9.59E+00	5.55E+00
V88	2.07E+00	3.21E+00	1.64E+00
V89	8.19E+00	7.05E+00	3.42E+00
V90	4.74E+00	2.03E+01	1.83E+01
V91	8.55E+00	1.22E+00	7.90E+00
V92	3.06E-01	2.49E+01	2.51E+01
V93	2.13E-01	9.97E+00	1.01E+01
V94	5.46E+00	3.33E+00	7.21E+00
V95	1.00E+01	2.82E+00	7.71E+00
V96	5.35E+00	5.42E+00	4.22E+00
V97	3.59E+00	1.94E+01	1.76E+01
V98	2.11E+00	3.18E+00	2.68E+00
V99	5.88E+00	1.64E+01	1.26E+01
V100	5.33E+00	1.41E+01	1.22E+01
