Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
V1	22	29	11	6	5	5	1	1	7	6	2	0	9	0	25	0	6	0
V2	128	0	297	40	8	6	9	30	8	2	0	19	25	9	0	0	26	9
V3	33	10	19	67	0	3	16	55	2	0	10	0	7	12	0	1	0	0
V4	29	0	12	26	14	8	29	15	0	2	9	0	8	0	0	1	6	0
V5	114	0	18	43	0	4	33	34	0	4	0	0	0	0	1	0	19	0
V6	9	28	15	23	13	15	2	4	8	6	6	0	0	12	11	13	7	0
V7	145	12	159	14	5	6	5	4	9	15	0	0	3	0	0	8	13	0
V8	5	50	29	9	0	33	3	3	39	53	29	11	0	0	0	5	2	0
V9	140	0	5	2	6	0	0	3	1	3	6	23	4	0	0	3	6	0
V10	9	15	14	0	61	14	19	0	8	17	8	0	0	44	14	4	2	8
V11	38	38	0	0	9	4	1	0	16	9	0	13	1	25	0	0	6	0
V12	34	133	178	6	16	4	30	13	0	14	11	51	34	0	0	23	3	12
V13	0	188	13	200	0	15	54	109	0	3	0	0	0	0	29	15	0	0
V14	0	42	0	54	10	41	25	44	52	34	0	0	0	6	3	5	0	28
V15	5	5	1	102	0	1	31	33	2	0	0	11	0	0	0	0	1	0
V16	27	108	32	29	19	1	21	24	0	0	26	25	4	4	0	0	0	0
V17	14	12	1	6	0	5	5	1	4	3	0	19	0	0	5	6	5	0
V18	20	0	16	1	17	37	2	0	76	30	21	17	2	9	22	0	1	0
V19	78	162	56	0	19	7	5	1	1	6	1	0	2	0	0	29	6	0
V20	219	0	75	4	10	7	9	11	7	10	1	0	0	3	9	3	1	52
V21	103	0	0	341	60	40	80	98	33	22	16	5	0	0	0	0	28	0
V22	48	29	79	19	19	6	47	29	6	0	0	0	16	15	6	0	9	0
V23	196	14	1	0	0	0	1	0	0	0	0	0	4	10	0	1	13	0
V24	49	26	0	11	1	6	0	8	14	7	0	0	0	1	0	0	2	11
V25	26	26	3	63	0	1	30	24	1	0	0	17	0	0	0	1	0	0
V26	54	1	82	1	145	0	8	0	0	0	14	0	59	0	0	0	4	0
V27	143	10	10	34	6	3	3	10	10	22	2	0	2	1	2	0	7	0
V28	0	213	143	7	28	8	16	0	0	0	30	114	31	7	2	18	0	0
V29	1	18	61	22	27	1	14	4	0	0	45	0	37	0	0	9	0	0
V30	16	1	0	62	2	22	6	34	9	2	0	0	1	4	0	0	5	0
V31	0	0	120	2	21	3	5	0	6	1	9	0	3	13	0	3	1	0
V32	4	31	0	27	21	13	10	2	0	6	36	0	3	21	31	0	0	0
V33	4	0	102	37	78	42	47	0	7	15	19	18	9	61	0	0	3	0
V34	3	21	0	11	129	0	23	24	3	0	43	0	4	32	4	0	0	6
V35	1	5	21	21	20	0	7	5	0	0	0	18	18	0	0	0	0	0
V36	14	0	18	2	6	34	13	1	102	41	37	5	8	15	2	0	10	48
V37	8	68	5	154	17	21	28	39	55	46	3	0	0	11	45	18	15	0
V38	220	385	161	30	0	1	15	13	0	0	0	3	3	0	0	16	16	0
V39	0	95	49	51	25	1	9	1	11	4	9	21	10	28	0	1	0	4
V40	15	250	4	35	41	0	5	83	4	1	36	0	31	28	0	0	6	0
V41	11	5	87	36	3	5	0	0	1	2	1	0	4	0	0	0	0	0
V42	38	0	0	2	9	10	4	0	0	4	12	0	0	0	1	0	0	0
V43	11	47	7	4	1	6	0	4	7	0	2	0	0	0	0	7	4	0
V44	0	0	6	0	63	53	43	2	45	56	22	15	22	12	39	0	0	0
V45	63	211	25	0	0	9	3	0	4	5	2	0	12	0	0	15	14	0
V46	140	174	91	13	2	0	5	5	0	1	1	14	0	0	0	36	10	21
V47	0	118	56	131	0	0	21	54	2	2	0	7	0	0	0	15	0	0
V48	4	0	46	81	11	4	17	12	1	1	19	0	23	0	0	5	2	0
V49	2	3	57	42	6	4	6	23	32	1	0	0	16	0	0	0	0	0
V50	0	0	105	0	1	14	1	0	15	11	2	4	17	15	9	20	0	0
