NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	72.653	30.094	19.484	19.451	0.173	0.975	20000.0
2	72.345	30.091	19.327	19.368	0.178	0.975	30000.0
3	73.508	30.412	20.009	19.796	0.173	0.974	20000.0
4	73.738	30.685	20.508	20.427	0.172	0.972	50000.0
5	73.553	29.881	20.751	20.29	0.167	0.973	60000.0
6	65.81	27.545	16.903	17.754	0.171	0.978	20000.0
7	73.42	30.716	20.197	20.523	0.175	0.971	30000.0
8	72.382	30.06	20.037	20.56	0.174	0.972	30000.0
9	72.136	30.369	19.544	20.267	0.178	0.973	30000.0
10	64.821	27.134	16.713	17.382	0.17	0.979	30000.0
