Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
V1	61	153	66	2	0	87	0	0	2	17	15	11	0	42	0	0	0	0	0	9
V2	66	48	4	28	0	16	128	152	0	0	0	46	56	0	0	0	0	0	43	0
V3	486	102	54	0	23	33	0	0	49	0	72	0	0	13	0	0	0	0	0	9
V4	4	0	2	4	0	6	33	63	0	29	0	23	23	0	0	5	15	0	3	0
V5	29	5	7	18	5	0	0	0	21	0	62	30	14	0	0	0	0	0	0	0
V6	10	9	234	182	0	0	0	14	47	0	54	0	23	83	21	0	1	0	0	0
V7	0	0	50	18	0	0	21	0	0	2	0	20	1	3	0	5	0	0	0	0
V8	187	0	2	29	0	0	13	19	84	6	92	22	0	0	0	0	0	0	0	7
V9	25	39	78	3	1	13	0	0	0	3	0	0	0	22	0	0	0	13	0	0
V10	0	6	0	0	18	0	34	19	0	0	0	48	20	0	0	53	0	0	0	3
V11	60	11	37	0	0	0	35	0	0	33	0	41	0	6	0	0	0	0	0	0
V12	24	180	1	15	0	204	5	0	0	0	0	0	0	0	0	2	2	0	5	0
V13	268	75	0	0	115	39	6	0	28	4	104	5	4	0	0	0	0	4	4	17
V14	182	56	42	4	0	29	0	0	13	0	0	0	0	3	0	0	0	0	0	1
V15	5	8	1	105	0	0	32	54	30	0	24	63	0	0	0	36	9	0	0	3
V16	106	39	0	3	37	0	0	0	26	0	39	0	0	0	0	0	3	5	0	2
V17	0	2	11	18	120	0	5	3	6	0	0	0	0	10	83	0	24	3	0	0
V18	0	0	9	32	11	0	0	40	3	0	0	9	0	10	0	14	0	7	0	2
V19	0	2	0	61	179	0	62	0	0	29	0	0	9	0	126	0	19	20	0	5
V20	6	40	32	14	8	13	0	0	11	13	0	0	0	5	0	0	0	0	4	0
V21	1	407	81	25	59	262	43	14	0	48	7	1	11	27	0	32	6	0	0	0
V22	20	80	15	4	12	42	0	9	14	1	0	18	0	5	21	0	0	0	11	0
V23	0	1	7	0	2	0	0	0	0	0	4	0	0	11	0	4	0	5	0	0
V24	30	0	14	103	48	0	0	0	1	4	0	0	8	5	41	37	0	0	1	0
V25	61	371	9	17	1	185	18	11	25	8	54	0	11	10	0	0	7	14	0	0
V26	40	15	42	36	3	21	2	48	0	4	22	1	0	26	9	14	13	0	4	7
V27	0	181	0	0	17	163	15	5	0	0	0	0	0	0	0	0	0	0	43	0
V28	0	0	151	46	174	11	29	32	0	60	7	16	5	39	9	23	66	0	0	0
V29	8	1	74	0	0	4	0	0	15	0	21	0	4	23	5	0	0	0	0	0
V30	0	63	50	15	0	73	0	19	2	10	0	0	27	29	0	0	29	0	0	0
V31	114	0	6	0	72	0	23	57	0	39	0	14	0	0	17	0	0	45	0	4
V32	0	63	0	14	7	6	2	0	0	0	1	5	0	0	0	0	0	0	2	1
V33	8	2	0	0	103	0	8	0	0	0	0	0	0	0	1	13	0	0	12	1
V34	83	0	99	9	0	0	0	0	7	43	0	0	11	0	0	0	0	0	2	0
V35	218	0	48	5	0	3	0	0	0	68	77	0	0	18	0	0	0	15	0	0
V36	94	58	39	26	0	11	0	0	93	18	10	0	2	24	0	0	0	0	6	0
V37	31	0	354	71	19	9	0	0	21	82	60	0	0	90	13	0	0	0	0	3
V38	264	68	229	102	39	32	0	0	61	31	0	0	0	52	14	0	0	28	0	17
V39	126	192	3	24	0	62	0	0	180	0	16	0	0	0	0	0	0	0	14	0
V40	0	41	40	27	0	32	61	82	5	29	0	0	51	4	0	50	0	0	0	0
V41	99	0	6	64	0	0	112	106	204	3	0	46	30	0	0	0	0	0	0	0
V42	12	0	0	0	92	0	88	0	0	0	0	0	34	0	9	43	0	0	0	7
V43	0	24	16	15	126	17	37	0	21	0	0	22	4	3	0	0	73	0	0	0
V44	28	60	0	0	102	21	65	73	0	12	0	0	13	0	2	20	7	0	52	0
V45	150	173	31	122	9	140	58	0	0	5	0	1	1	4	0	0	18	20	38	0
V46	218	56	1	14	13	43	0	0	129	0	9	0	0	0	0	0	0	2	0	14
V47	0	8	7	35	0	18	10	36	0	0	0	0	0	4	31	0	13	0	0	1
V48	90	43	6	0	19	7	32	32	7	63	10	0	29	0	0	6	15	10	3	7
V49	167	5	33	0	51	0	158	58	57	14	0	0	70	14	0	83	57	0	0	0
V50	25	0	31	321	35	0	0	3	19	16	79	23	18	5	12	0	5	65	17	0
V51	116	5	54	0	70	0	16	0	0	15	58	0	2	23	13	0	0	0	0	8
V52	30	2	92	36	9	0	0	5	17	0	38	33	15	18	0	39	0	2	0	0
V53	26	25	2	4	0	3	0	0	0	0	0	0	0	1	0	0	0	4	0	0
V54	33	6	51	0	191	0	23	0	0	15	0	0	0	17	35	33	0	28	0	2
V55	0	0	231	1	9	0	0	0	0	24	0	0	0	42	0	0	0	0	0	0
V56	0	2	6	46	2	0	0	14	11	51	0	22	2	0	1	0	0	0	0	4
V57	0	3	14	105	0	0	74	0	0	0	0	39	17	0	0	23	0	0	0	0
V58	22	0	0	88	141	0	8	0	0	0	11	0	3	0	56	0	25	36	0	7
V59	58	24	84	0	68	0	117	2	14	66	41	11	59	43	99	0	0	0	0	16
V60	0	3	9	82	0	0	117	34	34	1	0	80	12	0	42	44	25	0	0	0
V61	22	36	14	71	0	23	27	16	59	3	0	0	36	4	0	0	0	0	4	0
V62	84	16	32	55	9	6	15	11	0	21	24	0	0	1	0	0	19	0	0	1
V63	2	93	38	0	0	78	0	0	0	0	0	0	0	3	0	0	0	0	0	0
V64	211	84	37	16	0	56	0	0	115	0	12	0	0	10	0	0	0	9	20	0
V65	1	40	53	149	70	13	47	12	0	37	1	28	23	10	53	0	0	0	9	0
V66	27	36	48	36	0	15	0	0	64	1	0	0	1	15	1	0	2	0	0	0
V67	12	0	15	0	5	0	0	31	0	94	18	0	4	25	1	0	0	20	0	0
V68	23	6	1	0	6	2	16	2	0	19	0	7	0	2	0	0	0	0	0	5
V69	12	0	16	0	23	0	69	13	0	0	2	69	6	0	0	4	0	0	0	2
V70	61	305	17	24	0	151	3	2	0	0	0	38	14	10	0	0	0	0	0	0
V71	42	0	36	4	31	0	43	4	0	1	0	2	0	6	0	0	4	0	0	0
V72	143	0	34	0	30	0	59	197	0	42	0	105	75	10	0	107	33	0	0	0
V73	127	41	0	28	0	43	3	57	21	24	38	1	8	8	2	0	0	6	0	6
V74	22	27	0	0	13	22	0	0	14	0	10	13	0	3	9	0	0	15	0	5
V75	285	0	5	15	0	0	0	0	85	0	55	0	0	0	0	7	0	0	0	2
V76	0	3	77	0	13	0	0	0	0	56	13	0	0	60	46	0	0	0	0	0
V77	18	138	80	0	0	55	0	37	0	37	0	3	6	29	0	8	0	0	2	0
V78	18	3	0	180	59	0	0	23	0	0	5	0	11	0	0	0	4	15	33	0
V79	2	1	2	40	4	0	0	22	30	0	0	0	8	2	0	8	0	0	0	0
V80	35	0	26	51	0	5	9	3	49	7	0	0	0	7	0	1	0	0	0	0
V81	0	0	51	1	0	0	41	49	16	3	0	9	17	17	0	15	0	0	0	0
V82	0	16	43	137	171	0	50	0	7	63	0	0	33	8	202	0	0	6	0	0
V83	35	45	37	0	0	16	0	61	0	0	0	0	0	14	0	3	8	0	21	0
V84	0	0	0	68	21	0	207	284	35	0	0	151	153	0	51	106	0	0	0	0
V85	179	0	105	0	2	0	0	62	0	250	76	0	3	57	0	0	0	0	0	5
V86	3	104	0	0	14	79	0	30	0	0	0	29	0	3	0	17	35	0	16	0
V87	16	210	25	40	65	118	187	39	27	0	0	72	58	3	0	77	38	0	5	0
V88	0	1	2	8	0	0	4	0	8	0	2	0	3	1	6	2	1	0	7	0
V89	0	30	20	143	6	15	0	0	98	11	17	0	23	11	0	1	18	0	6	0
V90	76	193	194	0	36	124	0	0	0	15	0	0	0	78	0	0	0	20	0	2
V91	2	7	5	0	1	4	48	11	0	0	0	29	14	0	0	0	0	0	0	0
V92	19	1	1	24	4	0	7	0	56	0	0	0	11	0	9	0	7	0	0	0
V93	173	37	13	0	75	12	2	0	16	0	21	0	10	6	0	0	5	44	0	10
V94	41	41	4	5	0	5	11	9	0	0	0	0	5	0	0	0	0	0	1	6
V95	0	1	37	19	1	0	0	0	15	11	0	0	3	9	7	0	0	0	0	0
V96	3	75	0	26	0	37	68	46	14	0	0	16	42	0	0	31	0	0	26	0
V97	0	91	40	0	183	44	33	28	0	39	0	5	10	14	15	6	0	15	0	14
V98	0	5	0	22	137	13	62	20	53	0	41	6	58	0	0	8	0	26	0	10
V99	0	0	3	0	7	0	6	0	0	6	0	0	0	1	0	0	0	0	0	1
V100	54	63	34	45	0	25	0	0	3	5	0	0	0	20	0	0	0	1	0	0
