Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
V31	45	7	14	20	4	19	2	0	1	2	14	3	15	1	0	12	29
V32	0	0	12	11	6	71	10	0	0	13	14	18	10	0	0	32	0
V33	0	13	233	171	45	1	47	44	1	27	1	4	5	9	90	0	0
V34	0	13	5	91	69	4	4	1	0	40	1	0	4	7	0	6	0
V35	7	9	9	3	26	24	30	3	6	38	0	4	7	3	1	2	0
V36	0	2	7	17	96	2	103	0	0	0	7	2	6	0	0	7	0
V37	72	0	35	19	7	16	20	27	41	9	9	0	2	0	0	0	6
V38	99	6	14	17	2	74	1	20	0	1	16	7	0	20	0	64	0
V39	3	56	20	17	4	0	2	0	0	3	5	7	0	0	0	14	0
V40	0	65	12	3	27	0	25	20	5	15	4	1	1	4	0	8	0
V41	20	5	2	1	10	21	16	26	0	17	0	32	5	2	3	0	2
V42	105	14	11	0	9	41	18	47	75	0	1	2	14	9	0	0	0
V43	57	67	99	40	6	28	7	47	1	5	67	13	19	33	0	19	5
V44	36	55	18	0	24	40	37	51	43	3	8	38	20	0	10	0	5
V45	12	11	4	9	9	0	14	0	5	7	0	1	0	7	0	1	5
V46	0	35	27	44	0	1	0	0	0	0	19	0	0	0	7	0	0
V47	92	29	29	23	15	27	22	27	52	0	0	22	12	14	13	0	19
V48	0	0	4	1	15	77	11	8	9	0	19	20	16	1	6	6	0
V49	518	31	19	26	14	5	1	62	2	4	1	13	7	34	0	0	0
V50	67	0	0	1	0	1	0	3	2	0	0	1	0	1	0	0	8
V51	23	70	49	17	2	0	0	5	4	0	1	6	1	5	0	0	8
V52	5	5	23	14	37	19	16	80	14	15	0	0	5	16	0	0	0
V53	136	0	1	7	23	0	11	2	7	26	3	1	4	1	0	0	21
V54	0	134	13	5	76	0	37	0	0	107	8	1	0	1	0	0	1
V55	245	0	1	10	5	122	1	0	0	2	0	17	21	1	9	0	2
V56	5	194	4	4	14	0	3	0	3	20	0	8	0	0	0	7	3
V57	31	43	81	27	8	26	0	37	25	13	11	17	10	0	0	0	0
V58	39	80	2	2	30	0	40	0	0	61	12	5	0	0	0	13	0
V59	0	0	49	68	7	4	3	28	42	36	2	1	3	11	14	0	3
V60	48	2	15	11	98	5	45	16	5	69	3	3	0	0	5	0	0
V61	2	51	21	5	2	28	5	91	24	0	17	5	16	0	0	0	2
V62	80	45	18	19	14	0	2	17	9	2	6	7	4	0	14	14	10
V63	43	47	8	24	7	26	3	6	4	0	11	0	0	7	1	36	0
V64	80	0	81	21	0	1	5	0	0	0	0	3	0	2	26	0	5
V65	0	360	14	7	0	3	2	0	0	2	5	9	0	2	3	14	9
V66	0	174	3	4	0	9	1	19	32	0	0	23	2	5	1	40	0
V67	0	138	0	1	0	78	1	9	11	0	9	10	2	0	7	27	1
V68	26	0	10	9	6	4	33	0	0	72	0	3	2	0	0	2	0
V69	65	48	35	30	0	79	0	0	0	1	48	34	26	4	16	0	8
V70	55	128	2	2	0	5	0	0	0	0	30	4	1	0	4	0	12
V71	5	7	24	35	4	64	2	27	63	2	44	9	38	38	35	0	0
V72	132	0	1	2	9	1	7	7	8	22	4	0	1	1	1	0	17
V73	14	85	19	12	34	8	23	0	0	40	3	0	3	0	0	0	0
V74	31	3	6	18	4	32	3	2	3	0	23	12	28	4	2	57	0
V75	89	63	13	4	1	0	1	35	12	0	5	0	0	7	0	0	15
V76	43	6	64	63	1	0	0	0	0	0	2	0	2	0	15	8	0
V77	59	0	1	2	5	30	8	12	11	3	18	3	7	0	13	0	3
V78	12	19	11	12	0	1	0	0	0	0	0	1	3	0	3	7	0
V79	37	42	61	97	1	26	0	2	7	0	0	0	63	2	2	42	1
V80	2	23	3	5	5	30	2	0	2	7	4	7	5	0	0	3	0
V81	82	2	9	6	17	2	7	63	58	27	0	0	1	0	0	0	1
V82	7	4	12	10	3	7	0	8	2	0	1	1	1	3	11	0	0
V83	37	4	1	5	26	0	23	13	0	16	2	0	5	0	0	1	1
V84	56	2	76	13	10	1	45	37	18	17	0	14	0	13	2	0	10
V85	260	31	28	11	8	2	8	4	3	0	0	5	0	6	16	35	17
V86	62	189	2	6	22	72	23	51	28	8	12	22	13	29	26	0	12
V87	92	165	80	41	0	2	2	0	0	7	3	4	0	0	3	26	13
V88	0	27	26	44	73	22	38	5	35	59	3	5	2	0	6	0	0
V89	19	0	2	0	19	5	14	1	5	0	1	9	12	10	0	51	0
V90	42	3	125	41	1	28	9	7	24	0	15	3	8	9	25	0	0
V91	19	7	37	38	0	0	0	5	10	0	2	0	5	1	0	0	2
V92	147	0	38	19	10	27	5	5	8	2	0	4	7	21	23	0	5
V93	0	0	114	25	11	67	5	9	25	10	29	21	30	0	24	0	0
V94	74	17	6	20	2	0	0	0	0	0	3	4	0	0	19	0	10
V95	34	151	3	6	69	0	65	6	23	5	3	20	2	0	0	9	8
V96	59	74	5	6	4	37	0	30	5	3	9	21	7	15	9	0	3
V97	32	2	93	28	9	7	13	13	19	1	0	5	0	9	0	0	9
V98	7	39	10	8	5	102	7	46	30	4	24	20	21	15	0	0	0
V99	0	172	5	3	0	5	0	16	19	0	7	13	0	14	0	0	2
V100	2	45	26	7	10	4	21	80	45	0	5	4	3	14	2	0	0
