MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
1:Del:C:0	2.70E-03	0.00E+00	4.08E-03	1.40E-46	5.17E-04	2.16E-02	3.16E-03	3.81E-02	5.73E-02	3.58E-02	2.99E-03	5.34E-03	1.87E-02	3.54E-02	1.76E-02	1.36E-02	3.09E-02	1.88E-02
1:Del:C:1	1.01E-03	2.08E-04	1.40E-46	6.71E-08	3.07E-03	1.74E-02	5.18E-03	2.24E-02	1.77E-02	1.25E-02	1.09E-03	3.00E-03	1.22E-02	2.50E-02	7.57E-03	1.19E-02	3.76E-02	3.05E-02
1:Del:C:2	1.55E-04	2.19E-08	1.31E-04	1.51E-08	1.50E-08	1.49E-03	1.27E-03	1.59E-03	3.24E-07	1.07E-07	1.08E-08	8.32E-04	1.89E-03	9.79E-07	3.89E-04	1.70E-04	7.31E-03	7.59E-04
1:Del:C:3	4.02E-04	3.91E-04	1.62E-03	1.03E-04	0.00E+00	3.11E-03	1.99E-03	6.66E-03	1.54E-03	2.87E-03	1.40E-03	5.49E-03	3.78E-03	1.31E-02	1.36E-03	7.67E-03	3.81E-03	1.05E-02
1:Del:C:4	1.98E-03	2.26E-04	2.40E-06	2.28E-04	4.36E-04	8.35E-03	3.55E-08	5.15E-03	5.10E-07	4.18E-03	7.26E-08	0.00E+00	4.57E-04	3.17E-02	2.00E-03	1.55E-04	8.59E-03	9.29E-04
1:Del:C:5	4.93E-08	7.01E-04	2.40E-04	3.62E-03	2.49E-04	0.00E+00	1.52E-03	0.00E+00	0.00E+00	7.14E-04	6.55E-04	3.72E-04	0.00E+00	8.05E-04	2.40E-02	3.14E-08	1.99E-03	0.00E+00
1:Del:T:0	1.67E-03	1.41E-03	3.88E-03	3.30E-04	1.17E-02	1.48E-02	7.74E-03	1.35E-02	1.20E-02	6.61E-02	2.86E-03	9.82E-03	1.39E-02	2.06E-02	1.40E-02	3.19E-02	7.29E-03	7.29E-03
1:Del:T:1	2.02E-04	0.00E+00	6.62E-04	1.02E-04	1.02E-03	1.32E-02	8.47E-04	9.92E-03	7.12E-03	7.46E-03	5.69E-03	1.53E-03	4.91E-03	2.28E-02	3.70E-03	1.70E-02	2.27E-03	6.61E-02
1:Del:T:2	1.76E-08	9.94E-04	4.47E-04	5.42E-04	3.27E-04	4.02E-02	2.36E-03	1.19E-02	1.49E-02	1.73E-02	1.07E-03	6.41E-03	3.14E-03	1.68E-02	1.22E-02	4.61E-03	3.84E-02	2.42E-02
1:Del:T:3	7.09E-03	2.27E-03	1.58E-03	1.55E-03	1.09E-28	2.13E-02	3.92E-04	2.24E-02	1.58E-02	1.21E-02	2.03E-03	5.03E-03	4.23E-05	4.80E-02	9.97E-03	1.19E-02	2.11E-02	1.88E-02
1:Del:T:4	1.60E-03	1.52E-03	1.59E-03	2.50E-03	2.67E-03	1.13E-02	3.44E-05	1.53E-02	3.45E-02	2.67E-02	1.39E-03	3.65E-03	2.81E-03	2.55E-02	1.91E-02	9.63E-03	1.92E-02	7.27E-03
1:Del:T:5	2.20E-03	1.47E-07	2.91E-08	6.81E-03	4.44E-08	1.01E-07	1.24E-03	2.31E-08	5.00E-03	1.39E-06	6.36E-07	2.58E-06	2.52E-07	8.70E-07	4.82E-02	1.30E-02	2.36E-07	8.94E-02
1:Ins:C:0	2.83E-07	1.87E-08	0.00E+00	8.93E-06	3.36E-09	1.16E-04	4.64E-04	4.80E-05	5.62E-04	6.46E-04	1.42E-04	1.30E-03	1.62E-03	1.36E-07	1.04E-03	3.03E-03	1.02E-03	2.29E-03
1:Ins:C:1	2.51E-08	3.67E-08	4.02E-04	8.97E-08	2.72E-08	1.45E-07	2.87E-04	5.75E-08	8.60E-04	9.35E-04	3.09E-07	2.61E-03	6.86E-04	5.50E-04	9.23E-04	9.38E-04	1.84E-07	2.53E-04
1:Ins:C:2	0.00E+00	6.12E-09	1.52E-04	3.46E-08	1.33E-04	3.76E-04	4.09E-04	8.06E-05	1.53E-07	9.58E-04	8.79E-04	8.25E-04	2.36E-03	0.00E+00	3.55E-04	8.48E-04	1.21E-06	1.56E-07
1:Ins:C:3	3.90E-07	4.05E-08	1.62E-07	4.30E-08	2.42E-07	4.58E-08	3.31E-08	6.58E-07	9.43E-05	4.30E-04	5.95E-04	3.78E-08	8.89E-04	3.08E-04	2.12E-07	1.59E-04	5.76E-04	2.32E-04
1:Ins:C:4	1.06E-05	3.42E-04	0.00E+00	4.43E-04	8.91E-04	0.00E+00	6.69E-04	0.00E+00	1.40E-46	1.92E-03	1.63E-03	1.52E-04	1.63E-04	3.90E-04	2.12E-03	1.02E-03	2.14E-03	3.97E-03
1:Ins:C:5	0.00E+00	3.82E-03	5.80E-04	1.14E-03	6.46E-04	3.83E-08	0.00E+00	0.00E+00	8.89E-03	9.72E-03	1.71E-02	0.00E+00	4.86E-03	1.55E-03	5.65E-03	1.74E-02	8.59E-03	2.66E-02
1:Ins:T:0	1.11E-03	2.20E-04	4.32E-08	4.18E-04	0.00E+00	1.40E-02	1.28E-03	1.20E-02	3.85E-03	1.08E-02	2.12E-04	5.13E-04	3.19E-03	4.94E-03	4.14E-03	4.46E-03	5.47E-03	1.49E-02
1:Ins:T:1	4.07E-07	1.73E-07	2.23E-03	0.00E+00	9.72E-08	3.21E-03	1.97E-03	1.65E-03	3.17E-03	8.80E-07	1.40E-46	1.84E-03	1.57E-03	5.48E-03	5.08E-04	4.32E-03	5.57E-03	3.61E-08
1:Ins:T:2	2.20E-08	5.44E-08	6.23E-08	6.21E-08	2.88E-07	1.42E-03	9.52E-04	5.65E-04	1.13E-03	1.84E-03	8.82E-05	9.04E-04	3.81E-03	1.06E-06	9.03E-04	7.40E-04	5.65E-03	9.14E-03
1:Ins:T:3	9.07E-08	7.00E-04	0.00E+00	1.17E-07	1.59E-03	6.44E-08	5.50E-04	8.17E-08	3.61E-04	4.13E-06	7.01E-03	4.00E-07	7.38E-03	4.13E-04	2.55E-03	8.83E-05	2.45E-03	2.08E-02
1:Ins:T:4	0.00E+00	2.02E-03	5.05E-04	1.43E-07	2.98E-04	1.12E-45	1.14E-03	3.02E-07	1.68E-02	5.61E-46	6.26E-03	1.12E-07	9.49E-03	3.08E-03	1.98E-03	6.54E-03	1.33E-02	4.02E-02
