NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	139.469	48.83	43.088	38.491	0.287	0.902	30000.0
2	138.885	48.55	42.97	38.357	0.287	0.902	50000.0
3	150.163	49.489	41.487	36.388	0.293	0.911	30000.0
4	142.102	49.356	43.324	38.361	0.287	0.901	20000.0
5	148.393	49.445	41.282	36.645	0.298	0.905	30000.0
6	144.791	49.825	44.327	38.531	0.288	0.903	30000.0
7	142.686	49.973	43.11	38.473	0.291	0.903	20000.0
8	142.018	49.281	43.287	38.239	0.287	0.905	50000.0
9	141.427	48.788	43.454	37.718	0.28	0.906	40000.0
10	137.726	47.828	42.309	36.911	0.278	0.909	30000.0
