NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	52.924	22.963	12.873	13.667	0.138	0.987	30000.0
2	51.861	22.614	12.518	13.479	0.136	0.988	30000.0
3	51.801	22.506	12.663	13.531	0.137	0.988	20000.0
4	52.661	23.124	12.836	13.866	0.141	0.986	60000.0
5	51.481	22.497	12.694	13.537	0.133	0.987	30000.0
6	51.49	22.294	12.449	13.108	0.134	0.989	20000.0
7	51.675	22.741	12.36	13.206	0.139	0.988	20000.0
8	53.047	23.415	13.06	14.286	0.144	0.985	60000.0
9	52.024	22.136	12.413	12.656	0.135	0.99	40000.0
10	52.062	22.584	12.7	13.481	0.137	0.987	40000.0
