Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
V1	0	81	140	21	18	0	0	4	21	1	0	2	20	0	0	16	4
V2	101	4	12	12	4	0	19	18	0	6	0	19	0	18	2	0	0
V3	15	60	1	14	32	7	0	22	18	4	0	12	12	68	0	0	0
V4	555	3	18	0	0	7	225	0	0	14	0	0	45	0	0	4	0
V5	178	212	0	12	23	1	107	3	17	5	28	1	33	0	20	5	0
V6	12	6	138	0	20	0	6	0	0	1	57	0	0	1	0	19	0
V7	3	79	37	2	33	1	0	0	36	3	3	1	7	0	11	0	22
V8	0	49	2	74	0	45	3	74	2	44	0	6	3	0	0	0	0
V9	23	9	24	22	0	44	6	3	20	18	6	6	7	22	0	0	0
V10	54	0	93	0	6	4	26	0	16	1	24	0	1	6	10	2	0
V11	35	3	22	4	63	0	0	0	14	1	117	0	67	0	0	0	0
V12	0	3	23	55	10	0	0	59	0	6	16	37	7	0	13	6	0
V13	197	71	7	0	4	1	41	0	0	4	0	2	20	0	0	3	2
V14	28	15	0	31	6	26	2	20	0	36	0	31	11	0	7	0	0
V15	0	3	1	2	14	0	0	6	10	0	6	2	4	0	0	3	0
V16	96	0	5	14	25	0	10	16	7	3	6	33	5	0	0	0	0
V17	4	0	34	46	4	93	7	16	16	84	24	16	0	0	0	3	2
V18	1	0	0	0	1	8	0	0	2	0	0	0	0	1	30	0	0
V19	23	3	56	40	2	17	3	6	0	0	6	7	0	7	1	0	0
V20	1	40	127	107	17	20	2	33	0	15	1	36	2	0	18	25	0
V21	0	118	0	51	19	127	1	34	3	62	5	0	9	0	0	32	0
V22	108	47	51	9	17	0	32	4	68	13	0	7	40	0	16	0	0
V23	33	0	229	131	2	80	16	26	0	17	0	45	0	7	6	13	0
V24	1	6	17	5	23	0	0	4	37	0	0	0	5	0	0	4	32
V25	9	33	51	81	76	21	0	43	38	0	0	29	8	36	23	0	0
V26	11	16	33	6	38	41	6	10	1	0	11	18	18	22	9	5	29
V27	19	92	2	30	0	0	21	24	0	0	0	33	25	0	0	0	0
V28	55	3	41	18	0	0	6	1	0	0	0	8	0	0	0	0	0
V29	0	0	116	34	129	132	0	27	47	21	0	12	41	0	29	13	5
V30	10	9	27	72	26	13	0	245	0	0	0	47	3	37	53	0	0
V31	56	8	5	19	1	0	16	4	0	0	0	0	0	0	0	3	9
V32	4	0	118	2	41	0	2	0	15	0	8	3	2	0	0	0	0
V33	106	18	18	10	0	32	19	12	0	17	11	63	10	27	0	0	0
V34	25	119	0	77	3	2	36	46	0	8	0	32	0	0	0	0	0
V35	114	35	7	255	11	84	72	26	17	54	6	137	5	0	19	0	0
V36	0	0	22	5	4	0	0	1	7	5	5	1	0	0	7	6	2
V37	0	234	132	16	8	12	0	6	0	35	27	13	0	110	0	68	26
V38	2	66	1	13	12	4	0	0	35	2	11	0	5	0	0	0	0
V39	2	0	129	1	4	18	0	0	0	16	14	2	0	0	0	9	0
V40	7	66	30	0	27	14	1	0	0	16	46	0	5	11	0	0	0
V41	122	20	24	50	1	6	147	18	0	29	0	10	0	0	4	0	0
V42	4	0	15	0	37	0	3	0	0	3	28	0	19	9	0	20	2
V43	0	0	12	1	5	29	0	1	2	24	0	0	15	0	3	13	11
V44	23	6	56	21	6	18	9	21	20	0	20	13	8	20	0	3	0
V45	70	19	6	11	20	112	21	1	8	24	0	7	0	76	15	0	0
V46	11	0	31	24	5	50	5	12	0	30	0	3	0	23	61	0	0
V47	57	0	40	0	12	23	48	0	14	24	26	0	0	0	63	17	0
V48	35	0	63	36	0	39	37	20	2	45	6	19	0	0	44	1	0
V49	53	0	166	3	87	1	18	7	66	2	31	12	37	0	0	28	0
V50	109	12	30	0	9	52	24	0	40	55	14	0	4	77	69	0	0
V51	0	121	20	5	0	8	2	0	66	2	81	2	0	0	0	7	0
V52	20	70	24	36	17	0	4	11	26	2	0	24	21	0	0	0	27
V53	140	7	4	1	0	10	22	0	0	11	4	0	5	0	9	0	7
V54	6	1	25	14	8	12	1	13	3	0	0	9	0	0	0	0	1
V55	11	364	4	17	0	1	7	18	22	2	0	3	41	0	0	0	6
V56	33	101	15	28	1	6	78	26	53	0	55	0	4	0	0	0	28
V57	10	8	0	63	0	37	4	22	0	8	0	8	0	19	4	0	0
V58	35	206	29	264	2	2	10	52	4	0	0	16	19	8	4	5	0
V59	5	10	83	19	15	0	2	4	0	0	3	6	4	0	3	0	0
V60	79	92	14	16	133	0	19	7	108	4	0	18	46	0	3	0	0
V61	0	37	116	139	12	2	0	43	0	0	25	21	19	0	0	3	41
V62	0	17	5	15	3	0	2	4	0	2	8	5	3	0	0	6	4
V63	143	18	2	140	67	7	58	116	67	6	0	40	19	0	0	0	0
V64	2	50	10	1	17	62	5	0	16	22	34	0	0	0	0	2	0
V65	137	64	2	67	63	22	45	10	35	47	11	2	11	55	25	17	20
V66	0	0	121	2	0	1	0	0	3	1	0	0	4	0	0	3	1
V67	5	0	10	0	30	129	0	0	23	45	118	0	34	49	0	0	0
V68	25	1	28	58	0	0	6	30	0	0	0	22	1	0	0	11	0
V69	1	327	0	121	39	10	0	50	21	8	0	16	0	119	8	0	104
V70	53	15	0	9	5	1	13	4	2	0	4	1	5	0	2	2	21
V71	12	11	3	36	4	25	9	0	0	23	0	1	2	0	0	0	0
V72	15	2	1	5	21	7	8	0	0	11	36	1	7	0	7	0	0
V73	28	4	29	30	147	0	15	3	38	9	11	0	40	0	6	16	21
V74	89	67	8	13	3	2	59	1	0	5	0	5	11	7	2	0	0
V75	22	65	25	18	5	3	23	8	4	10	0	31	0	2	2	0	0
V76	63	8	13	0	6	30	45	0	0	14	6	0	0	0	11	5	0
V77	71	0	0	11	26	13	89	5	19	18	22	15	13	0	12	0	0
V78	47	0	69	24	0	39	26	8	3	27	0	11	6	3	0	17	0
V79	230	10	1	42	55	29	28	4	0	47	29	33	1	0	6	0	0
V80	4	88	4	53	7	6	0	28	2	0	0	33	0	0	3	1	0
V81	0	19	102	154	35	8	0	21	7	2	59	77	16	0	0	1	0
V82	0	0	94	10	9	13	0	6	13	15	0	0	2	26	27	0	0
V83	8	0	3	13	29	4	0	11	41	2	16	0	5	0	0	4	0
V84	0	32	0	4	6	0	0	7	4	0	22	11	1	0	3	0	0
V85	138	13	3	1	32	0	220	0	15	18	0	0	30	0	8	9	11
V86	0	0	4	55	0	0	1	31	0	0	0	18	2	0	0	0	0
V87	49	118	0	0	1	1	6	0	0	2	0	0	2	0	0	7	12
V88	7	0	15	43	3	0	16	15	24	0	0	17	4	0	0	1	0
V89	4	39	175	44	11	35	1	40	1	10	0	2	1	0	1	41	0
V90	9	27	43	0	86	0	2	0	38	1	101	0	21	8	0	0	29
V91	9	4	115	11	65	28	4	16	28	11	0	13	0	6	20	8	0
V92	81	20	40	6	4	0	29	0	0	16	0	5	4	0	0	15	11
V93	31	0	5	44	26	33	3	0	0	57	9	0	0	15	20	0	0
V94	50	0	11	0	1	9	11	0	0	3	0	0	4	1	1	1	0
V95	2	0	3	17	11	77	1	3	0	59	0	1	10	25	19	2	0
V96	36	52	145	2	0	0	5	0	0	0	0	0	10	0	0	4	0
V97	20	34	4	8	87	23	9	1	112	12	36	10	0	0	23	0	0
V98	10	72	51	0	7	1	2	0	1	1	0	0	7	0	0	26	0
V99	14	124	104	16	13	37	4	1	36	8	8	0	3	0	9	0	0
V100	0	73	29	101	3	4	0	8	0	8	0	24	0	15	5	0	4
