Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	0.00E+00	3.02E+00	3.79E-01	3.04E+00	9.52E-01	0.00E+00
V2	3.41E+00	1.76E+00	3.24E+00	9.87E-01	1.61E+00	2.93E+00
V3	7.19E-01	4.01E-01	0.00E+00	1.15E+00	1.15E+00	8.72E-01
V4	2.50E+00	1.66E+00	5.21E-01	3.32E+00	3.69E+00	1.61E+00
V5	5.04E-01	1.31E+00	1.27E+00	1.93E+00	2.51E+00	1.77E+00
V6	2.03E+00	3.24E+00	2.42E+00	1.40E+00	3.00E-01	2.00E+00
V7	1.69E+00	1.41E+00	2.36E+00	1.45E+00	2.99E+00	2.05E+00
V8	3.43E+00	0.00E+00	4.91E+00	3.31E+00	0.00E+00	2.17E+00
V9	1.04E+00	8.54E-01	0.00E+00	6.67E-01	7.75E-01	0.00E+00
V10	2.01E+00	1.75E+00	5.67E-01	2.35E+00	4.33E-01	1.83E+00
V11	2.51E+00	1.25E+00	2.15E+00	7.92E-01	0.00E+00	1.20E+00
V12	1.30E+00	1.09E+00	0.00E+00	1.58E+00	5.54E-01	0.00E+00
V13	1.00E-01	5.81E-01	2.10E+00	3.03E+00	2.29E+00	3.19E+00
V14	1.25E+00	2.37E+00	7.22E-01	8.75E-01	1.56E+00	9.94E-01
V15	3.43E+00	1.85E+00	4.07E+00	5.86E-01	1.13E+00	2.17E+00
V16	3.48E-01	1.82E+00	1.92E+00	2.28E+00	2.75E+00	1.93E+00
V17	1.55E+00	1.61E+00	1.16E+00	5.26E-01	1.83E+00	3.35E-01
V18	1.11E+00	1.66E+00	1.41E+00	4.96E-01	1.43E+00	6.63E-01
V19	2.85E+00	1.74E+00	3.14E-01	1.81E+00	1.30E+00	1.04E+00
V20	7.30E-01	3.59E+00	2.82E+00	1.63E+00	7.06E-01	3.85E+00
V21	1.17E+00	0.00E+00	1.54E+00	4.67E-01	1.86E+00	1.16E+00
V22	5.86E-01	2.49E+00	2.18E+00	1.30E+00	1.41E+00	4.67E-01
V23	2.40E+00	5.93E-01	1.26E+00	6.29E-01	1.73E+00	2.53E+00
V24	1.27E+00	4.42E-01	1.26E+00	1.67E+00	1.73E+00	1.55E+00
V25	2.59E+00	9.60E-01	5.26E-01	2.31E+00	3.64E+00	8.44E-01
V26	1.15E+00	1.81E+00	2.91E-01	0.00E+00	1.45E+00	2.74E+00
V27	1.00E-01	7.37E-01	8.69E-01	1.33E+00	3.23E+00	2.75E+00
V28	1.77E+00	1.78E+00	1.64E+00	4.08E+00	1.92E+00	3.17E+00
V29	4.57E+00	3.55E+00	2.58E+00	8.17E-01	2.01E+00	9.78E-01
V30	8.62E-01	0.00E+00	9.78E-01	1.71E+00	1.25E+00	5.00E-01
V31	4.28E+00	2.03E+00	3.13E+00	1.40E+00	1.15E+00	1.49E+00
V32	3.00E-01	2.79E+00	1.01E+00	2.73E+00	4.16E-01	8.72E-01
V33	4.02E+00	3.61E+00	1.98E+00	1.48E+00	5.76E+00	1.79E+00
V34	0.00E+00	1.08E+00	1.18E+00	6.51E-01	2.58E-01	1.08E+00
V35	1.91E+00	4.76E-01	3.79E-01	1.39E+00	1.33E+00	1.36E+00
V36	3.91E+00	2.40E+00	1.08E+00	1.45E+00	1.02E+00	3.61E+00
V37	1.32E+00	1.33E+00	5.93E-01	5.86E-01	0.00E+00	5.78E-01
V38	5.26E+00	6.70E-01	9.94E-01	2.67E+00	5.06E+00	9.57E-01
V39	2.48E+00	4.09E+00	1.86E+00	0.00E+00	1.37E+00	4.68E+00
V40	2.03E+00	2.96E+00	1.43E+00	1.10E+00	9.87E-01	5.78E-01
V41	2.90E+00	1.48E+00	3.58E+00	2.29E+00	2.39E+00	1.55E+00
V42	3.57E+00	3.11E+00	2.21E-01	1.64E+00	3.83E+00	1.65E+00
V43	1.66E+00	7.63E-01	1.59E+00	5.22E-01	1.04E+00	7.30E-01
V44	3.48E+00	2.73E+00	1.97E+00	3.20E+00	1.50E+00	2.85E+00
V45	2.41E+00	4.27E-01	1.49E+00	1.35E+00	2.78E+00	3.05E+00
V46	1.94E+00	1.74E+00	1.67E-01	6.63E-01	1.40E+00	0.00E+00
V47	1.00E-01	3.46E+00	1.19E+00	1.10E+00	1.90E+00	2.15E+00
