MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
1:Del:C:0	5.17E-05	0.00E+00	4.69E-03	6.48E-04	6.00E-03	2.81E-02	2.60E-02	3.71E-02	4.66E-02	4.54E-02	8.37E-46	7.76E-03	1.81E-32	3.84E-02	1.31E-02	2.05E-02
1:Del:C:1	1.40E-46	3.86E-04	2.32E-03	8.92E-04	6.04E-03	2.45E-02	3.52E-02	2.67E-02	1.97E-02	1.17E-02	1.40E-46	1.45E-02	3.58E-03	8.53E-03	1.21E-03	5.36E-03
1:Del:C:2	1.05E-04	1.15E-04	3.01E-05	7.96E-09	1.76E-03	1.03E-03	7.08E-04	5.21E-04	5.32E-04	3.48E-03	1.60E-03	3.11E-04	5.73E-04	1.59E-03	9.75E-04	5.20E-04
1:Del:C:3	1.40E-46	2.81E-04	2.20E-04	2.37E-08	3.26E-03	6.18E-03	1.87E-02	3.65E-03	4.22E-03	7.32E-03	8.49E-04	8.31E-04	6.46E-03	1.53E-03	1.59E-02	3.83E-03
1:Del:C:4	1.99E-07	0.00E+00	3.88E-08	1.15E-07	1.16E-03	1.22E-02	7.37E-03	1.28E-02	1.10E-02	4.90E-03	9.17E-04	6.07E-04	3.29E-04	0.00E+00	1.36E-07	7.32E-03
1:Del:C:5	2.50E-03	6.84E-04	4.83E-09	8.12E-04	2.27E-03	4.86E-03	2.67E-03	0.00E+00	3.01E-06	2.10E-03	1.43E-02	4.48E-03	4.53E-04	0.00E+00	2.40E-02	3.07E-04
1:Del:T:0	2.03E-03	4.47E-04	0.00E+00	2.95E-04	1.38E-02	1.83E-02	4.48E-03	1.40E-02	1.98E-02	1.78E-02	5.23E-03	7.45E-03	9.12E-03	2.18E-03	1.17E-02	3.41E-02
1:Del:T:1	2.03E-07	5.09E-04	8.95E-08	2.70E-07	1.85E-03	1.44E-02	2.08E-02	1.32E-02	9.91E-03	1.23E-02	4.59E-08	3.80E-07	5.16E-03	3.54E-03	8.21E-04	2.97E-02
1:Del:T:2	2.21E-04	8.07E-04	2.15E-03	3.78E-09	1.80E-03	6.69E-03	2.83E-02	3.55E-02	2.30E-02	1.31E-02	3.30E-03	4.44E-03	3.22E-03	2.15E-03	1.25E-02	4.53E-02
1:Del:T:3	6.04E-03	6.79E-04	9.27E-04	0.00E+00	1.42E-03	1.49E-02	1.26E-02	2.31E-02	2.99E-02	2.25E-02	1.07E-02	9.49E-04	8.71E-04	6.66E-03	3.15E-02	5.23E-03
1:Del:T:4	6.68E-03	2.12E-03	0.00E+00	0.00E+00	0.00E+00	2.12E-02	1.57E-02	1.14E-02	4.41E-02	8.56E-03	1.53E-02	5.03E-02	3.88E-03	0.00E+00	1.38E-02	2.37E-02
1:Del:T:5	8.51E-03	2.44E-08	1.05E-06	1.78E-07	1.39E-02	1.27E-07	2.93E-07	3.03E-03	5.37E-07	1.12E-06	2.35E-02	8.55E-02	1.37E-07	7.99E-07	1.02E-01	7.13E-07
1:Ins:C:0	7.82E-05	4.99E-05	4.17E-07	3.13E-08	4.40E-04	5.87E-08	1.10E-07	5.86E-08	6.29E-05	7.61E-06	3.83E-04	7.37E-04	3.31E-03	1.72E-03	2.16E-03	8.96E-04
1:Ins:C:1	3.58E-04	1.67E-07	1.75E-08	3.63E-08	1.60E-03	1.26E-07	9.06E-04	5.61E-04	3.51E-07	1.71E-03	1.08E-03	2.37E-04	1.85E-03	4.97E-08	3.08E-03	2.89E-04
1:Ins:C:2	2.89E-05	6.23E-08	2.49E-07	3.33E-08	5.25E-04	4.98E-04	8.77E-04	7.45E-04	2.01E-08	6.83E-04	5.28E-06	1.52E-07	7.25E-04	4.55E-03	9.65E-05	4.71E-04
1:Ins:C:3	2.81E-08	2.11E-04	1.86E-07	2.47E-07	9.80E-04	1.42E-08	8.99E-08	6.72E-09	2.18E-06	4.02E-07	1.62E-07	5.77E-04	2.10E-04	3.37E-04	5.05E-08	4.10E-04
1:Ins:C:4	7.60E-04	2.48E-04	1.10E-04	4.49E-04	3.87E-04	1.07E-04	0.00E+00	2.51E-04	4.05E-04	1.87E-03	1.33E-03	2.69E-03	6.81E-04	5.30E-04	1.32E-03	3.41E-03
1:Ins:C:5	1.57E-03	1.93E-03	1.47E-03	2.71E-02	3.00E-07	2.28E-03	1.12E-01	3.10E-46	1.78E-03	1.34E-45	1.34E-03	9.40E-02	4.83E-03	3.00E-03	7.55E-03	2.17E-03
1:Ins:T:0	6.64E-05	4.07E-04	2.45E-07	1.55E-08	3.15E-03	1.62E-03	9.50E-04	5.19E-03	2.28E-02	2.09E-02	2.26E-03	1.33E-07	1.27E-03	1.15E-07	3.78E-03	5.18E-03
