MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
1:Del:C:0	0.00E+00	3.74E-02	1.14E-03	2.04E-03	1.28E-41	1.54E-02	9.55E-03	3.47E-02	5.86E-03	5.35E-03	2.85E-02	4.83E-02	2.57E-02	1.27E-04	1.69E-02	4.47E-02	2.92E-02
1:Del:C:1	3.73E-04	1.40E-46	8.08E-04	1.70E-04	2.19E-03	2.23E-02	5.23E-03	2.09E-02	5.00E-03	6.78E-04	2.57E-02	8.10E-03	1.19E-03	3.30E-02	2.73E-03	3.67E-02	6.15E-03
1:Del:C:2	4.81E-08	1.41E-04	8.86E-05	9.80E-08	0.00E+00	6.49E-04	1.66E-03	9.70E-04	1.39E-03	2.98E-07	2.38E-03	5.37E-04	5.02E-04	2.32E-03	1.89E-03	2.11E-03	2.54E-07
1:Del:C:3	7.00E-04	3.40E-03	1.76E-04	1.55E-04	1.59E-04	1.18E-03	1.71E-03	3.55E-03	2.07E-03	3.95E-03	7.98E-03	0.00E+00	4.13E-03	1.66E-04	2.64E-02	1.24E-02	1.97E-03
1:Del:C:4	2.43E-04	0.00E+00	1.18E-05	3.28E-04	5.78E-04	3.26E-03	4.70E-04	3.27E-03	6.32E-04	2.59E-04	3.93E-03	9.12E-04	2.53E-03	5.87E-04	1.25E-02	1.90E-07	6.88E-03
1:Del:C:5	6.07E-04	1.16E-03	0.00E+00	5.23E-05	3.09E-03	1.98E-07	5.63E-04	8.89E-08	9.22E-04	6.11E-08	0.00E+00	6.24E-08	2.77E-02	1.13E-03	1.91E-07	1.47E-02	1.44E-03
1:Del:T:0	7.68E-04	9.90E-03	3.93E-04	1.25E-02	7.98E-04	1.91E-02	7.26E-03	4.62E-02	8.37E-03	2.41E-03	1.07E-02	1.02E-02	4.78E-03	1.80E-02	5.22E-02	7.76E-03	3.53E-02
1:Del:T:1	1.60E-04	1.39E-03	1.66E-04	8.11E-04	1.12E-07	6.42E-03	8.56E-03	1.25E-02	3.19E-03	1.09E-02	3.32E-02	7.02E-03	2.81E-03	1.27E-02	2.27E-02	1.60E-02	2.13E-02
1:Del:T:2	5.27E-04	3.32E-03	0.00E+00	7.68E-04	3.52E-03	1.48E-02	3.31E-03	1.59E-02	2.69E-03	1.32E-03	2.69E-02	7.76E-03	1.12E-02	2.99E-02	2.14E-46	8.94E-03	2.84E-02
1:Del:T:3	2.01E-03	5.87E-03	3.76E-03	2.00E-03	1.11E-03	1.60E-02	1.05E-02	3.29E-02	1.40E-46	2.07E-03	2.15E-02	1.51E-02	1.07E-02	2.24E-03	5.36E-02	4.15E-02	4.33E-02
