Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V1	1	118	119	0	0	0	3	0	7	9	0	0	0	7
V2	102	13	6	11	63	42	3	8	0	8	3	0	56	0
V3	0	0	7	8	0	0	12	0	0	0	29	0	23	4
V4	0	13	66	53	11	0	33	25	10	61	25	0	0	15
V5	10	23	12	20	0	0	3	0	0	51	14	0	13	7
V6	78	62	13	45	13	0	0	0	0	0	0	48	0	0
V7	48	53	2	11	0	0	9	49	0	6	60	0	27	28
V8	154	0	513	57	32	0	0	0	92	0	0	0	0	0
V9	0	5	5	0	4	13	5	0	2	0	0	0	0	0
V10	3	25	70	39	0	49	0	0	0	0	4	0	0	0
V11	51	13	2	10	14	75	0	0	0	0	0	16	0	0
V12	0	23	23	0	4	10	0	0	23	0	0	0	0	0
V13	35	0	66	117	0	0	35	0	32	0	0	0	0	8
V14	4	52	0	26	5	0	0	22	6	11	0	0	0	0
V15	325	74	5	51	13	70	4	0	0	0	0	248	0	0
V16	97	0	39	7	0	0	5	45	22	23	0	0	0	22
V17	25	31	4	0	36	25	33	0	6	1	20	0	0	15
V18	10	72	5	0	0	3	27	0	0	40	19	0	3	31
V19	0	50	26	9	43	60	0	0	35	0	28	0	0	0
V20	72	73	31	64	0	0	0	0	3	0	0	26	0	16
V21	18	0	2	42	3	0	23	0	2	0	21	0	2	0
V22	52	93	14	1	0	0	14	0	0	9	0	39	0	0
V23	7	4	3	0	187	51	11	0	43	5	0	0	72	0
V24	15	4	13	63	13	0	20	0	8	0	7	40	0	0
V25	5	12	143	0	37	0	86	0	3	47	0	0	7	0
V26	0	65	0	53	2	0	17	0	10	0	6	1	19	0
V27	2	0	4	75	1	0	52	9	7	45	0	0	29	0
V28	23	19	90	78	8	0	10	0	29	2	0	12	0	5
V29	38	143	4	10	102	52	11	0	13	61	23	8	0	0
V30	15	0	71	2	0	0	17	0	5	0	18	0	8	0
V31	83	32	21	27	103	91	22	19	3	0	0	0	0	0
V32	6	68	189	7	0	0	0	72	19	0	0	0	0	6
V33	45	218	12	17	110	14	88	0	0	0	65	0	37	55
V34	40	14	3	17	0	0	0	0	0	0	1	6	0	5
V35	1	0	38	27	26	0	5	0	0	0	8	7	0	6
V36	35	56	31	138	22	16	0	98	16	0	0	2	58	0
V37	2	104	0	6	9	0	0	0	14	0	0	0	0	0
V38	24	6	32	6	150	50	71	3	21	18	85	0	0	0
V39	22	253	0	245	16	0	25	0	0	30	12	0	47	20
V40	35	67	7	0	24	59	0	0	0	0	8	0	3	0
V41	77	4	17	35	81	82	23	39	22	33	0	59	0	0
V42	0	34	42	19	117	284	50	0	1	9	0	0	0	45
V43	66	22	0	0	22	12	0	2	4	0	17	0	10	0
V44	71	51	140	0	73	14	4	72	58	1	0	6	51	16
V45	27	4	8	87	10	16	23	0	2	54	58	1	41	0
V46	0	32	1	0	2	14	0	9	6	6	0	0	0	0
V47	4	66	44	37	0	0	18	147	6	11	0	0	3	0
V48	58	4	143	0	0	0	1	0	36	0	0	0	0	6
V49	82	36	0	2	36	0	0	3	10	0	6	0	20	14
V50	126	56	13	0	23	1	6	14	0	1	0	34	0	0
V51	185	0	202	6	42	0	12	0	40	18	0	21	0	4
V52	28	1	16	0	58	46	21	0	33	7	3	0	0	5
V53	114	10	76	162	14	10	8	0	8	5	15	0	93	0
V54	15	20	1	50	4	0	1	0	0	0	7	8	0	3
V55	37	52	0	1	23	33	9	0	1	16	0	73	0	0
V56	277	5	0	2	84	44	0	0	0	0	0	12	0	3
V57	0	165	72	87	0	0	0	89	5	8	0	13	39	1
V58	20	0	0	0	0	1	33	0	0	9	85	0	7	7
V59	147	0	2	159	30	0	28	0	0	21	22	76	0	14
V60	0	62	59	0	35	10	0	4	30	0	0	0	3	0
V61	42	289	18	42	0	24	0	108	0	0	0	2	0	32
V62	30	9	74	70	0	0	14	0	0	0	16	0	0	11
V63	0	197	14	19	6	0	46	55	0	100	9	0	0	31
V64	10	137	1	15	10	0	4	88	0	4	0	48	0	21
V65	0	0	0	0	11	0	123	0	0	59	169	17	5	9
V66	81	158	7	0	1	0	60	28	0	80	0	75	0	0
V67	88	0	54	147	244	216	80	0	61	93	82	0	0	7
V68	24	5	71	56	18	19	0	9	17	10	2	0	49	0
V69	0	5	5	38	119	134	40	0	44	50	0	0	15	3
V70	42	87	65	3	0	0	0	23	10	0	5	0	0	8
V71	63	8	175	42	0	0	0	54	50	0	0	0	0	40
V72	458	54	8	12	94	131	22	0	23	8	0	134	0	0
V73	108	2	11	6	0	0	13	0	0	0	0	16	0	0
V74	0	0	10	2	37	71	84	0	11	65	96	0	0	15
V75	25	53	6	10	0	0	4	0	0	19	0	8	50	5
V76	26	11	46	168	0	0	69	0	0	44	38	0	7	9
V77	65	18	82	0	36	0	0	0	22	1	0	30	0	0
V78	57	3	20	0	187	131	35	0	78	0	0	0	0	0
V79	131	0	82	121	15	0	0	6	5	0	0	0	51	0
V80	0	284	8	133	4	49	0	11	4	0	0	0	3	1
V81	11	85	14	0	11	0	0	29	0	0	0	0	0	4
V82	1	0	69	162	0	2	0	8	0	0	0	0	0	0
V83	3	177	82	2	16	0	26	66	20	6	0	0	0	21
V84	50	0	39	38	29	11	0	10	36	0	0	0	0	0
V85	2	0	7	67	8	0	36	0	0	38	12	0	40	5
V86	41	4	26	14	7	0	30	0	0	0	27	11	0	0
V87	0	51	141	15	4	0	36	0	35	2	0	0	2	24
V88	3	46	10	0	146	79	39	0	52	0	15	0	0	22
V89	114	44	281	55	0	0	0	23	40	0	0	16	0	0
V90	0	107	290	0	0	0	0	4	23	0	0	0	0	15
V91	3	0	6	10	0	0	103	0	0	27	88	0	0	33
V92	10	93	58	112	95	93	9	46	4	37	6	0	0	2
V93	0	0	31	4	53	65	7	0	31	0	1	0	0	0
V94	120	178	72	5	8	0	75	119	3	36	50	38	0	29
V95	151	17	115	18	0	0	0	0	50	0	0	31	0	0
V96	12	0	15	2	6	2	0	0	0	0	0	19	0	0
V97	171	22	0	111	19	12	0	0	2	0	0	11	22	0
V98	89	0	89	0	0	0	0	10	0	0	0	0	0	0
V99	2	1	0	4	2	0	21	0	0	15	14	0	0	0
V100	15	13	4	38	53	18	6	0	20	5	0	0	0	0
