NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	50.362	17.547	11.644	10.702	0.104	0.992	60000.0
2	52.228	18.281	11.91	10.827	0.101	0.992	60000.0
3	49.934	17.295	11.291	10.331	0.099	0.993	30000.0
4	52.893	18.279	12.6	11.395	0.104	0.991	50000.0
5	49.629	17.537	11.498	10.603	0.103	0.992	60000.0
6	53.336	18.959	12.033	11.069	0.11	0.992	50000.0
7	52.742	18.464	12.626	11.811	0.106	0.99	40000.0
8	52.107	17.862	12.223	10.812	0.105	0.992	40000.0
9	52.765	18.219	11.879	10.632	0.104	0.992	80000.0
10	51.979	18.036	11.78	10.747	0.103	0.992	30000.0
