MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
1:Del:C:0	1.36E-03	6.52E-04	1.05E-07	3.57E-02	1.96E-07	3.48E-02	8.72E-03	5.19E-03	1.60E-02	2.91E-07	5.11E-03	9.12E-46	3.72E-02	5.32E-07	6.32E-03	1.87E-03	8.09E-03	1.98E-02	2.36E-03	8.99E-03
1:Del:C:1	5.16E-04	0.00E+00	7.30E-07	3.75E-02	1.15E-08	1.51E-02	3.73E-03	3.25E-03	9.16E-03	3.30E-04	1.26E-02	1.03E-02	1.37E-02	1.78E-03	9.02E-03	7.14E-03	2.25E-07	5.18E-02	6.59E-03	1.74E-02
1:Del:C:2	0.00E+00	1.07E-04	0.00E+00	1.03E-03	0.00E+00	5.95E-04	1.44E-03	6.89E-04	2.09E-03	0.00E+00	1.50E-03	6.85E-04	7.47E-04	4.83E-04	3.09E-08	1.56E-03	2.49E-03	4.42E-03	2.35E-03	1.11E-03
1:Del:C:3	3.48E-04	6.37E-04	0.00E+00	3.10E-03	2.25E-04	3.04E-03	2.45E-03	8.28E-04	3.81E-03	2.80E-46	1.48E-02	3.16E-03	2.31E-03	5.03E-03	6.88E-04	4.35E-03	2.00E-02	5.64E-03	7.76E-03	8.56E-03
1:Del:C:4	5.66E-08	6.10E-04	5.56E-04	2.67E-03	1.36E-04	4.47E-03	4.67E-04	6.08E-07	8.38E-04	2.82E-03	2.13E-03	4.12E-04	4.75E-03	1.40E-46	1.31E-03	5.16E-03	1.69E-03	2.76E-02	4.61E-02	8.41E-04
1:Del:C:5	4.35E-08	2.55E-03	5.08E-04	2.07E-02	1.64E-04	1.87E-46	0.00E+00	1.86E-07	1.30E-03	4.97E-04	1.08E-03	1.95E-03	4.37E-04	9.44E-08	1.01E-03	1.23E-02	1.65E-02	1.71E-02	5.52E-03	4.74E-03
1:Del:T:0	1.84E-07	0.00E+00	7.30E-09	3.42E-02	1.98E-07	3.47E-02	1.99E-02	3.13E-03	9.28E-02	1.26E-07	1.68E-05	6.96E-03	1.58E-02	4.48E-07	3.74E-46	5.40E-02	1.84E-02	1.03E-02	6.26E-02	2.55E-02
1:Del:T:1	0.00E+00	0.00E+00	1.57E-07	1.06E-02	0.00E+00	6.18E-03	0.00E+00	1.14E-03	4.96E-03	3.97E-07	9.00E-03	1.84E-03	8.98E-03	9.04E-07	5.32E-04	1.16E-02	6.71E-03	5.05E-02	1.33E-02	1.68E-02
1:Del:T:2	2.35E-04	2.82E-04	8.73E-08	3.70E-02	2.34E-08	8.19E-03	5.05E-03	1.40E-03	4.03E-03	6.79E-08	7.51E-07	3.44E-03	3.34E-02	3.10E-07	1.69E-03	5.49E-07	8.08E-04	2.11E-02	1.99E-02	3.67E-03
1:Del:T:3	8.42E-04	2.39E-03	5.80E-04	1.23E-02	7.73E-08	7.86E-03	0.00E+00	0.00E+00	8.13E-03	4.20E-07	1.35E-03	4.33E-03	5.47E-02	1.16E-06	2.35E-03	7.38E-03	8.43E-03	2.50E-03	3.50E-03	6.53E-03
1:Del:T:4	0.00E+00	9.18E-03	9.97E-08	3.00E-02	8.33E-08	8.24E-03	0.00E+00	0.00E+00	7.06E-03	0.00E+00	5.56E-03	1.36E-06	2.01E-02	9.04E-08	1.82E-03	5.98E-02	1.18E-02	3.87E-02	2.56E-07	4.13E-03
1:Del:T:5	1.46E-06	1.20E-02	1.34E-07	4.80E-03	3.79E-04	2.70E-05	4.60E-03	3.11E-07	6.65E-02	1.81E-07	2.25E-02	3.13E-07	5.66E-03	1.72E-06	9.96E-03	1.94E-02	1.02E-01	1.20E-02	6.63E-05	4.51E-02
1:Ins:C:0	6.24E-08	0.00E+00	1.70E-05	1.71E-07	1.43E-07	0.00E+00	1.20E-03	4.25E-04	2.03E-03	2.43E-04	6.02E-04	1.54E-03	6.56E-08	8.09E-06	2.75E-04	5.18E-08	1.26E-03	1.97E-06	2.00E-03	4.93E-03
1:Ins:C:1	1.23E-03	6.34E-08	4.21E-08	8.57E-03	1.96E-02	6.34E-07	1.70E-07	1.39E-08	8.26E-04	6.81E-07	3.11E-02	3.14E-07	3.08E-03	3.75E-02	3.52E-03	1.40E-46	5.53E-03	5.01E-08	2.57E-07	8.59E-04
1:Ins:C:2	1.78E-08	1.90E-04	5.79E-08	6.40E-07	3.06E-08	0.00E+00	7.37E-05	1.69E-03	1.74E-03	1.09E-07	4.32E-04	5.33E-04	6.00E-08	5.80E-04	6.48E-05	2.38E-04	1.02E-03	1.15E-04	4.79E-04	3.73E-03
1:Ins:C:3	1.32E-04	6.31E-04	0.00E+00	3.05E-03	4.76E-03	0.00E+00	7.59E-04	0.00E+00	0.00E+00	0.00E+00	1.39E-02	1.61E-03	2.63E-03	9.13E-03	1.22E-03	9.40E-05	8.19E-03	4.77E-03	0.00E+00	9.70E-03
1:Ins:C:4	0.00E+00	3.56E-04	2.64E-04	2.98E-03	0.00E+00	1.93E-06	6.47E-04	6.68E-04	3.14E-04	3.42E-04	7.32E-04	0.00E+00	1.26E-03	4.15E-04	4.03E-03	6.82E-03	8.80E-03	1.26E-03	4.87E-04	1.38E-02
1:Ins:C:5	3.38E-03	1.66E-04	2.24E-09	5.83E-03	0.00E+00	0.00E+00	9.09E-04	5.65E-04	5.90E-03	2.28E-07	2.62E-03	1.01E-04	2.04E-03	0.00E+00	1.95E-02	1.56E-02	9.02E-03	3.31E-02	1.27E-03	1.25E-02
1:Ins:T:0	2.14E-04	4.50E-04	2.27E-07	3.58E-03	1.21E-07	2.92E-03	7.11E-04	0.00E+00	4.66E-03	4.42E-03	1.40E-46	1.11E-03	6.64E-03	1.08E-03	1.75E-03	8.27E-03	1.43E-02	3.84E-03	6.08E-03	5.11E-03
1:Ins:T:1	3.30E-06	2.83E-04	6.79E-08	3.57E-03	3.74E-08	1.82E-03	2.18E-03	3.31E-06	1.55E-03	7.60E-05	3.58E-03	3.13E-03	2.86E-03	3.31E-07	2.21E-03	6.88E-03	8.96E-03	2.59E-03	7.23E-03	4.29E-03
1:Ins:T:2	3.93E-05	3.94E-04	1.35E-07	5.41E-04	9.81E-08	2.17E-04	4.96E-04	0.00E+00	1.02E-03	2.08E-07	1.40E-46	8.68E-04	3.26E-03	4.17E-07	0.00E+00	7.73E-04	3.96E-03	1.98E-03	1.02E-07	9.07E-03
1:Ins:T:3	4.96E-04	5.56E-04	0.00E+00	2.69E-04	4.28E-08	0.00E+00	0.00E+00	0.00E+00	2.67E-03	0.00E+00	3.82E-03	2.07E-04	7.68E-04	6.67E-04	2.26E-03	8.73E-07	4.70E-03	4.48E-03	5.29E-08	0.00E+00
1:Ins:T:4	1.50E-03	5.01E-04	1.28E-04	0.00E+00	8.42E-04	1.40E-46	2.31E-03	1.75E-04	9.75E-04	8.85E-07	2.84E-03	1.86E-08	0.00E+00	1.45E-07	1.71E-02	7.34E-03	5.14E-03	2.99E-46	7.53E-04	9.13E-02
1:Ins:T:5	3.64E-03	3.10E-07	1.40E-46	3.11E-03	4.89E-08	3.41E-06	4.36E-03	1.57E-05	6.18E-03	4.81E-07	3.29E-03	2.12E-03	7.91E-03	2.89E-07	5.91E-02	1.87E-06	6.82E-03	6.54E-03	4.39E-03	4.95E-02
