MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	2.76E-04	0.00E+00	1.11E-03	3.48E-04	4.83E-03	3.34E-02	8.43E-03	1.99E-03	6.72E-03
1:Del:C:1	2.98E-04	6.30E-05	1.22E-03	1.25E-08	1.99E-03	1.59E-02	3.48E-02	2.66E-04	4.16E-03
1:Del:C:2	2.38E-05	0.00E+00	4.38E-04	0.00E+00	8.26E-04	7.12E-04	6.80E-04	1.15E-03	0.00E+00
1:Del:C:3	4.99E-04	6.38E-06	2.06E-04	3.00E-04	7.65E-04	1.37E-03	3.51E-03	7.57E-04	7.30E-04
1:Del:C:4	3.04E-04	0.00E+00	6.81E-05	7.59E-04	3.33E-04	1.42E-03	4.27E-03	1.38E-03	4.06E-04
1:Del:C:5	2.67E-04	0.00E+00	0.00E+00	8.55E-04	7.09E-05	2.55E-04	4.88E-03	3.88E-03	1.18E-03
1:Del:T:0	7.37E-04	3.46E-04	7.81E-05	1.06E-03	5.09E-03	9.73E-03	2.94E-02	1.25E-03	2.77E-03
1:Del:T:1	1.59E-04	0.00E+00	5.59E-04	3.12E-04	1.47E-03	1.91E-03	8.16E-03	0.00E+00	3.01E-03
1:Del:T:2	4.07E-05	5.39E-04	1.41E-03	8.13E-04	1.67E-03	5.44E-03	8.63E-03	1.76E-04	1.40E-46
1:Del:T:3	2.61E-04	4.47E-04	4.53E-04	1.87E-03	1.32E-03	5.99E-03	1.62E-02	1.33E-03	3.93E-03
1:Del:T:4	6.86E-04	0.00E+00	7.66E-04	2.44E-03	0.00E+00	8.71E-03	1.92E-02	9.68E-03	1.07E-02
1:Del:T:5	1.91E-08	7.83E-07	3.04E-07	5.03E-03	1.92E-03	4.92E-09	3.96E-02	8.02E-07	6.01E-02
1:Ins:C:0	9.63E-05	8.34E-05	2.22E-05	6.30E-05	6.62E-04	5.55E-08	3.89E-04	1.17E-04	7.49E-04
1:Ins:C:1	3.68E-05	7.90E-05	1.47E-04	9.22E-05	2.51E-04	0.00E+00	1.46E-04	0.00E+00	2.17E-04
1:Ins:C:2	1.00E-04	0.00E+00	9.25E-09	0.00E+00	4.48E-04	1.45E-08	5.77E-04	2.60E-07	2.75E-04
1:Ins:C:3	3.73E-05	1.26E-05	6.36E-09	1.80E-04	8.84E-05	4.62E-07	6.84E-04	3.91E-04	3.69E-05
1:Ins:C:4	2.34E-04	1.11E-04	8.26E-05	5.05E-04	0.00E+00	3.06E-04	1.33E-03	0.00E+00	6.32E-04
1:Ins:C:5	2.23E-03	2.51E-04	7.74E-04	1.79E-03	0.00E+00	6.22E-05	2.24E-02	3.09E-02	4.15E-04
1:Ins:T:0	3.57E-04	0.00E+00	4.17E-04	5.47E-04	4.37E-04	1.30E-03	5.27E-03	8.32E-03	1.32E-03
1:Ins:T:1	1.64E-04	1.33E-04	5.83E-04	3.42E-05	6.89E-04	1.10E-03	5.56E-03	8.07E-04	1.73E-04
1:Ins:T:2	1.29E-05	0.00E+00	2.10E-04	1.24E-04	2.57E-04	2.83E-04	1.46E-03	4.39E-04	2.94E-04
1:Ins:T:3	2.54E-04	0.00E+00	0.00E+00	3.76E-04	2.12E-04	2.00E-04	1.94E-03	7.60E-04	4.96E-04
1:Ins:T:4	7.98E-04	0.00E+00	1.73E-04	9.28E-04	3.84E-04	3.60E-04	5.26E-03	7.89E-03	7.53E-04
1:Ins:T:5	5.23E-03	1.21E-06	2.53E-07	7.03E-08	1.40E-03	6.09E-04	5.52E-03	4.86E-07	1.98E-07
2:Del:R:0	1.92E-04	2.18E-05	1.02E-04	2.36E-04	6.14E-04	1.39E-03	6.58E-03	1.08E-03	1.64E-03
2:Del:R:1	4.50E-04	1.39E-04	0.00E+00	6.46E-04	1.39E-03	8.94E-04	5.70E-03	2.90E-04	1.91E-03
2:Del:R:2	9.89E-05	2.03E-04	1.40E-46	2.88E-04	1.75E-04	2.91E-04	1.31E-03	3.33E-04	2.19E-04
2:Del:R:3	2.79E-08	9.31E-05	3.89E-08	4.59E-08	2.27E-08	1.06E-07	1.34E-04	2.16E-06	1.93E-07
2:Del:R:4	7.83E-05	1.19E-04	3.33E-34	3.09E-04	2.61E-04	1.03E-04	1.17E-03	2.20E-08	3.25E-04
2:Del:R:5	0.00E+00	1.68E-03	2.61E-06	3.83E-06	4.30E-04	1.79E-08	1.62E-04	2.85E-03	7.81E-03
3:Del:R:0	5.74E-05	0.00E+00	1.96E-04	5.06E-04	6.68E-04	1.43E-04	1.66E-03	4.40E-04	6.78E-04
3:Del:R:1	5.64E-04	7.48E-05	2.81E-04	5.58E-04	3.66E-05	1.21E-03	5.46E-03	6.53E-03	6.88E-04
3:Del:R:2	1.89E-04	8.51E-05	2.81E-04	3.21E-04	0.00E+00	8.58E-06	3.16E-03	2.06E-03	4.18E-04
3:Del:R:3	1.05E-04	3.15E-05	2.25E-09	7.40E-09	1.80E-08	1.78E-04	9.04E-04	1.46E-04	6.22E-04
3:Del:R:4	3.23E-09	1.07E-08	1.64E-08	8.26E-09	3.48E-08	1.04E-08	8.47E-08	3.11E-08	6.88E-08
3:Del:R:5	3.23E-09	1.07E-08	1.64E-08	8.26E-09	3.48E-08	1.04E-08	8.47E-08	3.11E-08	6.88E-08
4:Del:R:0	3.77E-08	1.93E-04	1.15E-04	2.37E-08	6.01E-04	0.00E+00	8.69E-04	4.89E-04	3.30E-04
4:Del:R:1	3.36E-04	0.00E+00	0.00E+00	4.00E-04	5.73E-04	6.18E-04	1.01E-03	1.45E-03	5.18E-04
4:Del:R:2	9.30E-05	0.00E+00	2.15E-04	1.79E-08	2.09E-04	4.44E-04	4.27E-04	3.03E-04	2.41E-04
4:Del:R:3	1.38E-07	1.57E-02	4.38E-08	4.81E-08	1.84E-07	8.27E-08	2.62E-03	7.11E-07	7.06E-02
4:Del:R:4	3.23E-09	1.07E-08	1.64E-08	8.26E-09	3.48E-08	1.04E-08	8.47E-08	3.11E-08	6.88E-08
4:Del:R:5	1.75E-08	4.24E-08	3.23E-08	2.64E-05	5.51E-08	7.30E-08	7.31E-08	1.03E-07	2.02E-04
