MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
1:Del:C:0	1.32E-03	0.00E+00	6.33E-04	0.00E+00	3.92E-02	3.85E-03	3.16E-02	1.98E-03	2.02E-03	2.62E-02	2.36E-02	3.49E-02	7.70E-03	3.21E-02
1:Del:C:1	3.02E-04	2.68E-04	7.44E-05	4.01E-07	1.70E-02	2.08E-03	1.58E-02	4.53E-03	4.66E-03	5.00E-03	1.78E-02	2.12E-02	1.45E-02	1.81E-02
1:Del:C:2	6.36E-05	1.78E-04	3.13E-07	0.00E+00	6.03E-04	2.49E-04	9.03E-04	9.33E-04	1.57E-03	3.40E-03	1.39E-03	3.09E-04	1.01E-03	1.88E-07
1:Del:C:3	0.00E+00	6.60E-04	0.00E+00	2.23E-04	8.99E-03	1.43E-02	5.30E-03	4.13E-03	4.80E-03	9.00E-03	4.13E-03	4.62E-03	3.29E-04	1.05E-03
1:Del:C:4	0.00E+00	2.87E-04	0.00E+00	9.57E-04	2.58E-03	1.67E-03	3.17E-03	1.36E-03	1.53E-03	3.78E-03	8.78E-03	4.90E-03	1.89E-03	1.62E-02
1:Del:C:5	0.00E+00	7.23E-04	6.51E-09	1.95E-03	8.67E-06	7.58E-04	6.67E-05	2.75E-04	5.75E-04	1.82E-03	3.25E-03	7.75E-04	4.25E-03	1.46E-03
1:Del:T:0	4.57E-04	1.15E-03	8.51E-04	9.76E-04	1.27E-02	1.14E-02	1.41E-02	4.79E-03	9.98E-03	1.62E-02	2.23E-02	2.17E-02	1.85E-02	9.79E-03
1:Del:T:1	5.35E-04	0.00E+00	0.00E+00	0.00E+00	1.80E-02	1.21E-03	1.19E-02	1.66E-03	2.31E-03	7.66E-03	1.45E-02	1.58E-02	3.34E-03	1.76E-02
1:Del:T:2	7.50E-04	1.87E-46	4.83E-08	1.50E-03	3.24E-02	9.35E-04	2.00E-02	1.55E-03	4.79E-04	3.11E-03	4.45E-02	9.71E-03	9.16E-03	3.11E-02
1:Del:T:3	5.90E-05	3.92E-04	9.28E-04	2.57E-03	7.92E-03	2.32E-02	1.90E-02	8.31E-03	2.16E-03	7.76E-03	1.65E-02	2.02E-02	2.06E-02	1.07E-02
1:Del:T:4	1.57E-04	1.30E-04	1.40E-46	6.45E-03	1.36E-02	9.73E-03	1.60E-02	3.85E-04	0.00E+00	2.13E-02	3.38E-02	9.32E-03	1.50E-02	8.71E-03
1:Del:T:5	1.26E-06	2.73E-07	7.84E-08	1.39E-02	8.89E-04	1.10E-01	2.37E-03	6.52E-03	3.23E-03	2.09E-02	4.34E-04	9.82E-03	2.20E-02	1.83E-02
1:Ins:C:0	1.84E-08	7.71E-08	2.22E-08	8.49E-08	2.98E-08	1.10E-03	3.51E-08	9.82E-04	1.56E-03	3.73E-04	3.12E-07	9.68E-07	3.46E-07	1.85E-07
1:Ins:C:1	5.67E-07	2.41E-08	2.14E-08	7.08E-08	3.23E-04	4.85E-04	5.54E-04	6.35E-04	1.54E-03	2.72E-03	1.73E-03	1.05E-03	1.59E-06	4.07E-04
1:Ins:C:2	1.56E-08	2.88E-08	4.39E-08	5.22E-08	1.82E-04	2.24E-04	1.92E-04	1.80E-04	4.08E-04	1.54E-03	4.12E-04	2.62E-03	4.13E-04	4.35E-04
1:Ins:C:3	3.75E-08	5.06E-05	5.03E-05	3.93E-08	1.47E-07	1.72E-04	1.76E-08	1.83E-08	1.82E-04	5.24E-04	9.09E-04	2.02E-04	5.28E-04	7.28E-04
1:Ins:C:4	7.57E-05	2.50E-04	0.00E+00	3.63E-04	0.00E+00	2.79E-03	0.00E+00	1.84E-04	3.16E-04	1.40E-46	3.03E-03	2.68E-04	2.05E-03	1.54E-03
1:Ins:C:5	1.68E-08	5.14E-03	2.06E-07	1.56E-03	5.23E-04	8.26E-04	1.75E-03	3.51E-03	0.00E+00	1.85E-06	3.31E-03	0.00E+00	3.77E-02	3.75E-03
1:Ins:T:0	2.93E-04	1.91E-04	2.01E-08	1.99E-07	2.42E-03	3.35E-03	4.87E-03	2.53E-04	2.24E-03	1.95E-03	7.35E-03	7.58E-03	3.39E-03	4.47E-04
1:Ins:T:1	4.43E-08	3.69E-08	1.31E-07	3.03E-08	6.68E-03	5.55E-07	5.31E-03	7.02E-04	1.92E-03	7.03E-03	4.12E-03	7.10E-03	0.00E+00	4.71E-03
1:Ins:T:2	1.67E-08	1.69E-07	9.57E-05	1.97E-04	8.79E-04	1.16E-03	3.89E-04	8.16E-04	1.44E-03	8.13E-03	2.15E-03	2.98E-03	7.51E-04	5.97E-03
1:Ins:T:3	8.35E-05	5.15E-04	6.22E-05	6.84E-06	1.03E-03	2.37E-03	7.85E-04	8.01E-04	2.36E-07	3.00E-03	1.41E-02	6.72E-03	7.27E-03	4.36E-03
1:Ins:T:4	3.17E-04	1.83E-03	4.74E-05	8.09E-08	4.74E-04	3.33E-04	2.33E-03	1.18E-03	4.12E-04	3.54E-03	1.56E-03	1.98E-04	1.25E-02	8.28E-03
1:Ins:T:5	1.28E-03	9.04E-03	0.00E+00	3.58E-23	3.33E-03	7.88E-03	3.29E-03	5.19E-03	8.39E-03	1.35E-02	7.80E-03	1.43E-02	5.99E-02	1.01E-01
2:Del:R:0	1.63E-04	7.04E-04	2.39E-04	0.00E+00	3.08E-03	1.22E-02	3.78E-03	1.19E-02	2.66E-03	1.97E-03	6.01E-03	1.02E-02	3.95E-03	9.35E-03
2:Del:R:1	0.00E+00	6.44E-05	1.18E-04	2.78E-04	1.78E-04	3.43E-04	5.28E-04	6.07E-03	4.27E-03	4.76E-03	3.07E-03	7.21E-03	4.88E-03	2.12E-02
2:Del:R:2	2.03E-08	1.33E-04	9.73E-05	6.40E-04	5.79E-04	2.33E-03	4.07E-04	3.56E-04	5.50E-04	2.54E-08	5.39E-04	1.09E-03	1.78E-03	2.83E-03
2:Del:R:3	1.43E-08	2.83E-04	1.75E-08	2.83E-04	2.88E-04	6.25E-08	3.39E-08	1.27E-04	6.11E-08	1.31E-04	9.35E-08	3.08E-07	2.20E-03	3.57E-04
2:Del:R:4	5.03E-08	1.07E-04	1.14E-08	8.32E-05	9.58E-05	7.81E-08	1.21E-05	3.47E-07	2.24E-04	2.16E-05	1.00E-07	3.07E-07	8.64E-04	1.26E-04
