MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
1:Del:C:0	1.43E-07	5.62E-46	3.48E-07	3.41E-07	1.16E-07	6.94E-03	3.44E-02	3.25E-03	3.93E-02	1.23E-05	6.05E-03	2.42E-02	1.24E-02	5.38E-02	9.62E-03	2.13E-02	4.08E-03
1:Del:C:1	1.44E-08	0.00E+00	1.40E-08	7.34E-08	1.59E-04	1.34E-03	1.93E-02	1.11E-03	4.77E-02	3.73E-02	2.59E-02	2.26E-03	1.61E-02	1.70E-02	4.44E-02	1.38E-02	1.17E-02
1:Del:C:2	1.97E-07	1.93E-04	0.00E+00	1.64E-08	1.46E-03	1.75E-04	5.96E-04	2.56E-03	1.31E-03	2.74E-03	5.94E-04	3.66E-03	3.72E-03	4.61E-03	7.39E-05	5.17E-03	1.73E-03
1:Del:C:3	3.34E-05	7.24E-04	3.08E-08	5.74E-08	1.03E-03	1.22E-04	2.67E-03	1.99E-03	1.80E-02	7.02E-03	2.89E-03	2.06E-02	1.70E-02	3.16E-03	3.40E-03	1.74E-02	5.23E-03
1:Del:C:4	0.00E+00	3.36E-04	2.00E-04	3.77E-08	1.40E-46	1.56E-03	3.63E-03	0.00E+00	3.79E-03	1.16E-04	1.15E-02	5.22E-03	5.07E-03	1.53E-02	0.00E+00	5.12E-03	1.13E-03
1:Del:C:5	1.60E-07	5.00E-04	3.16E-02	2.53E-07	1.84E-03	2.80E-02	4.74E-07	9.35E-07	1.74E-04	8.65E-04	5.66E-03	4.08E-02	8.39E-04	1.03E-02	3.79E-07	1.87E-02	7.15E-02
1:Del:T:0	0.00E+00	1.07E-04	1.01E-03	4.21E-04	0.00E+00	3.25E-03	1.73E-02	8.91E-03	3.24E-02	3.37E-03	1.61E-02	5.80E-02	1.18E-02	1.76E-02	2.93E-02	2.31E-02	1.20E-05
1:Del:T:1	0.00E+00	2.01E-04	2.88E-04	4.37E-04	8.55E-04	3.53E-07	6.81E-03	4.01E-03	7.43E-03	6.75E-03	6.49E-03	2.02E-02	4.28E-46	2.92E-02	6.84E-03	3.93E-04	1.50E-03
1:Del:T:2	2.09E-04	8.41E-08	1.10E-04	1.56E-08	2.20E-03	4.25E-04	1.28E-02	0.00E+00	2.60E-02	1.76E-02	2.33E-02	2.44E-02	1.87E-46	6.88E-02	1.87E-02	1.90E-03	2.12E-04
1:Del:T:3	0.00E+00	2.80E-03	2.90E-04	0.00E+00	4.17E-03	0.00E+00	9.38E-03	2.98E-03	1.97E-02	2.32E-03	1.94E-02	4.44E-02	1.30E-02	3.07E-02	2.88E-04	2.25E-02	2.82E-02
1:Del:T:4	3.17E-04	4.73E-03	6.87E-08	0.00E+00	0.00E+00	0.00E+00	9.49E-03	0.00E+00	3.36E-02	1.40E-46	6.58E-02	4.39E-02	2.01E-06	2.70E-02	4.73E-03	3.86E-02	1.90E-03
1:Del:T:5	4.91E-08	6.21E-03	1.67E-03	3.09E-07	4.83E-07	2.27E-04	5.55E-46	1.94E-07	8.28E-04	1.54E-06	1.69E-02	2.04E-06	1.23E-03	2.51E-05	2.14E-07	1.00E-01	2.68E-02
1:Ins:C:0	5.03E-09	1.84E-04	1.69E-07	0.00E+00	3.61E-04	1.83E-06	3.98E-08	1.46E-03	2.72E-05	3.82E-03	4.75E-08	0.00E+00	1.36E-03	8.41E-08	1.59E-07	1.12E-03	1.07E-03
1:Ins:C:1	4.49E-09	2.66E-06	2.79E-08	2.41E-07	7.93E-08	3.54E-04	0.00E+00	1.43E-03	2.77E-08	3.10E-03	7.30E-07	1.02E-05	1.03E-03	1.12E-03	5.29E-04	1.35E-03	1.77E-03
1:Ins:C:2	2.12E-07	1.99E-07	6.13E-04	1.49E-02	1.24E-07	6.59E-04	8.35E-07	6.00E-07	1.02E-02	2.25E-06	2.41E-07	7.20E-03	9.55E-02	1.15E-03	2.39E-03	2.10E-06	1.05E-02
1:Ins:C:3	2.91E-04	2.97E-04	1.15E-08	1.47E-03	0.00E+00	0.00E+00	1.55E-07	1.04E-04	8.83E-04	1.80E-03	4.03E-04	2.32E-04	3.88E-03	1.29E-03	3.76E-04	5.59E-04	1.87E-46
1:Ins:C:4	2.92E-04	3.63E-04	0.00E+00	0.00E+00	1.89E-04	0.00E+00	0.00E+00	0.00E+00	1.37E-03	2.21E-04	2.86E-03	2.02E-03	7.06E-03	2.11E-03	3.47E-03	1.73E-03	4.79E-03
1:Ins:C:5	2.90E-03	1.44E-03	0.00E+00	6.91E-04	1.12E-04	0.00E+00	4.07E-03	7.09E-06	2.62E-04	2.96E-03	1.34E-02	2.59E-02	3.81E-03	6.86E-03	2.01E-02	1.03E-02	5.20E-02
1:Ins:T:0	2.62E-04	4.77E-04	1.35E-07	8.68E-04	6.40E-04	2.02E-03	6.82E-04	7.58E-04	4.78E-03	8.07E-03	4.27E-03	3.09E-03	7.83E-03	2.99E-03	3.69E-03	4.37E-03	2.42E-02
1:Ins:T:1	0.00E+00	1.80E-04	1.55E-05	2.96E-04	0.00E+00	1.18E-03	9.96E-04	8.11E-04	4.73E-03	1.27E-02	1.88E-03	5.54E-03	3.02E-03	1.09E-03	2.70E-03	3.16E-05	9.13E-03
1:Ins:T:2	4.29E-05	2.09E-04	7.97E-04	1.03E-07	1.03E-03	1.34E-04	7.30E-04	7.97E-04	4.50E-04	2.19E-03	1.78E-03	7.55E-04	0.00E+00	3.60E-03	3.15E-03	1.52E-03	8.25E-04
1:Ins:T:3	5.79E-04	4.79E-05	0.00E+00	0.00E+00	9.20E-04	0.00E+00	4.30E-04	4.91E-04	1.63E-03	1.16E-03	1.96E-04	2.80E-46	1.32E-03	8.43E-04	1.52E-03	5.20E-03	3.45E-03
1:Ins:T:4	3.05E-03	6.43E-04	7.93E-08	2.38E-05	2.80E-46	1.14E-04	2.39E-03	0.00E+00	0.00E+00	3.66E-06	1.73E-07	0.00E+00	5.41E-04	3.85E-07	1.96E-02	1.48E-03	6.04E-02
1:Ins:T:5	8.24E-03	1.27E-08	1.55E-03	9.61E-08	3.17E-07	1.75E-07	5.04E-03	4.38E-08	1.86E-07	1.79E-06	4.94E-07	2.79E-06	4.17E-07	1.57E-02	7.61E-02	4.58E-46	6.57E-02
2:Del:R:0	6.85E-06	0.00E+00	0.00E+00	3.55E-08	6.71E-04	7.93E-04	1.16E-03	1.84E-03	8.44E-03	2.40E-03	2.16E-03	1.50E-02	3.99E-03	5.18E-03	0.00E+00	1.29E-03	3.05E-03
2:Del:R:1	8.88E-05	1.74E-04	4.87E-04	4.23E-03	7.37E-04	1.55E-03	2.33E-03	5.53E-03	1.12E-03	5.49E-03	4.35E-03	3.92E-03	1.16E-02	7.16E-03	1.45E-03	7.98E-03	1.63E-02
2:Del:R:2	2.74E-04	1.88E-04	2.07E-07	3.18E-06	0.00E+00	2.66E-04	1.21E-06	0.00E+00	3.47E-08	1.58E-04	2.02E-03	8.79E-04	1.78E-03	2.12E-03	4.50E-04	1.83E-03	2.48E-03
2:Del:R:3	1.52E-04	1.58E-07	1.63E-08	1.67E-02	8.62E-08	1.18E-07	0.00E+00	2.91E-07	1.39E-02	1.41E-03	3.19E-03	5.09E-03	5.59E-02	2.85E-02	1.88E-03	1.34E-03	0.00E+00
2:Del:R:4	1.99E-08	2.21E-04	1.16E-04	4.56E-08	2.07E-08	2.01E-08	7.73E-08	1.67E-08	7.88E-05	2.82E-08	4.60E-04	2.11E-04	1.10E-07	8.41E-08	7.95E-09	4.62E-04	1.03E-04
2:Del:R:5	2.50E-08	2.55E-08	1.37E-08	1.60E-07	1.65E-04	2.95E-08	1.11E-07	4.68E-04	1.27E-04	1.11E-06	9.58E-08	1.26E-04	2.74E-04	1.82E-03	3.38E-04	9.91E-04	7.12E-04
3:Del:R:0	3.58E-07	1.99E-04	4.61E-08	0.00E+00	4.09E-05	4.48E-03	6.97E-09	2.84E-03	4.45E-04	7.01E-03	3.81E-03	4.20E-46	6.07E-03	4.13E-03	6.27E-03	1.17E-03	4.69E-03
3:Del:R:1	8.73E-04	7.03E-04	0.00E+00	4.41E-04	0.00E+00	6.42E-08	2.37E-03	3.09E-04	1.94E-03	6.91E-03	4.16E-03	2.20E-03	1.34E-03	3.65E-03	6.73E-03	2.53E-02	7.24E-03
3:Del:R:2	4.79E-05	1.52E-04	2.19E-04	1.81E-08	0.00E+00	0.00E+00	4.33E-04	9.74E-04	1.41E-03	1.09E-03	1.97E-03	4.94E-03	1.07E-08	5.92E-04	2.78E-04	5.63E-04	1.35E-03
3:Del:R:3	1.40E-04	7.22E-05	8.20E-08	1.96E-04	4.69E-08	0.00E+00	1.72E-04	1.42E-08	8.96E-05	3.20E-07	0.00E+00	3.85E-04	1.47E-04	1.23E-07	1.34E-04	3.86E-04	6.91E-04
3:Del:R:4	1.72E-08	1.42E-08	2.13E-08	9.08E-08	6.08E-08	4.71E-08	8.34E-08	4.89E-08	8.43E-08	1.44E-07	9.66E-08	2.92E-08	1.60E-07	1.50E-07	1.20E-07	1.04E-07	2.25E-07
3:Del:R:5	1.72E-08	1.42E-08	2.13E-08	9.08E-08	6.08E-08	4.71E-08	8.34E-08	4.89E-08	8.43E-08	1.44E-07	9.66E-08	2.92E-08	1.60E-07	1.50E-07	1.20E-07	1.04E-07	2.25E-07
4:Del:R:0	9.21E-09	1.08E-08	2.46E-04	2.53E-08	3.83E-04	1.53E-03	4.20E-04	3.81E-03	4.55E-08	3.99E-03	4.06E-04	1.81E-03	7.06E-04	2.35E-03	8.98E-04	6.17E-04	1.38E-03
4:Del:R:1	2.58E-04	5.87E-04	0.00E+00	8.91E-04	9.27E-04	1.87E-46	6.26E-07	2.56E-04	2.34E-03	2.78E-03	3.93E-03	2.36E-03	1.93E-04	5.12E-04	1.54E-03	5.02E-03	2.59E-03
4:Del:R:2	8.76E-09	2.11E-08	1.32E-07	3.39E-04	3.88E-04	0.00E+00	4.00E-08	3.27E-04	5.36E-04	3.36E-04	8.61E-04	1.58E-03	3.16E-04	7.04E-04	1.39E-08	1.10E-08	1.91E-04
4:Del:R:3	1.72E-08	1.42E-08	2.13E-08	9.08E-08	6.08E-08	4.71E-08	8.34E-08	4.89E-08	8.43E-08	1.44E-07	9.66E-08	2.92E-08	1.60E-07	1.50E-07	1.20E-07	1.04E-07	2.25E-07
4:Del:R:4	1.72E-08	1.42E-08	2.13E-08	9.08E-08	6.08E-08	4.71E-08	8.34E-08	4.89E-08	8.43E-08	1.44E-07	9.66E-08	2.92E-08	1.60E-07	1.50E-07	1.20E-07	1.04E-07	2.25E-07
4:Del:R:5	2.23E-08	4.49E-08	3.25E-08	7.97E-08	2.51E-04	3.90E-08	1.51E-07	1.79E-07	2.25E-04	2.59E-07	1.94E-04	5.44E-04	1.13E-03	1.29E-04	4.00E-04	1.11E-04	7.61E-07
5:Del:R:0	1.93E-08	4.20E-46	1.22E-02	0.00E+00	2.38E-02	2.19E-02	5.78E-07	4.15E-03	1.40E-46	3.75E-02	8.36E-08	1.58E-02	5.33E-02	1.28E-02	1.84E-02	1.69E-06	3.96E-02
5:Del:R:1	0.00E+00	4.33E-04	6.10E-08	1.99E-04	9.97E-06	4.08E-04	5.12E-04	0.00E+00	0.00E+00	4.20E-46	1.90E-03	1.54E-05	5.83E-03	2.53E-03	0.00E+00	4.33E-03	2.44E-03
5:Del:R:2	2.90E-08	9.57E-07	2.56E-05	8.19E-08	0.00E+00	1.93E-08	2.20E-06	1.21E-07	3.58E-04	5.59E-04	1.42E-04	2.96E-04	9.33E-07	1.61E-03	3.17E-04	1.07E-03	1.91E-07
5:Del:R:3	2.97E-08	4.04E-08	5.04E-08	1.44E-04	7.93E-08	5.06E-08	1.09E-07	6.97E-08	8.50E-08	1.43E-07	8.38E-08	2.64E-08	1.23E-04	1.89E-07	1.31E-07	9.06E-08	4.66E-06
5:Del:R:4	1.72E-08	1.42E-08	2.13E-08	9.08E-08	6.08E-08	4.71E-08	8.34E-08	4.89E-08	8.43E-08	1.44E-07	9.66E-08	2.92E-08	1.60E-07	1.50E-07	1.20E-07	1.04E-07	2.25E-07
5:Del:R:5	1.72E-08	1.42E-08	2.13E-08	9.08E-08	6.08E-08	4.71E-08	8.34E-08	4.89E-08	8.43E-08	1.44E-07	9.66E-08	2.92E-08	1.60E-07	1.50E-07	1.20E-07	1.04E-07	2.25E-07
2:Ins:R:0	1.37E-07	3.60E-04	0.00E+00	0.00E+00	1.14E-05	8.08E-04	2.16E-05	6.81E-04	2.98E-04	1.93E-03	1.60E-04	1.35E-03	3.69E-03	2.88E-04	0.00E+00	1.31E-03	1.52E-03
2:Ins:R:1	4.65E-09	7.94E-05	2.60E-04	3.32E-08	1.03E-03	0.00E+00	3.32E-04	1.57E-04	2.66E-04	2.86E-03	4.04E-03	3.50E-03	2.77E-07	3.45E-03	2.26E-03	1.51E-03	7.80E-05
2:Ins:R:2	1.10E-08	2.87E-04	9.43E-08	7.84E-05	1.71E-07	2.96E-09	6.30E-04	7.67E-05	6.05E-04	2.41E-03	3.55E-04	1.08E-03	7.55E-04	5.22E-03	7.77E-04	6.99E-04	2.19E-03
2:Ins:R:3	9.74E-05	6.67E-06	1.99E-08	1.09E-04	0.00E+00	2.35E-04	6.68E-04	6.31E-05	1.58E-06	3.81E-04	0.00E+00	1.99E-04	5.27E-08	2.17E-06	5.73E-04	1.21E-07	4.96E-04
2:Ins:R:4	6.22E-04	2.35E-04	8.96E-05	2.82E-04	0.00E+00	0.00E+00	1.12E-04	4.84E-04	2.87E-03	0.00E+00	3.70E-04	1.54E-03	2.49E-03	2.80E-46	3.58E-03	6.93E-04	4.02E-03
2:Ins:R:5	2.41E-03	3.09E-03	0.00E+00	5.04E-04	5.11E-04	0.00E+00	0.00E+00	6.90E-04	6.02E-04	2.46E-03	6.60E-03	7.70E-03	7.97E-03	1.14E-02	1.07E-02	8.26E-03	3.30E-02
3:Ins:R:0	5.74E-06	3.57E-07	6.10E-09	1.03E-07	1.68E-04	0.00E+00	9.30E-08	2.12E-04	2.42E-07	6.24E-07	1.12E-06	8.71E-04	3.77E-04	1.32E-03	1.60E-03	8.22E-04	1.29E-03
3:Ins:R:1	1.30E-08	9.60E-05	1.26E-08	6.15E-08	2.21E-04	2.21E-04	2.09E-04	0.00E+00	1.36E-04	3.79E-04	2.19E-03	2.52E-03	5.18E-03	8.20E-08	4.29E-08	2.12E-03	1.42E-03
3:Ins:R:2	3.62E-05	4.04E-05	4.82E-08	6.14E-08	1.71E-07	9.88E-08	2.50E-07	4.70E-08	3.43E-06	2.39E-07	7.22E-04	6.25E-04	1.19E-03	1.22E-03	6.62E-04	5.59E-04	1.27E-03
3:Ins:R:3	2.99E-08	7.59E-09	9.99E-08	1.08E-07	2.39E-08	0.00E+00	5.84E-08	2.61E-08	2.97E-04	2.59E-04	1.26E-06	3.02E-04	7.54E-04	5.59E-04	1.33E-04	2.78E-07	1.61E-07
3:Ins:R:4	1.70E-08	7.89E-05	3.04E-08	2.37E-07	4.05E-05	2.38E-04	8.07E-07	3.28E-04	4.63E-08	2.68E-04	4.38E-08	9.71E-08	2.67E-07	8.49E-08	8.06E-08	3.51E-04	1.64E-03
3:Ins:R:5	1.76E-04	2.31E-04	0.00E+00	9.48E-06	2.38E-04	4.61E-04	0.00E+00	2.22E-08	2.19E-04	8.77E-06	1.50E-03	2.00E-03	0.00E+00	1.78E-04	6.04E-04	6.67E-04	8.32E-06
4:Ins:R:0	3.72E-05	1.45E-08	1.56E-08	1.67E-04	0.00E+00	9.48E-05	1.17E-07	2.76E-04	5.36E-08	5.44E-04	2.18E-08	6.76E-08	4.41E-04	7.56E-08	1.17E-04	4.68E-04	2.04E-08
4:Ins:R:1	1.75E-04	8.82E-05	0.00E+00	1.77E-04	0.00E+00	1.38E-04	4.53E-04	4.48E-04	2.84E-04	7.01E-03	1.28E-03	1.20E-03	9.27E-04	2.94E-03	4.95E-03	7.25E-03	0.00E+00
4:Ins:R:2	4.19E-05	4.36E-08	3.42E-08	1.29E-07	5.95E-08	5.16E-08	1.00E-07	5.07E-08	3.67E-08	1.77E-07	1.72E-07	2.92E-08	6.72E-08	1.17E-07	3.85E-04	9.41E-08	1.25E-03
4:Ins:R:3	1.72E-08	1.42E-08	2.13E-08	9.08E-08	6.08E-08	4.71E-08	8.34E-08	4.89E-08	8.43E-08	1.44E-07	9.66E-08	2.92E-08	1.60E-07	1.50E-07	1.20E-07	1.04E-07	2.25E-07
4:Ins:R:4	1.74E-04	1.98E-04	8.60E-05	2.50E-08	0.00E+00	1.24E-08	0.00E+00	0.00E+00	2.94E-04	2.76E-04	2.43E-04	0.00E+00	2.72E-04	6.25E-05	4.45E-08	5.73E-04	1.11E-03
4:Ins:R:5	2.32E-04	2.33E-04	4.31E-04	0.00E+00	0.00E+00	4.52E-04	2.88E-04	0.00E+00	1.45E-03	2.25E-04	3.25E-04	0.00E+00	1.10E-03	0.00E+00	1.60E-03	3.75E-03	4.21E-04
5:Ins:R:0	3.22E-08	3.83E-08	5.96E-08	1.29E-07	4.87E-08	4.54E-08	3.87E-07	4.77E-08	7.33E-05	1.42E-07	5.83E-04	4.87E-04	7.49E-04	3.79E-04	1.37E-07	7.89E-07	2.06E-07
5:Ins:R:1	3.14E-04	5.26E-08	0.00E+00	9.68E-05	4.18E-04	1.88E-03	0.00E+00	2.85E-03	0.00E+00	9.02E-03	3.35E-05	1.40E-46	4.02E-03	8.73E-04	4.23E-03	9.55E-03	2.84E-03
5:Ins:R:2	8.42E-05	6.80E-08	4.28E-08	6.96E-08	3.34E-04	1.18E-07	1.12E-07	1.07E-07	9.88E-08	4.42E-04	3.36E-04	2.35E-08	1.41E-07	2.10E-07	1.25E-03	3.32E-04	2.21E-07
5:Ins:R:3	1.36E-07	2.31E-08	9.77E-05	3.24E-08	1.33E-07	0.00E+00	7.12E-05	2.35E-04	6.81E-08	4.25E-04	5.73E-07	7.03E-04	0.00E+00	7.96E-08	1.76E-04	4.98E-04	2.75E-07
5:Ins:R:4	9.64E-05	2.04E-04	3.46E-08	2.38E-04	3.53E-08	1.13E-04	0.00E+00	8.62E-05	8.01E-05	7.64E-04	9.26E-08	4.11E-07	3.53E-04	0.00E+00	5.30E-04	1.59E-05	2.90E-03
5:Ins:R:5	5.31E-09	4.77E-05	1.13E-08	3.25E-08	3.11E-04	9.56E-05	1.58E-07	1.80E-04	1.69E-08	4.14E-04	2.28E-04	7.97E-04	8.73E-04	2.63E-08	4.41E-09	3.41E-08	4.49E-04
2:Del:M:1	1.89E-04	0.00E+00	7.01E-05	5.15E-09	3.93E-04	1.92E-03	0.00E+00	1.17E-03	1.34E-03	1.94E-03	6.14E-04	4.41E-04	2.33E-04	6.02E-03	1.32E-03	2.39E-08	7.79E-04
3:Del:M:1	2.54E-05	3.30E-07	3.59E-04	1.78E-05	1.74E-03	2.28E-03	2.12E-03	3.18E-03	1.01E-03	1.96E-03	2.92E-03	5.04E-03	4.94E-03	6.85E-04	1.13E-03	1.10E-03	3.95E-03
3:Del:M:2	3.76E-04	0.00E+00	0.00E+00	4.28E-04	1.94E-03	4.05E-08	6.20E-08	4.97E-03	1.04E-03	7.34E-03	9.33E-03	5.56E-03	1.65E-03	7.57E-03	4.33E-03	4.60E-03	2.44E-03
4:Del:M:1	0.00E+00	9.51E-05	7.32E-04	5.53E-04	1.40E-46	1.60E-03	3.18E-03	3.03E-03	1.24E-03	4.55E-03	2.56E-03	2.01E-03	2.12E-03	0.00E+00	3.20E-03	1.22E-03	5.28E-03
4:Del:M:2	0.00E+00	1.14E-04	1.22E-08	1.50E-08	0.00E+00	3.31E-04	8.01E-04	1.10E-03	7.51E-04	2.41E-03	5.73E-04	3.12E-03	4.92E-04	3.30E-03	6.25E-08	1.98E-03	1.29E-03
4:Del:M:3	0.00E+00	1.45E-04	1.10E-07	7.48E-04	3.69E-04	1.32E-03	1.07E-03	9.64E-04	1.02E-03	4.59E-04	2.03E-03	5.01E-04	7.39E-04	2.06E-03	3.27E-04	3.24E-06	2.43E-03
5:Del:M:1	3.91E-07	1.60E-07	6.44E-08	1.26E-07	4.79E-03	1.18E-02	1.03E-07	4.57E-02	2.62E-07	6.18E-02	7.56E-03	6.27E-46	3.25E-02	2.95E-07	1.47E-03	7.26E-04	2.80E-06
5:Del:M:2	1.38E-07	3.36E-07	3.19E-02	5.34E-07	1.57E-02	6.05E-02	2.92E-06	2.06E-02	7.59E-04	3.20E-02	0.00E+00	3.27E-02	1.32E-03	5.65E-06	6.99E-03	5.02E-03	2.94E-02
5:Del:M:3	1.79E-04	1.48E-04	1.34E-06	0.00E+00	6.26E-03	3.47E-03	0.00E+00	1.66E-02	0.00E+00	1.23E-02	6.14E-03	9.15E-03	2.56E-02	2.22E-02	3.70E-03	3.06E-02	1.46E-03
5:Del:M:4	5.23E-08	6.05E-05	6.17E-09	4.28E-08	2.80E-46	6.31E-03	3.50E-07	6.09E-03	1.00E-07	1.10E-02	2.37E-03	6.56E-04	6.62E-03	9.17E-04	1.39E-03	2.95E-03	2.29E-02
5:Del:M:5	3.25E-05	9.80E-05	7.69E-05	1.68E-04	1.57E-03	6.66E-04	1.38E-07	5.74E-03	3.88E-04	7.07E-03	3.64E-03	8.09E-03	1.70E-03	6.68E-03	5.84E-03	1.87E-03	2.80E-46
