MutationType	ID83A	ID83B	ID83C
1:Del:C:0	2.07E-02	1.39E-02	1.55E-02
1:Del:C:1	6.24E-03	4.25E-03	4.52E-03
1:Del:C:2	2.55E-04	1.98E-04	2.60E-04
1:Del:C:3	6.91E-04	6.02E-04	6.72E-04
1:Del:C:4	9.31E-04	6.31E-04	5.86E-04
1:Del:C:5	8.20E-04	4.91E-04	4.91E-04
1:Del:T:0	7.74E-03	5.46E-03	6.47E-03
1:Del:T:1	2.28E-03	1.61E-03	1.86E-03
1:Del:T:2	5.24E-03	3.25E-03	3.80E-03
1:Del:T:3	7.86E-03	4.89E-03	5.59E-03
1:Del:T:4	8.22E-03	5.30E-03	6.13E-03
1:Del:T:5	4.89E-02	3.23E-02	4.08E-02
1:Ins:C:0	7.77E-05	1.01E-04	2.08E-04
1:Ins:C:1	1.03E-04	8.24E-05	1.32E-04
1:Ins:C:2	4.20E-05	1.37E-07	2.17E-05
1:Ins:C:3	6.02E-05	7.22E-05	8.55E-05
1:Ins:C:4	3.18E-04	1.84E-04	3.54E-04
1:Ins:C:5	3.69E-04	9.49E-04	2.88E-03
1:Ins:T:0	5.77E-04	4.56E-04	6.66E-04
1:Ins:T:1	4.83E-04	4.24E-04	4.43E-04
1:Ins:T:2	3.45E-04	2.18E-04	2.51E-04
1:Ins:T:3	2.14E-04	1.56E-04	3.97E-04
1:Ins:T:4	4.13E-04	8.51E-04	1.29E-03
1:Ins:T:5	8.54E-03	3.23E-02	8.46E-02
2:Del:R:0	3.49E-04	4.13E-04	4.24E-04
2:Del:R:1	4.84E-04	3.36E-04	4.82E-04
2:Del:R:2	2.32E-04	1.78E-04	3.40E-04
2:Del:R:3	3.18E-05	7.41E-06	9.58E-05
2:Del:R:4	9.41E-05	9.62E-05	1.26E-04
2:Del:R:5	1.73E-04	6.75E-05	9.45E-05
3:Del:R:0	3.29E-04	4.13E-04	3.86E-04
3:Del:R:1	1.98E-04	4.03E-03	7.51E-04
3:Del:R:2	2.11E-04	8.49E-05	2.62E-04
3:Del:R:3	3.50E-05	8.09E-05	1.60E-04
3:Del:R:4	2.39E-08	1.09E-08	1.25E-08
3:Del:R:5	2.39E-08	1.09E-08	1.25E-08
4:Del:R:0	2.11E-04	1.33E-04	2.23E-04
4:Del:R:1	3.67E-04	2.13E-04	2.82E-04
4:Del:R:2	8.39E-05	6.84E-05	1.31E-04
4:Del:R:3	2.25E-07	4.78E-02	2.00E-07
4:Del:R:4	5.02E-02	2.80E-02	2.83E-02
4:Del:R:5	2.39E-08	1.09E-08	1.25E-08
5:Del:R:0	9.46E-03	3.03E-03	9.82E-03
5:Del:R:1	1.99E-04	1.21E-04	6.44E-05
5:Del:R:2	5.99E-05	4.71E-05	4.13E-05
5:Del:R:3	2.39E-08	1.09E-08	1.25E-08
5:Del:R:4	2.39E-08	1.09E-08	1.25E-08
5:Del:R:5	1.26E-05	2.16E-05	5.62E-08
2:Ins:R:0	4.19E-04	7.77E-03	2.26E-04
2:Ins:R:1	2.84E-04	2.68E-04	2.75E-04
2:Ins:R:2	1.36E-04	6.79E-05	1.61E-04
2:Ins:R:3	1.08E-04	5.50E-05	1.05E-04
2:Ins:R:4	9.96E-05	1.08E-04	2.28E-04
2:Ins:R:5	5.86E-04	7.68E-04	1.58E-03
3:Ins:R:0	4.02E-05	3.36E-05	2.73E-05
3:Ins:R:1	2.18E-04	1.10E-04	1.18E-04
3:Ins:R:2	2.72E-08	4.05E-05	3.23E-05
3:Ins:R:3	1.26E-07	2.91E-05	5.52E-08
3:Ins:R:4	1.72E-08	9.41E-05	2.23E-05
3:Ins:R:5	8.97E-06	5.44E-04	1.82E-04
4:Ins:R:0	1.41E-04	1.20E-05	6.28E-05
4:Ins:R:1	2.11E-04	8.97E-05	2.15E-04
4:Ins:R:2	2.39E-08	1.09E-08	1.25E-08
4:Ins:R:3	2.81E-05	3.63E-05	2.36E-05
4:Ins:R:4	2.48E-05	3.04E-05	9.36E-06
4:Ins:R:5	1.35E-04	6.52E-05	1.13E-04
5:Ins:R:0	4.20E-02	2.40E-02	2.34E-02
5:Ins:R:1	2.23E-04	2.78E-04	6.17E-04
5:Ins:R:2	7.99E-05	7.78E-05	6.49E-05
5:Ins:R:3	5.19E-05	6.43E-05	1.17E-04
5:Ins:R:4	2.39E-08	1.09E-08	1.25E-08
5:Ins:R:5	1.93E-08	7.84E-05	1.36E-05
2:Del:M:1	1.55E-04	1.90E-04	3.47E-04
3:Del:M:1	3.22E-04	3.47E-04	4.27E-04
3:Del:M:2	3.43E-04	2.37E-04	4.22E-04
4:Del:M:1	2.63E-04	2.32E-04	1.95E-04
4:Del:M:2	1.92E-04	1.48E-04	1.81E-04
4:Del:M:3	5.53E-06	8.38E-04	1.56E-04
5:Del:M:1	1.25E-02	4.41E-03	1.32E-02
5:Del:M:2	3.83E-03	1.39E-03	4.82E-03
5:Del:M:3	2.05E-03	7.77E-04	2.41E-03
5:Del:M:4	6.78E-04	4.46E-04	6.48E-04
5:Del:M:5	6.02E-04	3.32E-04	8.51E-04
