Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
V1	0	0	0	0	71	102	0	84	0	12	0	11
V2	26	0	0	75	61	0	0	59	0	9	0	8
V3	28	10	2	26	31	6	0	0	0	3	0	0
V4	19	65	15	124	34	13	55	75	24	0	0	0
V5	26	0	0	48	24	0	0	17	19	0	1	1
V6	0	68	31	10	28	0	1	0	17	0	0	0
V7	0	20	0	0	63	38	28	0	1	0	44	16
V8	123	13	8	0	0	0	5	0	16	54	17	1
V9	0	0	36	44	13	8	0	5	28	69	2	15
V10	20	5	18	158	25	0	18	0	0	38	0	55
V11	97	133	56	0	0	15	30	0	51	16	2	14
V12	74	0	2	0	38	21	4	6	0	0	0	14
V13	63	26	43	0	39	30	27	0	15	60	0	0
V14	11	8	0	140	7	6	21	1	0	0	0	2
V15	25	0	77	83	31	28	0	1	113	28	0	9
V16	56	9	6	0	88	66	61	2	0	0	0	0
V17	24	239	2	2	42	135	41	0	13	0	52	10
V18	8	60	84	30	24	8	1	6	11	65	0	0
V19	59	131	7	61	30	0	46	10	78	0	22	0
V20	96	0	12	0	87	0	3	0	0	38	0	0
V21	0	84	226	199	19	7	125	7	82	0	0	0
V22	13	0	2	0	33	1	12	87	14	37	0	11
V23	15	0	46	0	36	0	0	0	21	0	0	0
V24	358	86	0	52	91	9	0	49	3	0	92	0
V25	1	79	211	0	18	0	3	0	33	0	0	0
V26	116	73	1	0	2	11	28	0	0	0	15	45
V27	71	42	9	2	10	10	30	10	0	0	0	0
V28	37	0	174	0	138	111	36	0	60	0	0	0
V29	1	22	12	0	1	0	27	0	0	0	0	0
V30	202	67	43	17	0	0	21	25	22	0	109	0
V31	34	32	22	74	219	0	32	66	27	0	0	9
V32	114	0	112	11	66	59	0	28	39	92	0	0
V33	54	41	0	0	105	0	0	0	11	0	69	0
V34	13	20	5	0	27	13	42	0	0	1	9	29
V35	40	260	1	122	168	258	57	75	0	31	0	27
V36	0	0	3	0	5	64	0	8	0	0	0	32
V37	2	75	0	207	3	31	0	7	11	0	0	0
V38	10	0	195	176	7	23	53	270	52	0	0	0
V39	104	220	35	0	18	9	32	0	4	64	0	0
V40	0	6	21	1	10	162	91	10	0	0	0	0
V41	278	0	28	13	9	166	0	97	14	120	0	58
V42	0	27	17	0	107	3	0	0	8	0	20	9
V43	10	0	47	11	7	0	0	0	31	15	0	0
V44	137	0	112	0	27	102	0	0	65	0	0	10
V45	51	47	11	18	15	9	9	18	0	0	0	3
V46	55	0	8	0	1	25	2	0	0	0	0	29
V47	144	51	31	16	49	0	0	0	54	0	0	0
V48	3	10	2	0	0	32	19	17	4	0	6	11
V49	127	28	9	44	19	242	0	20	18	0	0	22
V50	23	46	5	0	2	18	14	0	0	0	0	6
V51	0	134	119	33	5	33	21	11	23	32	0	4
V52	53	2	127	59	32	0	18	10	0	0	0	1
V53	16	41	27	108	27	0	62	0	21	0	0	0
V54	76	0	5	42	4	0	0	0	5	0	0	32
V55	182	20	22	0	5	22	1	11	0	35	0	0
V56	0	0	7	0	1	189	2	0	12	15	23	29
V57	20	0	67	0	97	0	0	0	9	0	0	0
V58	0	57	0	70	0	21	23	9	8	0	118	14
V59	23	79	5	41	142	0	45	0	17	0	198	17
V60	232	36	43	19	0	187	0	4	3	9	13	32
V61	5	0	2	0	4	0	0	5	0	6	0	0
V62	51	187	0	0	0	22	1	0	60	25	0	42
V63	85	69	32	182	7	12	64	0	0	0	0	0
V64	3	24	26	1	1	0	0	0	0	0	0	0
V65	4	15	0	0	101	0	9	2	8	1	2	0
V66	35	197	288	0	158	0	78	0	114	0	0	0
V67	1	99	281	57	29	5	25	0	1	0	0	0
V68	68	0	83	0	128	90	9	10	21	0	0	0
V69	22	0	1	1	16	4	0	0	0	0	0	4
V70	0	297	202	0	57	0	127	0	55	0	0	0
V71	3	25	0	34	0	0	18	23	1	0	14	0
V72	1	53	149	0	0	2	32	0	7	0	0	0
V73	75	37	0	0	77	2	0	11	0	20	0	0
V74	123	17	7	120	0	12	0	0	12	18	0	0
V75	0	11	17	30	127	48	34	80	8	0	0	0
V76	10	0	1	17	15	11	2	0	0	7	0	22
V77	4	52	29	100	3	28	127	0	40	0	0	0
V78	9	13	3	0	110	18	2	16	0	0	49	4
V79	0	13	99	0	8	20	0	30	41	0	0	0
V80	48	0	0	0	4	8	9	0	0	0	0	0
V81	0	8	114	0	3	12	0	20	0	20	0	0
V82	24	79	0	0	51	142	50	0	0	0	4	20
V83	0	0	35	95	3	0	0	0	44	30	0	3
V84	25	35	3	1	37	33	23	5	10	12	14	20
V85	113	0	0	0	1	9	0	0	0	83	3	12
V86	0	0	0	93	198	12	15	0	0	6	0	0
V87	28	12	2	2	0	66	37	0	0	0	0	26
V88	38	0	24	0	11	22	0	6	9	68	51	6
V89	12	0	13	142	48	45	29	48	0	0	0	26
V90	35	80	59	0	0	67	134	0	0	0	0	45
V91	8	12	14	41	21	0	0	5	6	0	19	0
V92	0	0	21	80	14	38	9	45	0	0	0	36
V93	157	19	2	0	2	14	9	3	0	0	0	2
V94	0	140	0	170	0	35	1	97	17	0	34	14
V95	17	65	4	0	49	51	0	5	10	0	41	28
V96	10	70	0	94	0	62	19	11	2	0	22	12
V97	29	0	0	252	0	11	4	56	0	0	4	27
V98	0	17	37	48	11	1	0	57	0	0	0	0
V99	14	72	15	10	43	0	0	55	83	0	9	0
V100	184	29	99	102	45	0	0	6	85	0	0	3
