NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	150.916	55.49	54.302	45.359	0.318	0.862	20000.0
2	139.485	52.395	46.051	41.781	0.313	0.875	30000.0
3	129.821	48.819	39.019	37.526	0.321	0.887	20000.0
4	136.089	51.021	43.981	40.077	0.307	0.885	40000.0
5	148.23	54.763	52.402	44.2	0.331	0.866	30000.0
6	134.431	50.248	43.771	40.737	0.316	0.873	20000.0
7	138.291	51.623	46.17	42.696	0.311	0.877	20000.0
8	136.992	50.82	44.858	40.662	0.299	0.881	30000.0
9	136.036	51.568	44.112	40.787	0.306	0.879	30000.0
10	142.002	53.07	46.614	42.019	0.327	0.87	20000.0
