NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	45.786	17.964	10.775	10.83	0.105	0.991	50000.0
2	45.602	17.759	10.142	10.264	0.108	0.993	30000.0
3	45.893	18.549	10.25	10.939	0.11	0.991	60000.0
4	46.716	18.081	10.876	10.749	0.103	0.992	60000.0
5	47.877	19.1	10.952	11.258	0.113	0.991	30000.0
6	45.571	17.603	10.422	10.359	0.106	0.992	50000.0
7	45.573	17.741	10.599	10.678	0.107	0.992	50000.0
8	44.019	16.8	10.122	9.962	0.099	0.993	50000.0
9	47.845	18.209	11.457	11.115	0.11	0.991	50000.0
10	46.194	18.185	10.434	10.526	0.109	0.992	50000.0
