MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
1:Del:C:0	1.79E-03	1.58E-03	1.51E-03	0.00E+00	3.33E-02	4.38E-03	2.41E-02
1:Del:C:1	1.08E-03	7.03E-04	0.00E+00	1.39E-04	1.14E-02	3.16E-03	3.46E-02
1:Del:C:2	1.70E-04	1.02E-04	9.98E-05	1.84E-04	3.39E-04	2.10E-04	4.26E-04
1:Del:C:3	7.26E-05	3.72E-04	1.80E-04	3.21E-04	1.50E-03	1.31E-03	4.91E-03
1:Del:C:4	1.99E-04	3.83E-05	4.47E-04	3.03E-04	1.51E-03	1.60E-04	2.48E-03
1:Del:C:5	1.99E-08	2.50E-04	1.33E-03	1.48E-04	2.31E-04	1.14E-03	7.27E-03
1:Del:T:0	9.80E-04	0.00E+00	1.16E-03	8.28E-04	8.77E-03	2.72E-03	1.89E-02
1:Del:T:1	5.10E-04	1.78E-04	4.02E-04	6.01E-04	6.53E-03	1.34E-03	3.01E-03
1:Del:T:2	4.01E-04	4.19E-04	1.15E-03	0.00E+00	2.74E-03	1.06E-03	1.83E-02
1:Del:T:3	6.93E-04	1.37E-03	1.52E-03	5.48E-04	9.85E-03	1.49E-03	2.07E-02
1:Del:T:4	5.56E-04	2.12E-03	3.24E-03	8.10E-04	7.39E-03	0.00E+00	2.61E-02
1:Del:T:5	2.80E-05	2.15E-07	6.77E-03	1.05E-08	9.49E-04	2.31E-03	5.10E-02
1:Ins:C:0	5.02E-08	5.76E-08	2.22E-07	3.76E-08	7.33E-09	5.26E-04	6.58E-04
1:Ins:C:1	3.13E-03	2.40E-04	3.15E-08	1.06E-05	2.11E-07	1.97E-07	6.45E-03
1:Ins:C:2	5.14E-05	5.73E-08	1.64E-04	0.00E+00	4.37E-04	8.00E-05	4.57E-08
1:Ins:C:3	9.38E-09	2.93E-04	4.84E-05	1.03E-04	6.36E-08	1.57E-04	1.04E-03
1:Ins:C:4	1.51E-04	2.89E-04	5.00E-04	5.92E-04	0.00E+00	0.00E+00	3.22E-03
1:Ins:C:5	4.50E-08	8.75E-04	1.32E-03	1.78E-04	1.45E-03	1.37E-04	6.19E-03
1:Ins:T:0	2.00E-04	8.13E-04	2.63E-04	3.39E-04	1.71E-03	6.58E-04	3.18E-03
1:Ins:T:1	0.00E+00	9.53E-08	1.09E-08	3.70E-04	1.30E-03	6.12E-04	1.51E-03
1:Ins:T:2	0.00E+00	1.04E-04	3.46E-04	0.00E+00	1.02E-03	2.48E-04	5.55E-04
1:Ins:T:3	1.30E-05	5.96E-04	6.44E-04	2.65E-04	6.16E-04	1.76E-04	1.24E-03
1:Ins:T:4	1.95E-04	7.85E-04	7.31E-04	2.51E-04	2.25E-04	3.77E-04	1.74E-03
