MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	1.60E-04	6.79E-05	3.63E-08	6.68E-07	2.13E-02	8.19E-03	3.65E-02	6.01E-03	2.92E-02
1:Del:C:1	1.38E-05	0.00E+00	1.17E-04	1.40E-46	6.32E-03	6.39E-03	1.44E-02	1.11E-03	7.80E-03
1:Del:C:2	1.55E-04	0.00E+00	2.53E-08	7.23E-05	6.88E-04	9.47E-04	2.16E-03	4.25E-03	1.06E-03
1:Del:C:3	0.00E+00	4.77E-04	2.14E-04	6.31E-04	1.79E-03	1.26E-03	6.25E-03	1.10E-03	4.82E-03
1:Del:C:4	3.57E-05	4.59E-04	2.36E-04	9.57E-04	2.89E-03	8.00E-04	5.69E-03	3.00E-03	1.91E-03
1:Del:C:5	0.00E+00	1.17E-03	0.00E+00	5.62E-04	0.00E+00	9.36E-04	5.49E-04	3.42E-03	1.12E-03
1:Del:T:0	4.75E-03	3.14E-03	4.31E-04	2.71E-04	7.38E-03	4.75E-03	2.51E-02	1.21E-02	1.40E-02
1:Del:T:1	3.42E-07	1.61E-07	6.00E-08	4.14E-08	6.96E-03	9.46E-04	1.50E-02	3.62E-03	3.19E-03
1:Del:T:2	9.31E-05	1.27E-03	6.60E-09	1.02E-04	7.20E-03	3.62E-03	1.56E-02	1.06E-02	4.87E-03
1:Del:T:3	4.43E-03	4.33E-03	1.69E-04	1.15E-03	1.32E-02	4.89E-03	2.11E-02	1.68E-02	4.32E-03
1:Del:T:4	2.82E-04	6.69E-03	1.18E-02	2.27E-03	5.80E-03	1.43E-03	1.74E-02	6.57E-02	9.95E-02
1:Del:T:5	2.31E-03	8.45E-03	8.53E-03	0.00E+00	3.69E-08	3.12E-03	5.66E-02	9.75E-02	3.91E-03
1:Ins:C:0	6.06E-05	1.21E-05	6.66E-08	1.18E-06	5.40E-05	6.39E-04	1.98E-04	1.03E-04	2.05E-03
