NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	75.231	25.183	17.061	16.915	0.123	0.98	40000.0
2	73.682	24.933	16.75	16.804	0.122	0.98	30000.0
3	72.471	24.593	16.646	16.606	0.121	0.981	60000.0
4	73.798	24.961	16.906	16.852	0.125	0.98	60000.0
5	73.225	24.384	16.743	16.445	0.118	0.981	40000.0
6	72.858	24.798	16.569	16.698	0.125	0.979	40000.0
7	76.684	25.795	18.105	17.926	0.124	0.977	60000.0
8	74.101	25.137	17.072	17.446	0.121	0.978	40000.0
9	74.793	25.409	17.284	17.557	0.123	0.978	40000.0
10	73.353	24.563	17.155	17.034	0.117	0.98	40000.0
