Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
V1	69	5	42	36	39	0	9	0	0	0	1	4	11	0	0	1	0	5	0
V2	82	13	4	32	46	0	11	2	0	1	3	0	0	0	0	0	2	0	0
V3	0	9	43	0	0	38	12	27	4	15	2	0	7	23	0	0	0	2	2
V4	529	60	3	57	22	29	4	7	0	3	2	11	3	0	0	0	64	3	0
V5	32	16	23	5	9	50	0	11	19	7	6	5	0	0	0	11	0	1	9
V6	12	33	77	24	29	11	17	0	5	0	10	1	0	4	12	0	0	7	6
V7	0	0	25	0	22	0	3	8	11	2	7	1	1	0	22	9	5	0	0
V8	9	7	55	4	110	9	3	0	95	0	1	7	10	38	14	55	0	0	3
V9	17	10	17	123	15	0	4	0	4	1	0	17	3	0	0	0	2	1	3
V10	103	19	27	4	28	2	7	5	13	9	3	0	22	0	6	7	4	0	18
V11	47	61	121	2	24	8	9	0	18	12	14	4	0	0	0	22	6	0	0
V12	0	60	17	10	23	34	1	152	10	20	24	3	4	35	0	0	0	7	2
V13	22	14	80	117	109	0	47	0	11	1	22	40	10	0	20	6	4	12	0
V14	154	0	8	0	0	13	10	36	3	16	0	0	6	4	0	0	2	0	0
V15	21	17	18	45	15	0	15	5	10	13	1	5	0	0	0	14	1	2	0
V16	0	0	1	87	50	22	0	36	0	18	0	5	0	0	0	0	0	0	0
V17	44	3	19	3	20	3	3	5	16	0	0	2	1	17	25	0	0	6	0
V18	37	31	109	3	43	8	11	14	70	17	13	0	4	41	2	30	23	0	0
V19	19	74	0	4	5	102	0	19	0	19	47	9	2	15	2	0	0	2	0
V20	0	42	45	30	24	6	31	2	0	1	0	10	19	0	0	0	0	0	5
V21	49	13	68	1	18	5	22	9	25	0	2	2	8	31	5	0	0	0	0
V22	69	6	25	30	15	2	0	0	1	1	0	10	0	0	0	9	0	0	6
V23	73	2	1	4	0	19	0	18	1	13	6	6	3	25	19	0	0	4	0
V24	21	0	13	28	51	33	14	7	3	32	7	26	5	0	0	0	5	7	0
V25	0	0	16	18	13	17	11	28	12	0	9	2	2	0	0	0	0	4	0
V26	43	7	40	29	32	32	24	19	1	0	9	38	10	0	0	0	0	12	5
V27	254	9	19	208	238	30	1	9	5	8	28	40	5	0	0	2	28	17	2
V28	5	336	4	12	7	0	6	3	6	4	32	0	0	0	38	0	28	1	0
V29	73	0	7	4	0	34	0	0	3	8	3	2	0	2	0	0	4	6	0
V30	20	2	12	84	36	4	3	0	4	0	0	3	1	0	0	0	3	0	3
V31	8	0	44	3	1	3	24	0	0	0	1	1	26	0	0	6	0	0	0
V32	28	47	211	0	8	5	105	19	13	9	2	5	23	0	0	28	0	0	45
V33	8	17	23	18	35	4	0	0	5	0	0	5	0	0	3	18	0	15	0
V34	20	8	3	22	18	0	1	0	0	0	0	0	3	0	9	1	0	0	1
V35	9	82	0	0	0	0	1	3	4	1	7	0	0	0	4	0	9	0	2
V36	44	5	17	43	51	0	7	0	2	0	1	7	1	0	1	0	0	7	3
V37	83	22	98	31	38	23	20	5	0	17	10	10	17	9	0	5	5	2	0
V38	44	31	0	0	0	0	1	10	0	4	9	0	2	0	24	0	6	10	1
V39	122	155	25	17	18	4	3	7	5	6	19	9	0	18	12	0	15	0	0
V40	7	142	52	23	28	34	25	43	9	31	40	22	19	0	5	0	0	5	1
V41	174	36	2	46	34	0	1	0	0	0	15	11	1	0	35	2	0	1	1
V42	0	0	40	0	17	126	16	22	18	2	0	3	22	0	0	14	0	0	9
V43	149	97	48	97	38	2	33	0	1	5	4	12	3	0	24	0	8	0	14
V44	1	0	4	12	8	0	3	0	0	0	0	6	0	0	0	4	0	0	4
V45	45	25	2	160	48	0	1	0	5	3	8	22	1	0	9	5	1	10	0
V46	9	7	4	0	2	44	1	4	0	23	17	4	1	0	0	1	0	0	6
V47	0	81	18	34	20	29	7	9	5	0	26	9	4	0	11	4	12	0	0
V48	0	124	35	14	26	12	3	0	13	6	0	2	7	0	0	8	8	0	0
V49	116	0	18	12	15	18	6	7	6	2	0	0	24	0	0	0	0	0	0
V50	78	14	65	1	1	59	53	76	0	35	15	16	4	14	8	0	0	24	0
V51	5	0	4	31	38	62	5	11	24	24	32	6	13	6	0	0	0	0	0
V52	0	0	3	94	121	9	21	25	0	0	6	51	8	11	0	2	0	0	2
V53	1	25	3	1	0	6	0	0	0	2	1	1	0	0	0	0	4	5	0
V54	22	25	20	0	0	0	16	0	5	2	0	0	13	7	4	2	1	0	0
V55	124	0	45	1	1	0	23	0	5	2	0	0	7	0	1	2	8	10	0
V56	2	17	2	3	2	20	7	10	2	2	3	2	2	20	0	7	0	0	3
V57	287	54	14	3	13	7	0	0	10	10	0	0	0	0	11	0	44	3	0
V58	2	12	0	40	2	4	0	2	1	0	0	2	0	0	0	2	1	0	0
V59	9	17	35	1	30	56	5	2	9	34	11	14	12	32	1	18	4	0	0
V60	229	28	6	12	14	7	1	24	0	0	2	8	1	20	0	0	0	13	5
V61	53	18	11	44	10	0	9	0	0	0	0	7	0	0	12	0	15	0	0
V62	63	4	59	0	18	4	4	6	41	17	7	4	1	0	0	46	0	2	13
V63	101	52	0	42	36	7	0	4	3	10	0	11	1	0	23	0	4	13	11
V64	82	165	12	0	4	33	0	30	7	7	16	11	0	0	0	5	7	0	0
V65	36	0	44	0	20	13	57	6	35	0	2	0	31	23	0	2	2	0	6
V66	0	171	154	0	25	9	37	0	33	42	15	4	32	0	68	8	7	0	0
V67	77	33	69	9	2	0	30	4	0	0	0	1	5	0	20	0	6	0	12
V68	2	11	15	1	22	1	0	2	13	1	5	1	0	1	0	3	2	4	0
V69	49	18	9	2	6	19	9	19	0	5	23	0	12	11	0	0	3	9	2
V70	0	2	101	7	5	1	41	0	2	0	0	0	10	0	0	0	1	1	0
V71	11	2	17	15	15	0	2	0	8	1	0	9	1	0	0	0	3	9	8
V72	1	14	184	51	15	0	53	0	6	0	0	9	32	0	0	11	1	0	52
V73	18	1	57	4	22	13	0	6	13	17	4	0	3	0	5	75	0	0	0
V74	210	86	16	137	173	94	17	41	40	27	20	0	6	39	0	0	0	14	10
V75	65	1	63	0	2	28	18	13	3	57	5	4	10	4	0	0	2	2	3
V76	35	0	0	37	57	64	1	22	0	5	5	18	0	13	0	0	7	0	3
V77	11	22	1	0	0	0	0	5	0	0	0	0	2	0	15	4	9	0	0
V78	0	5	38	39	40	3	42	11	9	8	6	1	28	0	17	0	0	4	0
V79	20	24	87	4	60	2	0	0	19	0	0	2	1	64	0	27	3	0	0
V80	14	20	51	2	15	3	1	5	60	13	3	2	3	13	10	2	15	0	0
V81	84	60	5	35	28	2	2	4	0	0	4	38	10	0	22	0	5	0	0
V82	258	31	47	5	70	37	5	5	40	35	20	0	4	57	18	37	7	0	9
V83	3	11	19	6	6	5	45	0	26	16	0	2	5	0	0	0	2	0	0
V84	6	128	34	184	83	0	9	2	14	15	0	31	14	3	2	6	3	0	0
V85	32	176	43	1	2	25	13	22	3	19	21	5	3	11	13	15	21	0	0
V86	5	0	19	3	6	26	13	7	4	3	6	8	1	0	0	0	1	0	7
V87	0	76	74	14	4	21	57	30	0	20	7	2	60	0	0	0	6	0	25
V88	0	148	4	34	40	0	0	0	4	0	16	3	3	0	26	0	3	50	3
V89	79	4	37	7	0	7	6	0	1	14	1	7	3	0	0	0	0	3	2
V90	1	2	19	20	29	8	2	2	18	6	0	3	5	0	5	20	0	0	0
V91	10	1	40	2	13	5	0	0	14	0	0	0	0	30	2	0	0	0	0
V92	14	14	8	102	49	65	0	51	0	29	79	8	6	0	0	15	3	21	0
V93	25	11	64	43	40	48	25	63	2	28	17	10	0	0	4	3	1	0	0
V94	0	61	6	1	5	2	16	1	0	0	3	1	1	0	29	2	7	0	0
V95	311	66	0	136	58	7	11	2	0	9	10	15	6	0	12	1	11	10	10
V96	41	26	0	70	28	60	2	31	1	0	25	7	2	2	9	5	1	0	2
V97	39	9	5	25	45	7	0	2	0	3	6	13	1	1	1	0	4	0	0
V98	53	7	19	12	12	5	0	0	1	21	1	14	0	0	0	6	1	2	12
V99	28	119	33	62	16	5	39	5	2	0	2	14	3	0	0	0	2	59	4
V100	0	0	8	19	18	0	7	0	0	2	0	2	0	0	0	0	0	0	2
