NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	49.133	18.172	11.625	10.685	0.1	0.993	50000.0
2	47.187	17.373	10.881	10.001	0.096	0.994	60000.0
3	43.813	16.314	10.311	9.635	0.094	0.994	50000.0
4	49.234	18.139	11.503	10.28	0.096	0.994	40000.0
5	46.636	17.352	10.728	9.835	0.093	0.994	50000.0
6	49.104	18.707	11.443	10.949	0.105	0.992	40000.0
7	49.047	18.048	11.38	10.308	0.097	0.993	30000.0
8	49.791	18.549	11.794	10.908	0.097	0.992	50000.0
9	48.38	18.0	11.153	10.261	0.098	0.993	40000.0
10	50.949	18.892	11.757	10.772	0.102	0.993	40000.0
