Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	5	361	48	221	82	29
V2	11	1	33	4	9	21
V3	320	18	78	0	0	28
V4	0	0	33	246	0	140
V5	16	0	71	55	0	98
V6	18	214	22	0	42	114
V7	40	71	15	0	0	65
V8	32	279	0	0	170	0
V9	229	286	100	0	115	0
V10	285	74	12	1	28	1
V11	41	11	2	92	10	18
V12	0	0	43	63	14	0
V13	5	2	26	30	8	67
V14	6	1	31	40	2	1
V15	0	124	95	0	0	72
V16	51	0	0	35	0	0
V17	46	58	66	5	18	4
V18	53	0	0	0	28	52
V19	73	135	34	9	37	14
V20	8	15	29	68	48	297
V21	26	1	145	339	15	19
V22	0	20	0	174	0	0
V23	6	3	25	20	161	87
V24	3	71	23	20	16	78
V25	0	29	0	53	0	7
V26	82	40	15	75	9	14
V27	0	0	0	184	0	0
V28	0	55	11	15	44	0
V29	0	0	24	300	0	0
V30	23	5	97	113	136	12
V31	66	38	11	10	62	1
V32	6	22	0	24	145	0
V33	0	475	17	118	0	81
V34	0	97	20	128	0	0
V35	14	12	11	79	40	16
V36	0	24	0	225	0	0
V37	80	51	1	32	25	74
V38	113	26	12	3	155	32
V39	6	38	66	9	12	0
V40	3	13	72	62	4	36
V41	27	1	10	39	46	39
V42	114	1	15	25	61	130
V43	71	152	86	18	91	95
V44	43	17	68	66	82	112
V45	18	13	14	31	1	8
V46	0	85	48	0	0	0
V47	112	54	37	39	55	99
V48	0	0	0	28	141	24
V49	546	34	35	17	9	96
V50	77	0	0	0	0	7
V51	26	72	77	0	0	16
V52	9	30	5	62	25	118
V53	168	5	1	53	2	14
V54	14	21	160	188	0	0
V55	253	0	0	0	183	0
V56	10	7	216	28	1	3
V57	36	112	49	13	45	74
V58	61	0	105	118	0	0
V59	9	123	1	32	14	92
V60	64	26	4	189	8	34
V61	3	19	56	5	49	137
V62	97	42	55	19	16	32
V63	52	27	54	11	66	13
V64	92	132	0	0	0	0
V65	3	21	396	2	7	1
V66	0	0	207	0	47	59
V67	0	0	146	0	128	20
V68	49	24	0	94	0	0
V69	80	79	65	0	170	0
V70	67	0	158	0	18	0
V71	11	72	12	9	154	139
V72	157	1	1	28	4	22
V73	22	33	93	82	11	0
V74	47	24	12	9	126	10
V75	98	15	71	0	0	61
V76	51	145	8	0	0	0
V77	69	4	1	15	56	30
V78	14	25	23	0	7	0
V79	51	163	53	1	110	5
V80	3	6	26	10	52	1
V81	99	0	0	38	0	138
V82	8	28	4	3	11	16
V83	44	4	5	60	3	18
V84	66	97	5	64	2	80
V85	291	47	38	16	28	14
V86	72	8	215	52	118	112
V87	104	128	184	4	16	2
V88	6	67	34	157	37	44
V89	32	0	0	41	61	14
V90	45	187	4	9	47	48
V91	23	80	8	0	0	15
V92	160	69	0	18	44	30
V93	2	164	1	23	129	51
V94	96	36	23	0	0	0
V95	42	6	172	146	9	29
V96	66	11	87	5	65	53
V97	36	129	3	21	7	44
V98	10	10	45	13	165	95
V99	0	0	204	0	0	52
V100	4	27	49	30	6	152
