NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	63.201	24.504	14.64	15.191	0.128	0.985	40000.0
2	60.898	24.122	14.313	15.358	0.129	0.984	30000.0
3	63.747	24.162	14.856	15.147	0.132	0.985	60000.0
4	63.752	23.91	14.957	15.182	0.126	0.985	50000.0
5	62.142	23.559	14.63	14.928	0.121	0.985	30000.0
6	62.204	23.849	14.589	14.962	0.127	0.985	20000.0
7	62.056	23.904	14.462	14.664	0.13	0.986	80000.0
8	63.102	24.153	14.944	15.592	0.126	0.983	40000.0
9	60.754	23.105	14.003	14.49	0.122	0.986	40000.0
10	62.978	24.268	14.917	15.517	0.13	0.984	60000.0
