MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	1.53E-02	2.95E-03	1.27E-03	1.61E-02
1:Del:C:1	4.35E-03	1.67E-03	4.50E-04	4.13E-03
1:Del:C:2	3.35E-04	2.05E-04	6.31E-05	5.67E-04
1:Del:C:3	5.53E-04	3.25E-04	3.61E-04	3.20E-03
1:Del:C:4	4.54E-04	3.53E-04	1.56E-04	5.00E-04
1:Del:C:5	4.32E-04	2.20E-04	2.22E-04	3.02E-04
1:Del:T:0	4.31E-03	1.46E-03	5.62E-04	4.46E-03
1:Del:T:1	2.45E-03	8.75E-04	3.63E-04	1.85E-03
1:Del:T:2	4.21E-03	9.03E-04	8.10E-04	3.99E-03
1:Del:T:3	4.19E-03	1.52E-03	6.24E-04	4.60E-03
1:Del:T:4	3.50E-03	1.28E-03	7.16E-04	3.12E-03
1:Del:T:5	2.95E-02	2.73E-03	2.58E-03	2.43E-02
1:Ins:C:0	2.13E-04	8.07E-05	4.23E-05	5.18E-09
1:Ins:C:1	1.19E-04	2.18E-08	9.51E-09	4.55E-05
1:Ins:C:2	1.05E-04	1.21E-08	1.06E-04	4.08E-08
1:Ins:C:3	6.93E-05	1.48E-04	1.73E-08	8.55E-09
1:Ins:C:4	2.29E-04	2.78E-04	1.03E-04	1.30E-04
1:Ins:C:5	4.80E-04	5.21E-04	2.60E-04	2.33E-04
1:Ins:T:0	3.78E-04	4.81E-04	1.72E-04	4.53E-04
1:Ins:T:1	4.74E-04	1.20E-04	5.56E-05	1.55E-03
1:Ins:T:2	1.25E-04	8.41E-09	1.04E-04	1.42E-04
1:Ins:T:3	1.75E-04	2.11E-04	7.92E-05	6.00E-05
1:Ins:T:4	2.15E-04	4.92E-04	3.32E-04	2.14E-04
1:Ins:T:5	1.43E-06	7.85E-03	4.03E-04	1.43E-07
2:Del:R:0	4.33E-04	3.09E-04	7.49E-05	5.39E-04
2:Del:R:1	4.09E-04	2.54E-04	2.57E-09	2.24E-04
2:Del:R:2	1.13E-04	1.28E-04	1.55E-09	3.78E-05
2:Del:R:3	7.45E-05	1.45E-04	6.03E-05	1.42E-09
2:Del:R:4	2.84E-05	3.01E-05	2.55E-08	7.66E-05
2:Del:R:5	1.49E-04	8.75E-08	5.03E-08	7.99E-04
3:Del:R:0	5.26E-04	4.87E-04	7.06E-04	2.87E-04
3:Del:R:1	1.01E-07	5.77E-08	3.68E-03	1.30E-07
3:Del:R:2	1.01E-04	9.07E-05	8.34E-05	1.87E-04
3:Del:R:3	6.54E-05	1.06E-04	5.54E-05	1.92E-05
3:Del:R:4	1.39E-05	6.96E-05	1.59E-08	1.24E-04
3:Del:R:5	2.35E-08	3.83E-08	1.01E-07	2.38E-02
4:Del:R:0	2.85E-04	2.74E-04	7.65E-09	3.55E-05
4:Del:R:1	2.84E-04	2.82E-04	7.68E-05	1.42E-04
4:Del:R:2	5.74E-08	2.34E-08	8.39E-08	8.58E-04
4:Del:R:3	4.03E-05	3.47E-08	2.15E-08	4.89E-08
4:Del:R:4	4.10E-09	4.14E-09	2.27E-09	9.41E-09
4:Del:R:5	3.19E-05	2.75E-08	2.39E-08	5.68E-05
5:Del:R:0	5.40E-03	1.47E-03	1.45E-08	5.56E-08
5:Del:R:1	2.60E-04	1.28E-04	1.73E-04	2.61E-04
5:Del:R:2	8.63E-05	9.85E-05	1.34E-07	5.19E-05
5:Del:R:3	4.10E-09	4.14E-09	2.27E-09	9.41E-09
5:Del:R:4	2.96E-05	4.14E-08	1.17E-07	5.06E-08
5:Del:R:5	4.10E-09	4.14E-09	2.27E-09	9.41E-09
2:Ins:R:0	2.36E-04	6.73E-05	4.32E-05	1.40E-04
2:Ins:R:1	1.60E-04	4.39E-05	0.00E+00	1.97E-04
2:Ins:R:2	1.04E-04	3.38E-09	8.25E-05	1.33E-04
2:Ins:R:3	6.69E-05	1.18E-04	5.83E-08	1.73E-05
2:Ins:R:4	1.24E-04	4.61E-04	1.04E-04	1.23E-04
2:Ins:R:5	7.13E-04	6.10E-04	2.10E-04	2.71E-04
3:Ins:R:0	1.20E-04	3.82E-09	6.84E-04	2.35E-04
3:Ins:R:1	1.51E-04	1.30E-04	7.26E-05	9.29E-05
3:Ins:R:2	7.08E-08	3.18E-05	3.95E-08	4.12E-08
3:Ins:R:3	4.10E-09	4.14E-09	2.27E-09	9.41E-09
3:Ins:R:4	4.78E-05	6.03E-05	1.82E-06	2.44E-05
3:Ins:R:5	2.15E-05	1.29E-04	4.36E-05	1.38E-07
4:Ins:R:0	6.62E-05	8.22E-09	3.00E-08	2.92E-08
4:Ins:R:1	1.20E-04	9.15E-05	1.49E-04	1.30E-04
4:Ins:R:2	4.10E-09	4.14E-09	2.27E-09	9.41E-09
4:Ins:R:3	4.10E-09	4.14E-09	2.27E-09	9.41E-09
4:Ins:R:4	3.68E-05	5.70E-05	2.64E-08	3.26E-08
4:Ins:R:5	9.97E-05	1.23E-04	2.16E-10	2.06E-04
5:Ins:R:0	1.92E-04	1.14E-04	3.13E-04	1.00E-04
5:Ins:R:1	5.16E-04	1.70E-04	8.18E-05	1.78E-04
5:Ins:R:2	7.87E-08	4.23E-08	5.06E-05	4.88E-08
5:Ins:R:3	4.80E-08	5.50E-08	5.37E-05	3.36E-08
5:Ins:R:4	7.12E-05	1.27E-04	7.09E-04	2.00E-04
5:Ins:R:5	4.10E-09	4.14E-09	2.27E-09	9.41E-09
2:Del:M:1	3.17E-04	3.31E-04	1.66E-04	2.08E-04
3:Del:M:1	1.81E-04	1.01E-04	1.22E-04	7.10E-05
3:Del:M:2	4.25E-04	1.99E-04	2.19E-05	1.79E-04
4:Del:M:1	3.18E-04	1.41E-04	1.06E-05	5.07E-05
4:Del:M:2	2.35E-04	7.92E-05	1.09E-04	1.77E-04
4:Del:M:3	2.51E-04	1.10E-04	0.00E+00	2.83E-04
5:Del:M:1	6.36E-03	1.88E-03	1.38E-04	1.87E-46
5:Del:M:2	2.66E-03	1.02E-03	8.78E-09	5.21E-05
5:Del:M:3	1.14E-03	3.98E-04	2.25E-04	1.44E-04
5:Del:M:4	6.19E-04	1.51E-04	1.84E-04	6.44E-05
5:Del:M:5	5.32E-04	2.25E-04	1.57E-04	5.41E-04
