NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	53.719	20.455	12.513	12.721	0.103	0.99	60000.0
2	50.92	19.644	11.957	12.558	0.104	0.989	40000.0
3	50.52	19.029	11.375	11.511	0.101	0.991	70000.0
4	51.657	19.532	11.768	12.253	0.104	0.989	40000.0
5	54.064	20.741	12.829	13.23	0.1	0.988	50000.0
6	53.107	20.52	12.381	12.788	0.101	0.989	60000.0
7	51.758	19.768	12.08	12.415	0.103	0.99	30000.0
8	54.104	20.995	12.893	13.742	0.102	0.987	50000.0
9	51.785	19.771	12.223	12.577	0.099	0.99	90000.0
10	53.354	20.678	12.559	13.12	0.102	0.988	40000.0
