NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	42.097	19.176	9.67	10.737	0.118	0.991	50000.0
2	42.13	19.14	9.694	11.079	0.12	0.989	80000.0
3	43.277	18.78	10.269	10.647	0.113	0.992	50000.0
4	44.249	19.916	10.426	11.543	0.124	0.99	70000.0
5	42.278	18.922	9.73	10.786	0.117	0.991	70000.0
6	40.542	18.313	9.655	10.692	0.118	0.991	30000.0
7	40.968	18.351	9.464	10.172	0.112	0.992	40000.0
8	41.852	18.487	10.395	11.126	0.113	0.991	40000.0
9	39.54	17.588	9.37	10.326	0.111	0.992	30000.0
10	38.387	17.403	8.617	9.734	0.113	0.992	60000.0
