NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	55.019	19.924	13.15	12.158	0.106	0.99	40000.0
2	55.095	19.904	13.085	12.214	0.107	0.99	40000.0
3	56.201	20.361	13.374	12.358	0.109	0.99	50000.0
4	57.586	21.147	13.956	13.114	0.109	0.988	60000.0
5	56.627	20.44	13.612	12.613	0.105	0.989	60000.0
6	56.778	20.421	13.654	12.346	0.107	0.99	30000.0
7	55.226	19.708	12.993	11.631	0.103	0.991	50000.0
8	56.875	20.979	13.64	12.719	0.11	0.988	50000.0
9	57.197	20.564	13.998	12.646	0.108	0.99	20000.0
10	55.599	20.396	13.343	12.496	0.108	0.99	40000.0
