NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	43.375	17.292	11.519	11.748	0.095	0.99	30000.0
2	48.217	18.696	12.757	12.695	0.101	0.988	50000.0
3	46.532	18.27	12.372	12.495	0.099	0.989	40000.0
4	49.237	19.234	13.143	13.051	0.1	0.989	70000.0
5	44.225	16.964	11.75	11.432	0.094	0.991	40000.0
6	41.199	16.06	10.029	10.238	0.098	0.993	40000.0
7	44.008	17.316	11.291	11.238	0.094	0.991	40000.0
8	46.371	18.062	12.336	12.114	0.095	0.99	40000.0
9	47.701	18.744	12.166	12.372	0.104	0.989	40000.0
10	47.005	18.693	12.193	12.485	0.101	0.989	30000.0
