Samples	ID83A	ID83B
V1	6.23E+00	6.23E+00
V2	1.09E+00	1.09E+00
V3	1.03E+01	1.03E+01
V4	3.59E+01	3.59E+01
V5	3.59E+00	3.59E+00
V6	1.29E+00	1.29E+00
V7	5.08E+00	5.08E+00
V8	3.13E+00	3.13E+00
V9	1.41E+00	1.41E+00
V10	2.56E+00	2.56E+00
V11	6.05E-01	6.05E-01
V12	3.10E+01	3.10E+01
V13	3.63E+00	3.63E+00
V14	4.75E+00	4.75E+00
V15	3.39E+01	3.39E+01
V16	4.22E+00	4.22E+00
V17	6.19E-01	6.19E-01
V18	2.09E+00	2.09E+00
V19	7.47E+00	7.47E+00
V20	7.03E+00	7.03E+00
V21	1.56E+01	1.56E+01
V22	2.75E+00	2.75E+00
V23	1.24E+01	1.24E+01
V24	3.70E+00	3.70E+00
V25	5.90E+01	5.90E+01
V26	1.94E+00	1.94E+00
V27	6.97E+00	6.97E+00
V28	8.57E-01	8.57E-01
V29	7.12E-01	7.12E-01
V30	5.65E+01	5.65E+01
V31	3.30E+00	3.30E+00
V32	3.30E+00	3.28E+00
V33	1.37E+00	1.37E+00
V34	9.06E+00	9.06E+00
V35	7.08E+00	7.14E+00
V36	3.54E+00	3.54E+00
V37	8.21E+00	8.21E+00
V38	1.75E+00	1.75E+00
V39	1.32E+00	1.32E+00
V40	1.48E+00	1.48E+00
V41	2.16E+00	2.16E+00
V42	2.07E+00	2.07E+00
V43	0.00E+00	0.00E+00
V44	3.10E+00	3.10E+00
V45	2.87E+00	2.87E+00
V46	3.38E+00	3.38E+00
V47	2.13E-01	2.13E-01
V48	7.86E+00	7.86E+00
V49	4.84E+00	4.84E+00
V50	2.10E+00	2.10E+00
V51	9.95E+00	9.95E+00
V52	1.49E+00	1.49E+00
V53	8.77E+00	8.77E+00
V54	9.68E+00	9.68E+00
V55	1.64E+01	1.64E+01
V56	2.72E+00	2.70E+00
V57	3.22E+00	3.22E+00
V58	1.26E+00	1.26E+00
V59	1.17E+02	1.17E+02
V60	2.43E+01	2.43E+01
V61	3.32E+00	3.32E+00
V62	9.22E+00	9.22E+00
V63	4.91E+00	4.91E+00
V64	4.27E-01	4.27E-01
V65	3.95E+00	3.95E+00
V66	7.48E-01	7.48E-01
V67	1.47E+00	1.47E+00
V68	8.19E-01	8.20E-01
V69	2.99E+00	2.99E+00
V70	0.00E+00	0.00E+00
V71	8.29E+00	8.29E+00
V72	2.05E+01	2.05E+01
V73	3.34E+00	3.34E+00
V74	4.96E+00	4.92E+00
V75	2.31E+00	2.31E+00
V76	2.87E+00	2.87E+00
V77	2.17E+00	2.17E+00
V78	1.36E+01	1.36E+01
V79	2.83E+00	2.83E+00
V80	3.08E+01	3.08E+01
V81	0.00E+00	0.00E+00
V82	5.61E+00	5.61E+00
V83	1.33E+00	1.33E+00
V84	1.00E-01	1.00E-01
V85	6.10E+00	6.10E+00
V86	2.94E+00	2.94E+00
V87	2.94E+00	2.94E+00
V88	1.48E+00	1.48E+00
V89	3.29E+01	3.29E+01
V90	2.07E+01	2.07E+01
V91	2.69E+00	2.69E+00
V92	2.60E+00	2.60E+00
V93	2.20E+01	2.20E+01
V94	3.29E+00	3.29E+00
V95	3.01E+01	3.01E+01
V96	2.90E+00	2.90E+00
V97	3.31E+01	3.31E+01
V98	3.03E+00	3.03E+00
V99	1.00E+00	1.00E+00
V100	2.95E+00	2.95E+00
