NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	131.608	43.566	41.01	31.594	0.301	0.915	30000.0
2	145.279	48.327	50.716	35.511	0.3	0.909	30000.0
3	144.889	48.43	50.779	35.63	0.304	0.907	20000.0
4	144.874	48.109	50.571	35.29	0.302	0.909	20000.0
5	153.05	49.403	53.745	35.937	0.308	0.905	40000.0
6	149.485	48.366	52.191	35.512	0.304	0.908	20000.0
7	154.898	49.804	54.616	36.148	0.314	0.905	30000.0
8	145.882	48.702	50.585	35.651	0.306	0.907	30000.0
9	160.268	53.91	60.644	41.477	0.332	0.876	20000.0
10	152.386	49.049	53.553	35.82	0.308	0.907	20000.0
