Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
V1	149	122	2	0	33	23	26	37	52	0	0	48	30	7	39	0
V2	194	15	0	0	0	28	105	0	0	0	0	0	0	31	0	0
V3	28	25	1	7	0	125	62	13	0	35	6	0	0	23	24	0
V4	0	77	18	5	39	68	0	2	22	24	6	22	0	7	0	0
V5	64	4	90	71	0	0	63	4	6	0	21	0	14	15	0	9
V6	20	3	9	15	16	4	0	13	20	0	0	1	0	2	2	0
V7	180	21	206	54	0	9	85	0	23	0	21	0	0	30	0	6
V8	0	90	1	13	0	0	6	4	6	0	0	0	38	1	0	0
V9	36	5	4	5	0	0	0	12	1	0	3	0	0	6	0	0
V10	0	2	173	41	0	11	0	0	9	0	3	11	0	0	0	39
V11	0	11	51	114	0	34	1	29	25	0	59	28	5	0	0	0
V12	23	24	0	1	0	51	0	7	0	22	0	4	0	10	0	0
V13	10	0	11	2	1	1	31	8	7	10	0	0	0	12	0	0
V14	0	72	260	3	0	0	4	0	8	33	0	0	26	2	0	80
V15	34	6	10	0	2	0	14	26	6	13	4	11	0	0	0	0
V16	26	89	54	0	0	59	20	10	0	0	0	0	48	3	28	4
V17	13	0	13	5	25	15	34	0	16	2	0	0	0	6	0	0
V18	10	0	43	8	26	9	35	1	15	7	6	0	0	0	0	0
V19	0	17	137	0	7	0	9	15	22	3	0	47	0	0	0	0
V20	52	186	0	0	0	23	0	0	3	96	2	0	23	13	41	20
V21	15	12	0	0	171	0	22	171	80	0	3	64	26	0	0	0
V22	42	61	0	15	132	0	0	0	10	0	14	22	0	0	5	0
V23	61	25	20	0	0	0	31	19	11	0	0	23	0	6	0	0
V24	192	38	0	82	0	13	0	0	0	0	48	0	0	6	0	0
V25	85	7	70	0	59	0	17	34	39	0	0	27	0	0	0	0
V26	0	7	2	15	0	27	1	0	0	3	30	3	4	0	0	0
V27	30	10	44	16	2	0	21	31	19	0	2	0	16	0	0	0
V28	74	24	0	0	0	0	17	2	4	0	1	6	12	15	0	0
V29	0	9	196	0	0	1	0	0	18	0	5	2	2	0	0	9
V30	13	43	29	3	0	152	8	50	0	80	0	0	14	11	54	0
V31	23	46	55	1	0	14	0	2	1	19	0	0	0	0	0	18
V32	10	26	38	16	0	14	48	4	19	0	13	0	53	0	9	0
V33	0	35	108	0	43	96	0	21	5	55	0	0	0	0	9	0
V34	59	31	67	15	3	77	0	29	0	35	1	19	0	11	0	3
V35	0	0	10	49	61	1	4	6	1	0	20	6	0	0	0	0
V36	38	41	38	0	44	34	14	16	20	0	3	13	0	1	24	0
V37	94	3	0	15	32	0	4	30	24	0	16	2	0	0	0	0
V38	0	166	24	5	18	9	0	9	0	8	0	0	22	0	0	0
V39	0	0	27	0	40	14	9	8	19	7	0	6	28	0	0	0
V40	0	93	43	26	19	0	5	14	12	0	36	3	0	0	0	0
V41	0	54	4	4	34	8	3	30	17	0	0	0	0	0	0	0
V42	17	3	25	43	0	0	0	0	1	0	24	1	0	15	0	1
V43	13	57	0	10	0	0	13	0	0	5	4	0	16	3	0	0
V44	0	19	32	4	0	0	5	1	0	20	1	0	31	3	0	10
V45	0	0	1	23	0	187	0	23	0	0	16	12	14	2	8	0
V46	2	117	143	4	75	4	0	43	45	0	0	26	23	0	0	0
V47	30	14	0	0	0	0	0	2	0	14	2	2	4	15	0	0
V48	50	11	44	22	1	1	0	30	42	0	11	7	50	17	0	0
V49	0	27	1	0	0	39	7	6	0	24	0	9	13	8	4	13
V50	29	12	195	1	0	3	8	0	4	5	0	5	9	2	0	45
V51	35	1	0	14	37	0	0	9	15	0	3	24	0	6	0	0
V52	72	4	34	21	0	0	35	0	0	0	21	0	0	0	0	0
V53	66	0	5	11	23	18	24	26	20	54	5	0	0	0	19	0
V54	104	55	35	0	33	0	35	69	40	0	0	38	0	2	0	0
V55	100	102	49	2	0	0	26	0	0	0	21	0	22	18	0	0
V56	8	18	0	4	2	19	7	3	0	14	0	0	0	7	5	0
V57	0	48	109	349	0	139	0	0	3	0	136	0	0	0	0	0
V58	52	65	52	0	18	0	36	6	3	7	0	15	3	43	0	0
V59	0	74	0	17	0	3	4	0	13	0	2	0	4	0	17	10
V60	107	2	25	74	0	137	0	29	22	7	38	30	0	23	0	0
V61	9	4	0	32	27	1	7	19	14	0	22	0	0	13	0	0
V62	4	140	11	206	0	11	0	0	0	8	57	0	0	6	0	0
V63	101	81	0	45	9	0	48	0	6	0	6	0	0	18	0	0
V64	0	0	2	20	8	0	3	0	6	2	18	0	0	2	7	3
V65	4	14	6	19	61	16	19	0	41	5	13	14	12	0	4	0
V66	7	22	8	61	0	5	5	0	0	0	42	0	0	0	4	0
V67	13	6	9	44	0	5	3	0	0	0	32	0	0	8	0	0
V68	233	81	1	0	0	0	58	0	0	1	0	0	0	19	0	0
V69	11	212	1	38	0	1	6	1	0	0	5	0	0	6	1	0
V70	25	3	0	0	0	2	68	0	0	0	0	0	0	27	0	0
V71	0	10	0	34	0	3	0	0	0	10	3	0	1	0	2	0
V72	4	84	12	51	0	57	0	1	8	28	7	0	0	3	10	0
V73	14	21	250	0	52	31	17	27	18	21	0	1	0	0	0	10
V74	112	29	19	1	0	61	52	9	0	81	0	0	0	8	0	0
V75	0	128	19	43	11	27	11	6	25	24	10	0	19	2	0	2
V76	53	0	6	25	0	0	45	0	1	0	9	0	0	0	1	0
V77	28	0	0	309	273	3	0	32	79	0	121	10	35	0	0	0
V78	255	16	43	8	0	77	180	0	0	34	0	0	0	27	2	0
V79	51	0	0	0	38	1	25	17	36	14	1	25	1	0	1	0
V80	0	16	0	14	0	0	1	5	12	11	11	7	27	0	0	0
V81	3	6	30	53	0	111	0	20	4	60	36	0	0	0	36	0
V82	3	100	10	5	0	3	21	0	0	1	6	0	25	0	0	12
V83	11	10	0	0	50	35	0	31	23	6	0	12	0	6	13	0
V84	11	0	3	0	0	0	23	0	1	0	5	0	0	0	0	0
V85	35	3	2	7	57	0	83	4	14	0	3	0	0	16	0	0
V86	0	106	84	15	31	0	0	3	0	0	1	1	21	0	0	18
V87	230	32	0	3	34	0	187	38	13	0	0	0	6	0	0	0
V88	14	0	56	95	0	24	15	8	8	0	29	1	0	0	0	0
V89	0	10	47	37	0	37	0	0	2	68	10	7	0	0	0	0
V90	65	29	35	0	24	37	13	1	20	19	0	0	0	0	0	0
V91	24	6	9	166	117	15	10	93	75	0	76	97	8	0	8	0
V92	77	58	0	12	66	26	0	0	1	41	0	10	19	1	14	0
V93	54	34	0	70	26	11	5	4	2	0	18	0	0	30	16	0
V94	85	0	6	47	119	0	201	34	25	1	8	18	0	15	0	0
V95	112	117	23	3	33	2	76	60	51	0	7	0	17	46	0	0
V96	0	28	28	0	95	0	45	20	16	0	11	42	10	0	7	29
V97	0	42	9	0	108	18	0	11	16	0	0	75	23	0	1	0
V98	22	193	34	17	9	14	48	42	5	32	18	0	4	0	18	16
V99	0	0	52	0	115	0	0	28	36	0	0	62	2	0	0	0
V100	0	0	69	23	5	144	0	18	33	144	0	18	19	0	0	0
