Samples	ID83A	ID83B	ID83C	ID83D
V1	72	38	163	16
V2	1	20	63	103
V3	200	35	47	0
V4	0	212	24	0
V5	53	81	103	95
V6	58	147	143	19
V7	101	95	0	0
V8	39	44	9	226
V9	46	79	134	64
V10	76	434	99	7
V11	36	31	2	1
V12	76	15	58	0
V13	61	97	160	0
V14	5	9	13	71
V15	219	19	4	59
V16	132	445	1	49
V17	123	59	70	27
V18	132	81	304	92
V19	155	20	35	126
V20	330	0	111	7
V21	66	77	0	204
V22	127	13	49	65
V23	140	72	0	1
V24	75	148	11	0
V25	240	55	50	6
V26	167	12	21	3
V27	154	16	174	20
V28	3	94	15	3
V29	27	13	44	4
V30	0	72	203	46
V31	15	282	2	45
V32	29	7	32	4
V33	323	4	29	48
V34	717	9	2	53
V35	51	56	12	88
V36	56	3	8	110
V37	47	29	238	249
V38	21	51	22	2
V39	35	4	89	37
V40	71	85	0	22
V41	93	484	26	0
V42	17	44	229	3
V43	0	79	0	17
V44	83	47	80	11
V45	35	13	1	3
V46	66	54	0	4
V47	54	4	47	0
V48	42	236	380	58
V49	60	53	9	382
V50	118	58	69	52
V51	34	100	189	2
V52	21	0	45	28
V53	263	91	0	0
V54	163	285	17	57
V55	81	14	398	6
V56	251	1	3	77
V57	126	8	0	1
V58	0	4	24	305
V59	2	6	22	11
V60	3	1	30	10
V61	0	1	287	22
V62	113	1	19	15
V63	104	18	105	35
V64	11	3	263	13
V65	151	0	131	13
V66	57	18	13	67
V67	115	7	71	53
V68	6	3	1	277
V69	10	72	67	4
V70	68	25	59	37
V71	3	89	30	54
V72	0	0	91	33
V73	127	0	7	14
V74	177	0	46	26
V75	116	64	101	252
V76	22	24	0	13
V77	26	32	194	0
V78	239	22	44	6
V79	144	190	5	0
V80	204	37	25	13
V81	60	2	8	13
V82	43	679	5	136
V83	53	0	15	32
V84	187	0	8	34
V85	19	19	7	36
V86	15	2	16	17
V87	223	55	10	90
V88	95	0	8	32
V89	0	92	0	25
V90	13	139	149	17
V91	30	86	0	0
V92	172	21	93	44
V93	190	69	9	34
V94	66	0	280	135
V95	30	2	1	55
V96	0	27	3	100
V97	67	8	10	14
V98	116	10	450	85
V99	113	48	36	213
V100	47	384	16	193
